,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-09-04 00:00:00,2023-09-06 23:37:32,3.0,489.51,1219.0,20.0,51.0,349.0,10.0,301.0
1,2023-09-04 01:00:00,2023-09-06 23:37:32,3.0,508.61,1218.0,35.0,52.0,348.0,7.0,227.0
2,2023-09-04 02:00:00,2023-09-06 23:37:32,3.0,514.24,1220.0,76.0,51.0,358.0,2.0,191.0
3,2023-09-04 03:00:00,2023-09-06 23:37:32,3.0,477.04,1223.0,35.0,51.0,349.0,0.0,361.0
4,2023-09-04 04:00:00,2023-09-06 23:37:32,3.0,453.06,1223.0,22.0,53.0,354.0,0.0,465.0
5,2023-09-04 05:00:00,2023-09-06 23:37:32,3.0,438.95,1218.0,25.0,52.0,352.0,0.0,531.0
6,2023-09-04 06:00:00,2023-09-06 23:37:32,3.0,463.67,1100.0,28.0,51.0,352.0,0.0,339.0
7,2023-09-04 07:00:00,2023-09-06 23:37:32,3.0,486.67,1166.0,17.0,53.0,350.0,0.0,292.0
8,2023-09-04 08:00:00,2023-09-06 23:37:32,3.0,518.44,1220.0,18.0,52.0,354.0,0.0,198.0
9,2023-09-04 09:00:00,2023-09-06 23:37:32,3.0,496.43,1224.0,18.0,51.0,353.0,0.0,283.0
10,2023-09-04 10:00:00,2023-09-06 23:37:32,3.0,472.24,1201.0,17.0,51.0,356.0,0.0,365.0
11,2023-09-04 11:00:00,2023-09-06 23:37:32,3.0,494.96,1110.0,16.0,52.0,357.0,0.0,224.0
12,2023-09-04 12:00:00,2023-09-06 23:37:32,3.0,498.38,1156.0,17.0,51.0,365.0,0.0,228.0
13,2023-09-04 13:00:00,2023-09-06 23:37:32,3.0,490.0,1158.0,17.0,52.0,366.0,0.0,259.0
14,2023-09-04 14:00:00,2023-09-06 23:37:32,3.0,470.17,1156.0,17.0,51.0,365.0,9.0,328.0
15,2023-09-04 15:00:00,2023-09-06 23:37:32,3.0,477.13,1147.0,19.0,52.0,359.0,28.0,281.0
16,2023-09-04 16:00:00,2023-09-06 23:37:32,3.0,455.95,1066.0,18.0,50.0,357.0,47.0,298.0
17,2023-09-04 17:00:00,2023-09-06 23:37:32,3.0,421.33,1019.0,19.0,49.0,362.0,69.0,384.0
18,2023-09-04 18:00:00,2023-09-06 23:37:32,3.0,400.73,1018.0,17.0,48.0,360.0,61.0,491.0
19,2023-09-04 19:00:00,2023-09-06 23:37:32,3.0,380.58,947.0,17.0,50.0,360.0,32.0,555.0
20,2023-09-04 20:00:00,2023-09-06 23:37:32,3.0,363.2,896.0,17.0,49.0,359.0,36.0,590.0
21,2023-09-04 21:00:00,2023-09-06 23:37:32,3.0,356.7,853.0,17.0,50.0,359.0,42.0,571.0
22,2023-09-04 22:00:00,2023-09-06 23:37:32,3.0,362.12,846.0,18.0,50.0,364.0,25.0,547.0
23,2023-09-04 23:00:00,2023-09-06 23:37:32,3.0,357.81,817.0,20.0,52.0,361.0,16.0,549.0
