,Solar,Wind Onshore
2019-01-02 16:00:00+02:00,214.0,320.0
2019-01-02 17:00:00+02:00,25.0,310.0
2019-01-02 18:00:00+02:00,0.0,310.0
2019-01-02 19:00:00+02:00,0.0,320.0
2019-01-02 20:00:00+02:00,0.0,320.0
2019-01-02 21:00:00+02:00,0.0,320.0
2019-01-02 22:00:00+02:00,0.0,330.0
2019-01-02 23:00:00+02:00,0.0,340.0
2019-01-03 00:00:00+02:00,0.0,350.0
2019-01-03 01:00:00+02:00,0.0,360.0
2019-01-03 02:00:00+02:00,0.0,360.0
2019-01-03 03:00:00+02:00,0.0,360.0
2019-01-03 04:00:00+02:00,0.0,410.0
2019-01-03 05:00:00+02:00,0.0,480.0
2019-01-03 06:00:00+02:00,0.0,560.0
2019-01-03 07:00:00+02:00,5.0,620.0
2019-01-03 08:00:00+02:00,37.0,670.0
2019-01-03 09:00:00+02:00,108.0,730.0
2019-01-03 10:00:00+02:00,185.0,860.0
2019-01-03 11:00:00+02:00,267.0,1020.0
2019-01-03 12:00:00+02:00,314.0,1210.0
2019-01-03 13:00:00+02:00,307.0,1380.0
2019-01-03 14:00:00+02:00,280.0,1470.0
2019-01-03 15:00:00+02:00,194.0,1490.0
2019-01-03 16:00:00+02:00,75.0,1460.0
2019-01-03 17:00:00+02:00,12.0,1410.0
2019-01-03 18:00:00+02:00,0.0,1360.0
2019-01-03 19:00:00+02:00,0.0,1310.0
2019-01-03 20:00:00+02:00,0.0,1240.0
2019-01-03 21:00:00+02:00,0.0,1160.0
2019-01-03 22:00:00+02:00,0.0,1070.0
2019-01-03 23:00:00+02:00,0.0,970.0
2019-01-04 00:00:00+02:00,0.0,890.0
2019-01-04 01:00:00+02:00,0.0,820.0
2019-01-04 02:00:00+02:00,0.0,740.0
2019-01-04 03:00:00+02:00,0.0,690.0
2019-01-04 04:00:00+02:00,0.0,640.0
2019-01-04 05:00:00+02:00,0.0,580.0
2019-01-04 06:00:00+02:00,0.0,540.0
2019-01-04 07:00:00+02:00,9.0,500.0
2019-01-04 08:00:00+02:00,87.0,470.0
2019-01-04 09:00:00+02:00,246.0,440.0
2019-01-04 10:00:00+02:00,390.0,430.0
2019-01-04 11:00:00+02:00,477.0,440.0
2019-01-04 12:00:00+02:00,512.0,470.0
2019-01-04 13:00:00+02:00,478.0,520.0
2019-01-04 14:00:00+02:00,386.0,560.0
2019-01-04 15:00:00+02:00,246.0,600.0
2019-01-04 16:00:00+02:00,96.0,610.0
2019-01-04 17:00:00+02:00,14.0,660.0
2019-01-04 18:00:00+02:00,0.0,730.0
2019-01-04 19:00:00+02:00,0.0,790.0
2019-01-04 20:00:00+02:00,0.0,840.0
2019-01-04 21:00:00+02:00,0.0,880.0
2019-01-04 22:00:00+02:00,0.0,900.0
2019-01-04 23:00:00+02:00,0.0,910.0
2019-01-05 00:00:00+02:00,0.0,870.0
2019-01-05 01:00:00+02:00,0.0,870.0
2019-01-05 02:00:00+02:00,0.0,870.0
2019-01-05 03:00:00+02:00,0.0,880.0
2019-01-05 04:00:00+02:00,0.0,900.0
2019-01-05 05:00:00+02:00,0.0,940.0
2019-01-05 06:00:00+02:00,0.0,940.0
2019-01-05 07:00:00+02:00,10.0,930.0
2019-01-05 08:00:00+02:00,102.0,920.0
2019-01-05 09:00:00+02:00,292.0,920.0
2019-01-05 10:00:00+02:00,497.0,910.0
2019-01-05 11:00:00+02:00,656.0,900.0
2019-01-05 12:00:00+02:00,723.0,890.0
2019-01-05 13:00:00+02:00,717.0,870.0
2019-01-05 14:00:00+02:00,627.0,860.0
2019-01-05 15:00:00+02:00,415.0,830.0
2019-01-05 16:00:00+02:00,168.0,800.0
2019-01-05 17:00:00+02:00,25.0,790.0
2019-01-05 18:00:00+02:00,0.0,790.0
2019-01-05 19:00:00+02:00,0.0,780.0
2019-01-05 20:00:00+02:00,0.0,750.0
2019-01-05 21:00:00+02:00,0.0,700.0
2019-01-05 22:00:00+02:00,0.0,660.0
2019-01-05 23:00:00+02:00,0.0,620.0
2019-01-06 00:00:00+02:00,0.0,590.0
2019-01-06 01:00:00+02:00,0.0,550.0
2019-01-06 02:00:00+02:00,0.0,530.0
2019-01-06 03:00:00+02:00,0.0,510.0
2019-01-06 04:00:00+02:00,0.0,490.0
2019-01-06 05:00:00+02:00,0.0,450.0
2019-01-06 06:00:00+02:00,0.0,420.0
2019-01-06 07:00:00+02:00,19.0,370.0
2019-01-06 08:00:00+02:00,183.0,350.0
2019-01-06 09:00:00+02:00,516.0,340.0
2019-01-06 10:00:00+02:00,854.0,330.0
2019-01-06 11:00:00+02:00,1080.0,330.0
2019-01-06 12:00:00+02:00,1153.0,320.0
2019-01-06 13:00:00+02:00,1101.0,320.0
2019-01-06 14:00:00+02:00,916.0,320.0
2019-01-06 15:00:00+02:00,593.0,340.0
2019-01-06 16:00:00+02:00,233.0,350.0
2019-01-06 17:00:00+02:00,29.0,390.0
2019-01-06 18:00:00+02:00,0.0,400.0
2019-01-06 19:00:00+02:00,0.0,450.0
2019-01-06 20:00:00+02:00,0.0,500.0
2019-01-06 21:00:00+02:00,0.0,560.0
2019-01-06 22:00:00+02:00,0.0,640.0
2019-01-06 23:00:00+02:00,0.0,710.0
2019-01-07 00:00:00+02:00,0.0,640.0
2019-01-07 01:00:00+02:00,0.0,670.0
2019-01-07 02:00:00+02:00,0.0,680.0
2019-01-07 03:00:00+02:00,0.0,700.0
2019-01-07 04:00:00+02:00,0.0,720.0
2019-01-07 05:00:00+02:00,0.0,730.0
2019-01-07 06:00:00+02:00,0.0,730.0
2019-01-07 07:00:00+02:00,20.0,730.0
2019-01-07 08:00:00+02:00,166.0,760.0
2019-01-07 09:00:00+02:00,454.0,790.0
2019-01-07 10:00:00+02:00,713.0,820.0
2019-01-07 11:00:00+02:00,849.0,860.0
2019-01-07 12:00:00+02:00,891.0,890.0
2019-01-07 13:00:00+02:00,827.0,960.0
2019-01-07 14:00:00+02:00,644.0,1020.0
2019-01-07 15:00:00+02:00,396.0,1080.0
2019-01-07 16:00:00+02:00,156.0,1150.0
2019-01-07 17:00:00+02:00,22.0,1240.0
2019-01-07 18:00:00+02:00,0.0,1320.0
2019-01-07 19:00:00+02:00,0.0,1390.0
2019-01-07 20:00:00+02:00,0.0,1430.0
2019-01-07 21:00:00+02:00,0.0,1450.0
2019-01-07 22:00:00+02:00,0.0,1460.0
2019-01-07 23:00:00+02:00,0.0,1440.0
2019-01-08 00:00:00+02:00,0.0,1380.0
2019-01-08 01:00:00+02:00,0.0,1350.0
2019-01-08 02:00:00+02:00,0.0,1320.0
2019-01-08 03:00:00+02:00,0.0,1290.0
2019-01-08 04:00:00+02:00,0.0,1250.0
2019-01-08 05:00:00+02:00,0.0,1200.0
2019-01-08 06:00:00+02:00,0.0,1130.0
2019-01-08 07:00:00+02:00,28.0,1020.0
2019-01-08 08:00:00+02:00,247.0,910.0
2019-01-08 09:00:00+02:00,675.0,780.0
2019-01-08 10:00:00+02:00,1086.0,650.0
2019-01-08 11:00:00+02:00,1323.0,520.0
2019-01-08 12:00:00+02:00,1392.0,430.0
2019-01-08 13:00:00+02:00,1329.0,390.0
2019-01-08 14:00:00+02:00,1116.0,380.0
2019-01-08 15:00:00+02:00,739.0,350.0
2019-01-08 16:00:00+02:00,297.0,360.0
2019-01-08 17:00:00+02:00,39.0,380.0
2019-01-08 18:00:00+02:00,0.0,420.0
2019-01-08 19:00:00+02:00,0.0,470.0
2019-01-08 20:00:00+02:00,0.0,540.0
2019-01-08 21:00:00+02:00,0.0,600.0
2019-01-08 22:00:00+02:00,0.0,640.0
2019-01-08 23:00:00+02:00,0.0,680.0
2019-01-09 00:00:00+02:00,0.0,760.0
2019-01-09 01:00:00+02:00,0.0,810.0
