UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-03-31 00:00:00,0.0,202.0,340.0,0.0,2933.0,380.0,30.0
2023-03-31 01:00:00,0.0,201.0,300.0,0.0,3153.0,374.0,30.0
2023-03-31 02:00:00,0.0,202.0,250.0,0.0,3326.0,378.0,30.0
2023-03-31 03:00:00,0.0,202.0,234.0,0.0,3376.0,376.0,29.0
2023-03-31 04:00:00,0.0,203.0,460.0,0.0,3492.0,374.0,29.0
2023-03-31 05:00:00,0.0,203.0,622.0,0.0,3520.0,369.0,29.0
2023-03-31 06:00:00,0.0,228.0,581.0,12.0,3485.0,370.0,28.0
2023-03-31 07:00:00,0.0,240.0,292.0,130.0,3397.0,374.0,29.0
2023-03-31 08:00:00,0.0,243.0,375.0,322.0,2909.0,379.0,29.0
2023-03-31 09:00:00,0.0,245.0,520.0,510.0,2472.0,377.0,27.0
2023-03-31 10:00:00,0.0,244.0,481.0,668.0,2670.0,376.0,29.0
2023-03-31 11:00:00,0.0,245.0,566.0,797.0,2673.0,378.0,30.0
2023-03-31 12:00:00,0.0,242.0,486.0,824.0,2571.0,373.0,30.0
2023-03-31 13:00:00,0.0,239.0,407.0,958.0,2524.0,372.0,30.0
2023-03-31 14:00:00,0.0,240.0,667.0,1032.0,2558.0,378.0,30.0
2023-03-31 15:00:00,0.0,232.0,701.0,928.0,2554.0,376.0,30.0
2023-03-31 16:00:00,0.0,229.0,426.0,675.0,2341.0,378.0,30.0
2023-03-31 17:00:00,0.0,230.0,513.0,337.0,2232.0,383.0,30.0
2023-03-31 18:00:00,0.0,231.0,806.0,49.0,2014.0,379.0,30.0
2023-03-31 19:00:00,0.0,230.0,1135.0,0.0,1944.0,380.0,30.0
2023-03-31 20:00:00,0.0,229.0,1084.0,0.0,1591.0,388.0,30.0
2023-03-31 21:00:00,0.0,225.0,868.0,0.0,1644.0,386.0,30.0
2023-03-31 22:00:00,0.0,225.0,919.0,0.0,1570.0,389.0,30.0
2023-03-31 23:00:00,0.0,200.0,839.0,0.0,1503.0,387.0,30.0
