Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
36504,2023-03-02 00:00:00,328.65,0.0,2469.0,949.0,0.0,275.0,335.0,30.0
36505,2023-03-02 01:00:00,342.97,0.0,2353.0,737.0,0.0,253.0,333.0,30.0
36506,2023-03-02 02:00:00,359.5,0.0,2335.0,585.0,0.0,216.0,335.0,30.0
36507,2023-03-02 03:00:00,362.6,0.0,2344.0,588.0,0.0,187.0,331.0,30.0
36508,2023-03-02 04:00:00,373.56,0.0,2569.0,583.0,0.0,158.0,331.0,29.0
36509,2023-03-02 05:00:00,350.21,0.0,2649.0,872.0,0.0,165.0,330.0,28.0
36510,2023-03-02 06:00:00,311.79,0.0,2713.0,1408.0,0.0,205.0,331.0,27.0
36511,2023-03-02 07:00:00,272.29,0.0,2644.0,1916.0,125.0,266.0,330.0,28.0
36512,2023-03-02 08:00:00,251.5,0.0,2426.0,1693.0,645.0,275.0,332.0,29.0
36513,2023-03-02 09:00:00,248.91,0.0,2203.0,1132.0,1110.0,240.0,326.0,29.0
36514,2023-03-02 10:00:00,249.86,0.0,2260.0,891.0,1378.0,275.0,329.0,29.0
36515,2023-03-02 11:00:00,258.01,0.0,2402.0,807.0,1478.0,231.0,333.0,29.0
36516,2023-03-02 12:00:00,261.22,0.0,2327.0,708.0,1517.0,154.0,339.0,29.0
36517,2023-03-02 13:00:00,272.06,0.0,2279.0,528.0,1509.0,81.0,331.0,28.0
36518,2023-03-02 14:00:00,284.89,0.0,2299.0,416.0,1435.0,43.0,339.0,28.0
36519,2023-03-02 15:00:00,295.84,0.0,2323.0,430.0,1234.0,48.0,338.0,28.0
36520,2023-03-02 16:00:00,310.06,0.0,2459.0,617.0,867.0,69.0,340.0,30.0
36521,2023-03-02 17:00:00,320.2,0.0,2682.0,1050.0,323.0,115.0,343.0,29.0
36522,2023-03-02 18:00:00,275.64,0.0,2952.0,2307.0,10.0,177.0,338.0,29.0
36523,2023-03-02 19:00:00,255.46,0.0,3112.0,2964.0,0.0,197.0,337.0,29.0
36524,2023-03-02 20:00:00,240.71,0.0,2863.0,3162.0,0.0,166.0,344.0,29.0
36525,2023-03-02 21:00:00,260.12,0.0,2685.0,2450.0,0.0,165.0,345.0,29.0
36526,2023-03-02 22:00:00,295.0,0.0,2573.0,1642.0,0.0,162.0,346.0,29.0
36527,2023-03-02 23:00:00,306.83,0.0,2422.0,1348.0,0.0,163.0,333.0,29.0
