,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-31 00:00:00,2023-09-03 15:38:40,3.0,254.65,3411.0,3501.0,7103.0,1268.0,4.0,16.0
1,2023-08-31 01:00:00,2023-09-03 15:38:40,3.0,254.58,3409.0,3388.0,7103.0,1221.0,0.0,16.0
2,2023-08-31 02:00:00,2023-09-03 15:38:40,3.0,256.21,3396.0,3190.0,7104.0,1009.0,0.0,15.0
3,2023-08-31 03:00:00,2023-09-03 15:38:40,3.0,262.24,3225.0,2963.0,7104.0,254.0,0.0,16.0
4,2023-08-31 04:00:00,2023-09-03 15:38:40,3.0,238.5,2635.0,2544.0,7106.0,81.0,0.0,16.0
5,2023-08-31 05:00:00,2023-09-03 15:38:40,3.0,223.42,2281.0,2448.0,7108.0,0.0,0.0,15.0
6,2023-08-31 06:00:00,2023-09-03 15:38:40,3.0,212.41,2054.0,2401.0,7104.0,0.0,0.0,16.0
7,2023-08-31 07:00:00,2023-09-03 15:38:40,3.0,204.31,1926.0,2283.0,7117.0,0.0,0.0,15.0
8,2023-08-31 08:00:00,2023-09-03 15:38:40,3.0,202.03,1892.0,2240.0,7117.0,0.0,0.0,16.0
9,2023-08-31 09:00:00,2023-09-03 15:38:40,3.0,202.55,1896.0,2265.0,7120.0,0.0,0.0,16.0
10,2023-08-31 10:00:00,2023-09-03 15:38:40,3.0,205.15,1898.0,2439.0,7120.0,0.0,0.0,15.0
11,2023-08-31 11:00:00,2023-09-03 15:38:40,3.0,205.08,1891.0,2465.0,7128.0,0.0,0.0,16.0
12,2023-08-31 12:00:00,2023-09-03 15:38:40,3.0,204.95,1895.0,2492.0,7126.0,0.0,42.0,16.0
13,2023-08-31 13:00:00,2023-09-03 15:38:40,3.0,200.5,1897.0,2505.0,7126.0,0.0,315.0,16.0
14,2023-08-31 14:00:00,2023-09-03 15:38:40,3.0,194.31,1897.0,2526.0,7133.0,87.0,618.0,16.0
15,2023-08-31 15:00:00,2023-09-03 15:38:40,3.0,195.68,1984.0,2525.0,7128.0,80.0,796.0,17.0
16,2023-08-31 16:00:00,2023-09-03 15:38:40,3.0,200.89,2134.0,2541.0,7131.0,81.0,898.0,17.0
17,2023-08-31 17:00:00,2023-09-03 15:38:40,3.0,205.19,2214.0,2636.0,7128.0,78.0,930.0,18.0
18,2023-08-31 18:00:00,2023-09-03 15:38:40,3.0,219.46,2537.0,2710.0,7134.0,74.0,927.0,17.0
19,2023-08-31 19:00:00,2023-09-03 15:38:40,3.0,239.12,3080.0,2753.0,7127.0,219.0,894.0,17.0
20,2023-08-31 20:00:00,2023-09-03 15:38:40,3.0,241.21,3301.0,3066.0,7127.0,776.0,857.0,17.0
21,2023-08-31 21:00:00,2023-09-03 15:38:40,3.0,235.94,3388.0,3087.0,7131.0,1405.0,766.0,16.0
22,2023-08-31 22:00:00,2023-09-03 15:38:40,3.0,232.19,3400.0,3246.0,7132.0,1966.0,581.0,16.0
23,2023-08-31 23:00:00,2023-09-03 15:38:40,3.0,236.07,3398.0,3679.0,7134.0,2263.0,255.0,16.0
