UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-04-04 00:00:00,2710.0,2625.0,6025.0,781.0,2.0,5.0
2023-04-04 01:00:00,2651.0,2612.0,6022.0,1041.0,0.0,6.0
2023-04-04 02:00:00,2378.0,2630.0,6024.0,720.0,0.0,6.0
2023-04-04 03:00:00,2192.0,2639.0,6024.0,278.0,0.0,6.0
2023-04-04 04:00:00,1976.0,2584.0,6019.0,100.0,0.0,6.0
2023-04-04 05:00:00,1709.0,2525.0,6022.0,0.0,0.0,6.0
2023-04-04 06:00:00,1723.0,2520.0,6017.0,0.0,0.0,6.0
2023-04-04 07:00:00,1751.0,2516.0,6019.0,0.0,0.0,5.0
2023-04-04 08:00:00,1700.0,2513.0,6018.0,0.0,0.0,6.0
2023-04-04 09:00:00,1743.0,2512.0,6014.0,0.0,0.0,6.0
2023-04-04 10:00:00,1898.0,2564.0,6019.0,0.0,0.0,6.0
2023-04-04 11:00:00,2379.0,2641.0,6016.0,115.0,0.0,6.0
2023-04-04 12:00:00,2640.0,2634.0,6024.0,492.0,34.0,6.0
2023-04-04 13:00:00,2382.0,2642.0,6017.0,249.0,278.0,7.0
2023-04-04 14:00:00,1729.0,2513.0,6018.0,0.0,611.0,9.0
2023-04-04 15:00:00,1710.0,2548.0,6057.0,0.0,830.0,7.0
2023-04-04 16:00:00,1683.0,2545.0,6165.0,0.0,950.0,7.0
2023-04-04 17:00:00,1797.0,2572.0,6211.0,0.0,986.0,8.0
2023-04-04 18:00:00,1893.0,2555.0,6281.0,0.0,977.0,7.0
2023-04-04 19:00:00,2087.0,2523.0,6288.0,0.0,952.0,8.0
2023-04-04 20:00:00,2511.0,2575.0,6282.0,0.0,873.0,7.0
2023-04-04 21:00:00,2713.0,2831.0,6284.0,0.0,721.0,7.0
2023-04-04 22:00:00,2717.0,3404.0,6285.0,697.0,491.0,6.0
2023-04-04 23:00:00,2717.0,3620.0,6286.0,1811.0,224.0,6.0
