Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
40824,2023-08-29 00:00:00,2024-07-17 00:00:00,3.1,264.31,3823.0,5000.0,7098.0,2065.0,21.0,13.0
40825,2023-08-29 01:00:00,2024-07-17 00:00:00,3.1,266.2,3894.0,4738.0,7099.0,1987.0,0.0,13.0
40826,2023-08-29 02:00:00,2024-07-17 00:00:00,3.1,275.34,3970.0,4260.0,7102.0,1366.0,0.0,14.0
40827,2023-08-29 03:00:00,2024-07-17 00:00:00,3.1,280.72,3917.0,3603.0,7101.0,747.0,0.0,14.0
40828,2023-08-29 04:00:00,2024-07-17 00:00:00,3.1,277.81,3663.0,2978.0,7092.0,269.0,0.0,14.0
40829,2023-08-29 05:00:00,2024-07-17 00:00:00,3.1,259.78,3095.0,2641.0,7096.0,0.0,0.0,13.0
40830,2023-08-29 06:00:00,2024-07-17 00:00:00,3.1,239.35,2591.0,2636.0,7093.0,0.0,0.0,13.0
40831,2023-08-29 07:00:00,2024-07-17 00:00:00,3.1,237.14,2543.0,2633.0,7102.0,0.0,0.0,14.0
40832,2023-08-29 08:00:00,2024-07-17 00:00:00,3.1,238.13,2567.0,2638.0,7105.0,0.0,0.0,13.0
40833,2023-08-29 09:00:00,2024-07-17 00:00:00,3.1,235.6,2517.0,2592.0,7101.0,0.0,0.0,14.0
40834,2023-08-29 10:00:00,2024-07-17 00:00:00,3.1,245.44,2731.0,2673.0,7101.0,0.0,0.0,14.0
40835,2023-08-29 11:00:00,2024-07-17 00:00:00,3.1,272.96,3397.0,2895.0,7106.0,0.0,0.0,14.0
40836,2023-08-29 12:00:00,2024-07-17 00:00:00,3.1,287.47,3802.0,2958.0,7102.0,0.0,11.0,14.0
40837,2023-08-29 13:00:00,2024-07-17 00:00:00,3.1,288.35,3884.0,2878.0,7100.0,0.0,82.0,14.0
40838,2023-08-29 14:00:00,2024-07-17 00:00:00,3.1,291.09,3979.0,3023.0,7088.0,0.0,157.0,16.0
40839,2023-08-29 15:00:00,2024-07-17 00:00:00,3.1,295.09,4004.0,3370.0,6980.0,0.0,198.0,15.0
40840,2023-08-29 16:00:00,2024-07-17 00:00:00,3.1,294.1,3931.0,3408.0,6890.0,0.0,231.0,15.0
40841,2023-08-29 17:00:00,2024-07-17 00:00:00,3.1,292.03,3934.0,3671.0,6776.0,223.0,300.0,15.0
40842,2023-08-29 18:00:00,2024-07-17 00:00:00,3.1,290.87,3906.0,4208.0,6742.0,268.0,450.0,16.0
40843,2023-08-29 19:00:00,2024-07-17 00:00:00,3.1,289.43,3952.0,4634.0,6733.0,438.0,559.0,15.0
40844,2023-08-29 20:00:00,2024-07-17 00:00:00,3.1,283.36,3953.0,5128.0,6736.0,942.0,556.0,16.0
40845,2023-08-29 21:00:00,2024-07-17 00:00:00,3.1,274.8,3954.0,5234.0,6735.0,1574.0,502.0,15.0
40846,2023-08-29 22:00:00,2024-07-17 00:00:00,3.1,272.0,3948.0,5366.0,6735.0,1896.0,401.0,14.0
40847,2023-08-29 23:00:00,2024-07-17 00:00:00,3.1,276.58,3959.0,5619.0,6746.0,1912.0,176.0,15.0
