Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
40704,2023-08-24 00:00:00,2024-07-17 00:00:00,3.1,94.54,85.0,437.0,2299.0,31.0,258.0,0.0,0.0,113.0,137.0
40705,2023-08-24 01:00:00,2024-07-17 00:00:00,3.1,95.57,85.0,451.0,2300.0,31.0,261.0,0.0,0.0,113.0,137.0
40706,2023-08-24 02:00:00,2024-07-17 00:00:00,3.1,96.26,85.0,462.0,2300.0,31.0,262.0,0.0,0.0,114.0,136.0
40707,2023-08-24 03:00:00,2024-07-17 00:00:00,3.1,97.28,85.0,474.0,2307.0,32.0,267.0,1.0,0.0,112.0,138.0
40708,2023-08-24 04:00:00,2024-07-17 00:00:00,3.1,94.1,85.0,470.0,2310.0,32.0,363.0,9.0,0.0,114.0,139.0
40709,2023-08-24 05:00:00,2024-07-17 00:00:00,3.1,89.39,85.0,462.0,2311.0,32.0,484.0,52.0,0.0,115.0,140.0
40710,2023-08-24 06:00:00,2024-07-17 00:00:00,3.1,87.62,85.0,457.0,2307.0,32.0,467.0,120.0,0.0,115.0,138.0
40711,2023-08-24 07:00:00,2024-07-17 00:00:00,3.1,84.45,84.0,416.0,2300.0,32.0,391.0,197.0,0.0,114.0,138.0
40712,2023-08-24 08:00:00,2024-07-17 00:00:00,3.1,84.76,85.0,412.0,2291.0,32.0,301.0,254.0,0.0,114.0,134.0
40713,2023-08-24 09:00:00,2024-07-17 00:00:00,3.1,81.57,85.0,379.0,2286.0,32.0,298.0,282.0,0.0,113.0,133.0
40714,2023-08-24 10:00:00,2024-07-17 00:00:00,3.1,81.77,85.0,377.0,2282.0,32.0,279.0,296.0,0.0,112.0,134.0
40715,2023-08-24 11:00:00,2024-07-17 00:00:00,3.1,83.16,85.0,388.0,2278.0,31.0,274.0,292.0,0.0,111.0,136.0
40716,2023-08-24 12:00:00,2024-07-17 00:00:00,3.1,83.92,85.0,386.0,2271.0,32.0,274.0,276.0,0.0,110.0,138.0
40717,2023-08-24 13:00:00,2024-07-17 00:00:00,3.1,85.13,84.0,391.0,2268.0,32.0,304.0,236.0,0.0,110.0,143.0
40718,2023-08-24 14:00:00,2024-07-17 00:00:00,3.1,87.13,85.0,403.0,2266.0,32.0,338.0,174.0,0.0,110.0,144.0
40719,2023-08-24 15:00:00,2024-07-17 00:00:00,3.1,90.21,85.0,447.0,2267.0,32.0,439.0,96.0,0.0,112.0,146.0
40720,2023-08-24 16:00:00,2024-07-17 00:00:00,3.1,91.5,85.0,462.0,2267.0,32.0,544.0,28.0,0.0,112.0,154.0
40721,2023-08-24 17:00:00,2024-07-17 00:00:00,3.1,92.11,85.0,465.0,2270.0,32.0,561.0,3.0,0.0,112.0,156.0
40722,2023-08-24 18:00:00,2024-07-17 00:00:00,3.1,90.31,84.0,473.0,2275.0,32.0,638.0,0.0,0.0,113.0,154.0
40723,2023-08-24 19:00:00,2024-07-17 00:00:00,3.1,91.56,85.0,456.0,2284.0,33.0,520.0,0.0,0.0,114.0,151.0
40724,2023-08-24 20:00:00,2024-07-17 00:00:00,3.1,92.92,85.0,465.0,2289.0,31.0,491.0,0.0,0.0,115.0,153.0
40725,2023-08-24 21:00:00,2024-07-17 00:00:00,3.1,95.01,85.0,453.0,2300.0,31.0,321.0,0.0,0.0,114.0,144.0
40726,2023-08-24 22:00:00,2024-07-17 00:00:00,3.1,95.99,85.0,445.0,2304.0,31.0,263.0,0.0,1.0,114.0,145.0
40727,2023-08-24 23:00:00,2024-07-17 00:00:00,3.1,93.34,85.0,404.0,2306.0,31.0,252.0,0.0,1.0,113.0,148.0
