UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-02-26 00:00:00,158.0,183.0,2096.0,44.0,742.0,0.0,0.0,111.0,165.0
2023-02-26 01:00:00,158.0,184.0,2106.0,44.0,740.0,0.0,0.0,112.0,165.0
2023-02-26 02:00:00,158.0,186.0,2108.0,45.0,734.0,0.0,0.0,110.0,167.0
2023-02-26 03:00:00,160.0,186.0,2106.0,45.0,731.0,0.0,0.0,114.0,168.0
2023-02-26 04:00:00,161.0,186.0,2107.0,45.0,725.0,0.0,0.0,112.0,168.0
2023-02-26 05:00:00,163.0,185.0,2108.0,45.0,752.0,1.0,0.0,111.0,166.0
2023-02-26 06:00:00,165.0,191.0,2108.0,45.0,875.0,9.0,1.0,112.0,167.0
2023-02-26 07:00:00,163.0,188.0,2108.0,45.0,868.0,49.0,1.0,113.0,166.0
2023-02-26 08:00:00,162.0,186.0,2109.0,44.0,818.0,90.0,1.0,114.0,167.0
2023-02-26 09:00:00,164.0,188.0,2107.0,45.0,820.0,108.0,1.0,114.0,168.0
2023-02-26 10:00:00,165.0,187.0,2107.0,45.0,785.0,116.0,1.0,115.0,168.0
2023-02-26 11:00:00,164.0,185.0,2105.0,45.0,791.0,113.0,1.0,115.0,166.0
2023-02-26 12:00:00,164.0,186.0,2104.0,44.0,766.0,99.0,2.0,115.0,166.0
2023-02-26 13:00:00,164.0,184.0,2103.0,45.0,747.0,69.0,2.0,114.0,166.0
2023-02-26 14:00:00,165.0,186.0,2103.0,45.0,760.0,42.0,2.0,115.0,166.0
2023-02-26 15:00:00,163.0,186.0,2102.0,45.0,796.0,14.0,1.0,115.0,165.0
2023-02-26 16:00:00,159.0,188.0,2095.0,46.0,846.0,1.0,1.0,114.0,174.0
2023-02-26 17:00:00,159.0,190.0,2099.0,47.0,877.0,0.0,1.0,116.0,180.0
2023-02-26 18:00:00,159.0,192.0,2100.0,46.0,895.0,0.0,1.0,113.0,179.0
2023-02-26 19:00:00,160.0,195.0,2104.0,46.0,883.0,0.0,1.0,113.0,180.0
2023-02-26 20:00:00,159.0,191.0,2105.0,46.0,806.0,0.0,1.0,114.0,173.0
2023-02-26 21:00:00,155.0,189.0,2108.0,45.0,760.0,0.0,1.0,112.0,171.0
2023-02-26 22:00:00,155.0,185.0,2110.0,45.0,741.0,0.0,1.0,110.0,171.0
2023-02-26 23:00:00,157.0,189.0,2110.0,45.0,602.0,0.0,1.0,110.0,173.0
