Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
35952,2023-02-07 00:00:00,2024-07-17 00:00:00,3.1,149.51,171.0,198.0,2049.0,47.0,394.0,1.0,0.0,112.0,212.0
35953,2023-02-07 01:00:00,2024-07-17 00:00:00,3.1,150.59,172.0,199.0,2047.0,47.0,403.0,1.0,0.0,112.0,218.0
35954,2023-02-07 02:00:00,2024-07-17 00:00:00,3.1,150.7,171.0,199.0,2048.0,47.0,407.0,1.0,0.0,112.0,221.0
35955,2023-02-07 03:00:00,2024-07-17 00:00:00,3.1,153.74,174.0,212.0,2047.0,47.0,421.0,1.0,0.0,114.0,230.0
35956,2023-02-07 04:00:00,2024-07-17 00:00:00,3.1,153.78,176.0,208.0,2048.0,47.0,441.0,1.0,0.0,116.0,235.0
35957,2023-02-07 05:00:00,2024-07-17 00:00:00,3.1,149.75,176.0,236.0,2048.0,47.0,648.0,1.0,0.0,116.0,241.0
35958,2023-02-07 06:00:00,2024-07-17 00:00:00,3.1,157.17,177.0,328.0,2049.0,48.0,710.0,10.0,0.0,115.0,248.0
35959,2023-02-07 07:00:00,2024-07-17 00:00:00,3.1,166.24,176.0,478.0,2035.0,48.0,677.0,81.0,0.0,116.0,224.0
35960,2023-02-07 08:00:00,2024-07-17 00:00:00,3.1,172.35,176.0,574.0,2023.0,48.0,667.0,150.0,0.0,114.0,221.0
35961,2023-02-07 09:00:00,2024-07-17 00:00:00,3.1,175.9,176.0,620.0,2013.0,49.0,624.0,215.0,0.0,115.0,220.0
35962,2023-02-07 10:00:00,2024-07-17 00:00:00,3.1,177.42,175.0,619.0,2015.0,49.0,542.0,247.0,0.0,117.0,218.0
35963,2023-02-07 11:00:00,2024-07-17 00:00:00,3.1,178.53,176.0,623.0,2026.0,50.0,525.0,237.0,0.0,116.0,218.0
35964,2023-02-07 12:00:00,2024-07-17 00:00:00,3.1,179.34,176.0,621.0,2018.0,49.0,543.0,203.0,0.0,119.0,220.0
35965,2023-02-07 13:00:00,2024-07-17 00:00:00,3.1,179.54,176.0,626.0,2018.0,49.0,595.0,151.0,0.0,115.0,221.0
35966,2023-02-07 14:00:00,2024-07-17 00:00:00,3.1,182.82,176.0,627.0,2042.0,50.0,560.0,80.0,0.0,113.0,223.0
35967,2023-02-07 15:00:00,2024-07-17 00:00:00,3.1,183.68,176.0,629.0,2041.0,50.0,603.0,15.0,0.0,111.0,224.0
35968,2023-02-07 16:00:00,2024-07-17 00:00:00,3.1,181.97,176.0,635.0,2038.0,50.0,675.0,1.0,0.0,111.0,225.0
35969,2023-02-07 17:00:00,2024-07-17 00:00:00,3.1,181.22,176.0,636.0,2038.0,50.0,699.0,1.0,0.0,111.0,226.0
35970,2023-02-07 18:00:00,2024-07-17 00:00:00,3.1,181.99,176.0,640.0,2037.0,49.0,698.0,1.0,0.0,108.0,230.0
35971,2023-02-07 19:00:00,2024-07-17 00:00:00,3.1,183.84,176.0,628.0,2039.0,49.0,627.0,1.0,0.0,107.0,230.0
35972,2023-02-07 20:00:00,2024-07-17 00:00:00,3.1,185.95,173.0,622.0,2042.0,48.0,570.0,1.0,0.0,108.0,237.0
35973,2023-02-07 21:00:00,2024-07-17 00:00:00,3.1,179.89,171.0,558.0,2045.0,48.0,539.0,1.0,0.0,108.0,225.0
35974,2023-02-07 22:00:00,2024-07-17 00:00:00,3.1,171.23,171.0,443.0,2036.0,48.0,486.0,1.0,0.0,102.0,217.0
35975,2023-02-07 23:00:00,2024-07-17 00:00:00,3.1,148.25,173.0,214.0,2044.0,48.0,493.0,1.0,0.0,102.0,214.0
