,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-08-13 00:00:00,2023-08-15 01:14:24,3.0,303.48,3916.0,6869.0,8117.0,0.0,3663.0,282.0,1.0,401.0
1,2023-08-13 01:00:00,2023-08-15 01:14:24,3.0,309.38,4064.0,6689.0,8119.0,0.0,3240.0,19.0,3.0,158.0
2,2023-08-13 02:00:00,2023-08-15 01:14:24,3.0,312.77,4076.0,6487.0,8119.0,0.0,2732.0,0.0,1.0,36.0
3,2023-08-13 03:00:00,2023-08-15 01:14:24,3.0,303.11,3801.0,5798.0,8131.0,0.0,2496.0,0.0,2.0,40.0
4,2023-08-13 04:00:00,2023-08-15 01:14:24,3.0,283.94,3321.0,5051.0,8134.0,0.0,2407.0,0.0,3.0,42.0
5,2023-08-13 05:00:00,2023-08-15 01:14:24,3.0,287.2,3125.0,4940.0,8135.0,0.0,1691.0,0.0,3.0,43.0
6,2023-08-13 06:00:00,2023-08-15 01:14:24,3.0,295.95,3035.0,4922.0,8128.0,0.0,930.0,0.0,2.0,39.0
7,2023-08-13 07:00:00,2023-08-15 01:14:24,3.0,315.16,3012.0,5338.0,8143.0,0.0,0.0,0.0,2.0,40.0
8,2023-08-13 08:00:00,2023-08-15 01:14:24,3.0,309.41,3011.0,4798.0,8129.0,0.0,0.0,0.0,1.0,36.0
9,2023-08-13 09:00:00,2023-08-15 01:14:24,3.0,302.79,2836.0,4699.0,8138.0,0.0,0.0,0.0,1.0,51.0
10,2023-08-13 10:00:00,2023-08-15 01:14:24,3.0,296.29,2611.0,4809.0,8148.0,0.0,0.0,0.0,1.0,44.0
11,2023-08-13 11:00:00,2023-08-15 01:14:24,3.0,295.77,2651.0,4663.0,8136.0,0.0,0.0,0.0,0.0,33.0
12,2023-08-13 12:00:00,2023-08-15 01:14:24,3.0,299.57,2689.0,4857.0,8142.0,0.0,0.0,13.0,0.0,51.0
13,2023-08-13 13:00:00,2023-08-15 01:14:24,3.0,306.43,2762.0,5640.0,8139.0,0.0,54.0,226.0,0.0,43.0
14,2023-08-13 14:00:00,2023-08-15 01:14:24,3.0,314.26,2973.0,6432.0,8142.0,0.0,151.0,537.0,0.0,40.0
15,2023-08-13 15:00:00,2023-08-15 01:14:24,3.0,331.84,3644.0,7056.0,8126.0,0.0,436.0,616.0,0.0,41.0
16,2023-08-13 16:00:00,2023-08-15 01:14:24,3.0,339.3,3729.0,7918.0,8142.0,0.0,1024.0,660.0,0.0,544.0
17,2023-08-13 17:00:00,2023-08-15 01:14:24,3.0,328.91,3737.0,8691.0,8124.0,0.0,2259.0,609.0,0.0,542.0
18,2023-08-13 18:00:00,2023-08-15 01:14:24,3.0,322.85,3733.0,9246.0,8110.0,0.0,3150.0,509.0,0.0,537.0
19,2023-08-13 19:00:00,2023-08-15 01:14:24,3.0,321.54,3685.0,9232.0,8092.0,0.0,3591.0,504.0,0.0,847.0
20,2023-08-13 20:00:00,2023-08-15 01:14:24,3.0,320.24,3673.0,9260.0,8092.0,0.0,4141.0,488.0,0.0,1179.0
21,2023-08-13 21:00:00,2023-08-15 01:14:24,3.0,319.59,3675.0,9001.0,8085.0,0.0,4298.0,326.0,0.0,1246.0
22,2023-08-13 22:00:00,2023-08-15 01:14:24,3.0,318.06,3614.0,8713.0,8074.0,0.0,4352.0,136.0,0.0,1246.0
23,2023-08-13 23:00:00,2023-08-15 01:14:24,3.0,306.07,3291.0,7995.0,8073.0,0.0,4384.0,158.0,0.0,1244.0
