Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
37512,2023-04-13 00:00:00,2024-07-17 00:00:00,3.1,414.61,652.0,133.0
37513,2023-04-13 01:00:00,2024-07-17 00:00:00,3.1,456.62,703.0,57.0
37514,2023-04-13 02:00:00,2024-07-17 00:00:00,3.1,486.83,697.0,5.0
37515,2023-04-13 03:00:00,2024-07-17 00:00:00,3.1,490.0,702.0,0.0
37516,2023-04-13 04:00:00,2024-07-17 00:00:00,3.1,490.0,712.0,0.0
37517,2023-04-13 05:00:00,2024-07-17 00:00:00,3.1,490.0,712.0,0.0
37518,2023-04-13 06:00:00,2024-07-17 00:00:00,3.1,490.0,724.0,0.0
37519,2023-04-13 07:00:00,2024-07-17 00:00:00,3.1,490.0,709.0,0.0
37520,2023-04-13 08:00:00,2024-07-17 00:00:00,3.1,490.0,642.0,0.0
37521,2023-04-13 09:00:00,2024-07-17 00:00:00,3.1,490.0,645.0,0.0
37522,2023-04-13 10:00:00,2024-07-17 00:00:00,3.1,490.0,654.0,0.0
37523,2023-04-13 11:00:00,2024-07-17 00:00:00,3.1,490.0,649.0,0.0
37524,2023-04-13 12:00:00,2024-07-17 00:00:00,3.1,490.0,668.0,0.0
37525,2023-04-13 13:00:00,2024-07-17 00:00:00,3.1,490.0,680.0,0.0
37526,2023-04-13 14:00:00,2024-07-17 00:00:00,3.1,481.19,693.0,14.0
37527,2023-04-13 15:00:00,2024-07-17 00:00:00,3.1,459.83,660.0,48.0
37528,2023-04-13 16:00:00,2024-07-17 00:00:00,3.1,424.89,671.0,115.0
37529,2023-04-13 17:00:00,2024-07-17 00:00:00,3.1,409.53,598.0,132.0
37530,2023-04-13 18:00:00,2024-07-17 00:00:00,3.1,397.4,529.0,139.0
37531,2023-04-13 19:00:00,2024-07-17 00:00:00,3.1,392.35,498.0,140.0
37532,2023-04-13 20:00:00,2024-07-17 00:00:00,3.1,390.74,512.0,147.0
37533,2023-04-13 21:00:00,2024-07-17 00:00:00,3.1,394.13,539.0,148.0
37534,2023-04-13 22:00:00,2024-07-17 00:00:00,3.1,388.86,493.0,145.0
37535,2023-04-13 23:00:00,2024-07-17 00:00:00,3.1,398.87,532.0,137.0
