Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
43440,2023-12-16 00:00:00,2024-07-17 00:00:00,3.1,452.37,801.0,74.0
43441,2023-12-16 01:00:00,2024-07-17 00:00:00,3.1,465.31,834.0,49.0
43442,2023-12-16 02:00:00,2024-07-17 00:00:00,3.1,466.12,829.0,47.0
43443,2023-12-16 03:00:00,2024-07-17 00:00:00,3.1,472.59,835.0,34.0
43444,2023-12-16 04:00:00,2024-07-17 00:00:00,3.1,490.0,934.0,0.0
43445,2023-12-16 05:00:00,2024-07-17 00:00:00,3.1,490.0,943.0,0.0
43446,2023-12-16 06:00:00,2024-07-17 00:00:00,3.1,490.0,947.0,0.0
43447,2023-12-16 07:00:00,2024-07-17 00:00:00,3.1,490.0,835.0,0.0
43448,2023-12-16 08:00:00,2024-07-17 00:00:00,3.1,490.0,818.0,0.0
43449,2023-12-16 09:00:00,2024-07-17 00:00:00,3.1,490.0,830.0,0.0
43450,2023-12-16 10:00:00,2024-07-17 00:00:00,3.1,490.0,830.0,0.0
43451,2023-12-16 11:00:00,2024-07-17 00:00:00,3.1,490.0,842.0,0.0
43452,2023-12-16 12:00:00,2024-07-17 00:00:00,3.1,490.0,855.0,0.0
43453,2023-12-16 13:00:00,2024-07-17 00:00:00,3.1,490.0,907.0,0.0
43454,2023-12-16 14:00:00,2024-07-17 00:00:00,3.1,490.0,823.0,0.0
43455,2023-12-16 15:00:00,2024-07-17 00:00:00,3.1,468.9,683.0,34.0
43456,2023-12-16 16:00:00,2024-07-17 00:00:00,3.1,427.49,667.0,109.0
43457,2023-12-16 17:00:00,2024-07-17 00:00:00,3.1,390.73,599.0,172.0
43458,2023-12-16 18:00:00,2024-07-17 00:00:00,3.1,389.71,574.0,167.0
43459,2023-12-16 19:00:00,2024-07-17 00:00:00,3.1,389.12,556.0,163.0
43460,2023-12-16 20:00:00,2024-07-17 00:00:00,3.1,404.5,555.0,132.0
43461,2023-12-16 21:00:00,2024-07-17 00:00:00,3.1,402.01,568.0,140.0
43462,2023-12-16 22:00:00,2024-07-17 00:00:00,3.1,405.92,558.0,130.0
43463,2023-12-16 23:00:00,2024-07-17 00:00:00,3.1,408.15,457.0,103.0
