UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2023-08-11 00:00:00,2023-08-13 18:27:37,3.0,752.0,2321.0,981.0,236.0,139.0,0.0
2023-08-11 01:00:00,2023-08-13 18:27:37,3.0,757.0,2330.0,983.0,183.0,1.0,0.0
2023-08-11 02:00:00,2023-08-13 18:27:37,3.0,711.0,2219.0,983.0,105.0,0.0,0.0
2023-08-11 03:00:00,2023-08-13 18:27:37,3.0,497.0,2223.0,982.0,20.0,0.0,0.0
2023-08-11 04:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 05:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 06:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 07:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 08:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 09:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 10:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 11:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 12:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 13:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 14:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 15:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 16:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 17:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 18:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 19:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 20:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 21:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 22:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
2023-08-11 23:00:00,2023-08-13 18:27:37,3.0,435.0,2036.0,983.0,20.0,0.0,0.0
