,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-28 00:00:00,2023-08-30 02:35:36,3.0,400.92,555.0,2400.0,980.0,158.0,16.0,0.0
1,2023-08-28 01:00:00,2023-08-30 02:35:36,3.0,402.52,557.0,2400.0,979.0,159.0,0.0,0.0
2,2023-08-28 02:00:00,2023-08-30 02:35:36,3.0,409.45,554.0,2232.0,980.0,46.0,0.0,0.0
3,2023-08-28 03:00:00,2023-08-30 02:35:36,3.0,393.44,412.0,2120.0,980.0,18.0,0.0,0.0
4,2023-08-28 04:00:00,2023-08-30 02:35:36,3.0,371.83,264.0,2048.0,983.0,19.0,0.0,0.0
5,2023-08-28 05:00:00,2023-08-30 02:35:36,3.0,363.96,243.0,1906.0,980.0,18.0,0.0,0.0
6,2023-08-28 06:00:00,2023-08-30 02:35:36,3.0,363.43,248.0,1872.0,980.0,17.0,0.0,0.0
7,2023-08-28 07:00:00,2023-08-30 02:35:36,3.0,363.0,240.0,1893.0,981.0,17.0,0.0,0.0
8,2023-08-28 08:00:00,2023-08-30 02:35:36,3.0,362.16,242.0,1860.0,981.0,15.0,0.0,0.0
9,2023-08-28 09:00:00,2023-08-30 02:35:36,3.0,361.31,246.0,1828.0,981.0,16.0,0.0,0.0
10,2023-08-28 10:00:00,2023-08-30 02:35:36,3.0,361.11,248.0,1816.0,982.0,15.0,0.0,0.0
11,2023-08-28 11:00:00,2023-08-30 02:35:36,3.0,362.76,247.0,1865.0,984.0,15.0,0.0,0.0
12,2023-08-28 12:00:00,2023-08-30 02:35:36,3.0,357.68,250.0,1852.0,981.0,13.0,55.0,0.0
13,2023-08-28 13:00:00,2023-08-30 02:35:36,3.0,336.65,247.0,1757.0,983.0,13.0,225.0,0.0
14,2023-08-28 14:00:00,2023-08-30 02:35:36,3.0,318.56,251.0,1738.0,979.0,15.0,436.0,0.0
15,2023-08-28 15:00:00,2023-08-30 02:35:36,3.0,299.77,249.0,1745.0,982.0,15.0,686.0,0.0
16,2023-08-28 16:00:00,2023-08-30 02:35:36,3.0,309.12,248.0,1946.0,980.0,12.0,697.0,0.0
17,2023-08-28 17:00:00,2023-08-30 02:35:36,3.0,326.84,311.0,2141.0,979.0,14.0,675.0,0.0
18,2023-08-28 18:00:00,2023-08-30 02:35:36,3.0,331.2,342.0,2244.0,981.0,70.0,660.0,0.0
19,2023-08-28 19:00:00,2023-08-30 02:35:36,3.0,330.35,346.0,2348.0,977.0,88.0,723.0,0.0
20,2023-08-28 20:00:00,2023-08-30 02:35:36,3.0,333.99,389.0,2366.0,979.0,133.0,698.0,0.0
21,2023-08-28 21:00:00,2023-08-30 02:35:36,3.0,343.33,522.0,2283.0,980.0,156.0,701.0,0.0
22,2023-08-28 22:00:00,2023-08-30 02:35:36,3.0,353.09,552.0,2339.0,980.0,161.0,619.0,0.0
23,2023-08-28 23:00:00,2023-08-30 02:35:36,3.0,371.31,557.0,2415.0,980.0,220.0,331.0,0.0
