UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-01-15 00:00:00,669.0,506.0,0.0,56.0,0.0,913.0
2023-01-15 01:00:00,674.0,447.0,0.0,37.0,0.0,1074.0
2023-01-15 02:00:00,633.0,452.0,0.0,37.0,0.0,1132.0
2023-01-15 03:00:00,619.0,454.0,0.0,53.0,0.0,1295.0
2023-01-15 04:00:00,621.0,442.0,0.0,106.0,0.0,1431.0
2023-01-15 05:00:00,602.0,438.0,0.0,158.0,1.0,1372.0
2023-01-15 06:00:00,576.0,435.0,0.0,118.0,201.0,1299.0
2023-01-15 07:00:00,567.0,430.0,0.0,102.0,862.0,1275.0
2023-01-15 08:00:00,570.0,432.0,0.0,72.0,1537.0,1208.0
2023-01-15 09:00:00,577.0,441.0,0.0,73.0,2038.0,1036.0
2023-01-15 10:00:00,583.0,438.0,0.0,63.0,2165.0,914.0
2023-01-15 11:00:00,591.0,534.0,0.0,66.0,2141.0,845.0
2023-01-15 12:00:00,584.0,568.0,0.0,29.0,1834.0,747.0
2023-01-15 13:00:00,588.0,914.0,0.0,9.0,1281.0,772.0
2023-01-15 14:00:00,601.0,1416.0,0.0,56.0,494.0,751.0
2023-01-15 15:00:00,646.0,1865.0,0.0,177.0,27.0,689.0
2023-01-15 16:00:00,672.0,2357.0,0.0,363.0,0.0,544.0
2023-01-15 17:00:00,690.0,2303.0,0.0,495.0,0.0,457.0
2023-01-15 18:00:00,674.0,2414.0,0.0,455.0,0.0,356.0
2023-01-15 19:00:00,676.0,2368.0,0.0,280.0,0.0,297.0
2023-01-15 20:00:00,675.0,2264.0,0.0,216.0,0.0,235.0
2023-01-15 21:00:00,687.0,1987.0,0.0,153.0,0.0,205.0
2023-01-15 22:00:00,690.0,1489.0,0.0,99.0,0.0,176.0
2023-01-15 23:00:00,686.0,1255.0,0.0,0.0,0.0,196.0
