UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-11-14 00:00:00,228.0,964.0,0.0,27.0,0.0,716.0
2023-11-14 01:00:00,230.0,837.0,0.0,28.0,0.0,684.0
2023-11-14 02:00:00,230.0,852.0,0.0,25.0,0.0,644.0
2023-11-14 03:00:00,229.0,930.0,0.0,40.0,1.0,593.0
2023-11-14 04:00:00,245.0,1623.0,0.0,219.0,0.0,541.0
2023-11-14 05:00:00,284.0,1967.0,0.0,523.0,173.0,489.0
2023-11-14 06:00:00,265.0,1547.0,0.0,573.0,1197.0,419.0
2023-11-14 07:00:00,236.0,1086.0,0.0,333.0,2325.0,392.0
2023-11-14 08:00:00,223.0,921.0,0.0,179.0,3133.0,420.0
2023-11-14 09:00:00,225.0,874.0,0.0,194.0,3497.0,484.0
2023-11-14 10:00:00,224.0,899.0,0.0,192.0,3531.0,609.0
2023-11-14 11:00:00,232.0,1048.0,0.0,113.0,3249.0,691.0
2023-11-14 12:00:00,225.0,1178.0,0.0,72.0,2624.0,737.0
2023-11-14 13:00:00,227.0,1343.0,0.0,159.0,1584.0,856.0
2023-11-14 14:00:00,235.0,1950.0,0.0,337.0,445.0,945.0
2023-11-14 15:00:00,251.0,2386.0,0.0,483.0,10.0,1071.0
2023-11-14 16:00:00,255.0,2259.0,0.0,560.0,2.0,1112.0
2023-11-14 17:00:00,246.0,2100.0,0.0,665.0,0.0,1083.0
2023-11-14 18:00:00,243.0,2082.0,0.0,731.0,0.0,1026.0
2023-11-14 19:00:00,253.0,2158.0,0.0,760.0,0.0,933.0
2023-11-14 20:00:00,249.0,1711.0,0.0,647.0,0.0,990.0
2023-11-14 21:00:00,224.0,1336.0,0.0,185.0,0.0,1084.0
2023-11-14 22:00:00,226.0,1233.0,0.0,96.0,0.0,945.0
2023-11-14 23:00:00,226.0,913.0,0.0,26.0,0.0,942.0
