Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
38544,2023-05-26 00:00:00,2024-07-17 00:00:00,3.1,203.16,43.0,24.0,0.0,62.0,89.0,3.0
38545,2023-05-26 01:00:00,2024-07-17 00:00:00,3.1,234.05,43.0,24.0,4.0,28.0,89.0,3.0
38546,2023-05-26 02:00:00,2024-07-17 00:00:00,3.1,236.19,43.0,24.0,16.0,16.0,89.0,3.0
38547,2023-05-26 03:00:00,2024-07-17 00:00:00,3.1,207.5,43.0,24.0,52.0,14.0,88.0,3.0
38548,2023-05-26 04:00:00,2024-07-17 00:00:00,3.1,194.99,43.0,48.0,47.0,11.0,88.0,3.0
38549,2023-05-26 05:00:00,2024-07-17 00:00:00,3.1,157.72,43.0,47.0,123.0,14.0,87.0,3.0
38550,2023-05-26 06:00:00,2024-07-17 00:00:00,3.1,136.12,44.0,25.0,215.0,25.0,88.0,3.0
38551,2023-05-26 07:00:00,2024-07-17 00:00:00,3.1,107.43,43.0,25.0,361.0,43.0,86.0,3.0
38552,2023-05-26 08:00:00,2024-07-17 00:00:00,3.1,92.43,44.0,24.0,463.0,96.0,88.0,3.0
38553,2023-05-26 09:00:00,2024-07-17 00:00:00,3.1,84.22,44.0,24.0,464.0,176.0,88.0,3.0
38554,2023-05-26 10:00:00,2024-07-17 00:00:00,3.1,76.7,44.0,25.0,444.0,274.0,87.0,3.0
38555,2023-05-26 11:00:00,2024-07-17 00:00:00,3.1,70.24,44.0,25.0,408.0,385.0,87.0,3.0
38556,2023-05-26 12:00:00,2024-07-17 00:00:00,3.1,68.7,44.0,25.0,377.0,423.0,87.0,3.0
38557,2023-05-26 13:00:00,2024-07-17 00:00:00,3.1,69.05,44.0,25.0,329.0,440.0,88.0,3.0
38558,2023-05-26 14:00:00,2024-07-17 00:00:00,3.1,68.34,44.0,25.0,284.0,467.0,87.0,3.0
38559,2023-05-26 15:00:00,2024-07-17 00:00:00,3.1,69.59,44.0,25.0,233.0,469.0,87.0,3.0
38560,2023-05-26 16:00:00,2024-07-17 00:00:00,3.1,73.08,44.0,24.0,143.0,462.0,87.0,3.0
38561,2023-05-26 17:00:00,2024-07-17 00:00:00,3.1,85.73,44.0,25.0,11.0,404.0,87.0,3.0
38562,2023-05-26 18:00:00,2024-07-17 00:00:00,3.1,89.49,44.0,24.0,1.0,383.0,87.0,3.0
38563,2023-05-26 19:00:00,2024-07-17 00:00:00,3.1,90.15,43.0,24.0,0.0,374.0,87.0,3.0
38564,2023-05-26 20:00:00,2024-07-17 00:00:00,3.1,88.29,39.0,24.0,0.0,366.0,87.0,3.0
38565,2023-05-26 21:00:00,2024-07-17 00:00:00,3.1,83.62,35.0,24.0,0.0,377.0,87.0,3.0
38566,2023-05-26 22:00:00,2024-07-17 00:00:00,3.1,86.47,35.0,24.0,0.0,359.0,88.0,3.0
38567,2023-05-26 23:00:00,2024-07-17 00:00:00,3.1,97.52,35.0,24.0,0.0,294.0,88.0,3.0
