Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
42912,2023-11-24 00:00:00,2024-07-17 00:00:00,3.1,33.18,43.0,25.0,0.0,601.0,88.0,17.0
42913,2023-11-24 01:00:00,2024-07-17 00:00:00,3.1,30.83,43.0,25.0,0.0,667.0,81.0,17.0
42914,2023-11-24 02:00:00,2024-07-17 00:00:00,3.1,32.66,43.0,25.0,0.0,636.0,82.0,18.0
42915,2023-11-24 03:00:00,2024-07-17 00:00:00,3.1,33.16,43.0,25.0,0.0,625.0,81.0,18.0
42916,2023-11-24 04:00:00,2024-07-17 00:00:00,3.1,33.88,43.0,25.0,0.0,601.0,88.0,18.0
42917,2023-11-24 05:00:00,2024-07-17 00:00:00,3.1,32.49,44.0,25.0,0.0,629.0,87.0,17.0
42918,2023-11-24 06:00:00,2024-07-17 00:00:00,3.1,30.86,44.0,26.0,0.0,635.0,87.0,15.0
42919,2023-11-24 07:00:00,2024-07-17 00:00:00,3.1,30.05,44.0,25.0,76.0,600.0,87.0,16.0
42920,2023-11-24 08:00:00,2024-07-17 00:00:00,3.1,29.46,44.0,25.0,100.0,593.0,87.0,16.0
42921,2023-11-24 09:00:00,2024-07-17 00:00:00,3.1,31.43,44.0,26.0,117.0,538.0,87.0,17.0
42922,2023-11-24 10:00:00,2024-07-17 00:00:00,3.1,33.62,44.0,26.0,86.0,515.0,87.0,17.0
42923,2023-11-24 11:00:00,2024-07-17 00:00:00,3.1,35.17,43.0,26.0,66.0,523.0,86.0,19.0
42924,2023-11-24 12:00:00,2024-07-17 00:00:00,3.1,46.13,43.0,42.0,55.0,419.0,84.0,26.0
42925,2023-11-24 13:00:00,2024-07-17 00:00:00,3.1,49.42,43.0,25.0,85.0,404.0,84.0,30.0
42926,2023-11-24 14:00:00,2024-07-17 00:00:00,3.1,65.33,43.0,34.0,1.0,338.0,85.0,33.0
42927,2023-11-24 15:00:00,2024-07-17 00:00:00,3.1,62.51,44.0,60.0,0.0,342.0,85.0,33.0
42928,2023-11-24 16:00:00,2024-07-17 00:00:00,3.1,65.69,43.0,25.0,0.0,282.0,86.0,25.0
42929,2023-11-24 17:00:00,2024-07-17 00:00:00,3.1,74.63,43.0,33.0,0.0,259.0,86.0,31.0
42930,2023-11-24 18:00:00,2024-07-17 00:00:00,3.1,61.07,43.0,25.0,0.0,257.0,87.0,18.0
42931,2023-11-24 19:00:00,2024-07-17 00:00:00,3.1,60.28,43.0,25.0,0.0,237.0,87.0,15.0
42932,2023-11-24 20:00:00,2024-07-17 00:00:00,3.1,58.98,44.0,26.0,0.0,258.0,88.0,16.0
42933,2023-11-24 21:00:00,2024-07-17 00:00:00,3.1,71.79,44.0,25.0,0.0,225.0,87.0,22.0
42934,2023-11-24 22:00:00,2024-07-17 00:00:00,3.1,74.9,44.0,25.0,0.0,258.0,84.0,29.0
42935,2023-11-24 23:00:00,2024-07-17 00:00:00,3.1,62.07,44.0,25.0,0.0,225.0,84.0,14.0
