Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
42528,2023-11-08 00:00:00,90.61,39.0,25.0,0.0,509.0,86.0,24.0
42529,2023-11-08 01:00:00,98.56,39.0,25.0,0.0,447.0,86.0,24.0
42530,2023-11-08 02:00:00,107.62,41.0,42.0,0.0,382.0,86.0,24.0
42531,2023-11-08 03:00:00,112.02,40.0,25.0,0.0,361.0,85.0,23.0
42532,2023-11-08 04:00:00,115.87,40.0,25.0,0.0,347.0,85.0,24.0
42533,2023-11-08 05:00:00,127.31,42.0,42.0,0.0,286.0,84.0,24.0
42534,2023-11-08 06:00:00,114.62,43.0,94.0,45.0,312.0,84.0,31.0
42535,2023-11-08 07:00:00,128.76,43.0,97.0,61.0,287.0,83.0,44.0
42536,2023-11-08 08:00:00,158.41,43.0,97.0,62.0,214.0,83.0,58.0
42537,2023-11-08 09:00:00,183.3,41.0,68.0,72.0,239.0,84.0,88.0
42538,2023-11-08 10:00:00,195.69,39.0,27.0,79.0,264.0,84.0,101.0
42539,2023-11-08 11:00:00,189.22,40.0,60.0,78.0,246.0,84.0,97.0
42540,2023-11-08 12:00:00,194.18,41.0,90.0,60.0,218.0,84.0,97.0
42541,2023-11-08 13:00:00,136.29,40.0,50.0,50.0,261.0,84.0,37.0
42542,2023-11-08 14:00:00,143.94,40.0,73.0,18.0,280.0,84.0,48.0
42543,2023-11-08 15:00:00,149.19,40.0,25.0,0.0,276.0,83.0,38.0
42544,2023-11-08 16:00:00,146.67,42.0,40.0,0.0,293.0,84.0,42.0
42545,2023-11-08 17:00:00,118.09,40.0,25.0,0.0,346.0,84.0,26.0
42546,2023-11-08 18:00:00,102.96,41.0,25.0,0.0,397.0,84.0,20.0
42547,2023-11-08 19:00:00,96.82,41.0,25.0,0.0,411.0,85.0,16.0
42548,2023-11-08 20:00:00,94.47,40.0,25.0,0.0,408.0,85.0,14.0
42549,2023-11-08 21:00:00,101.7,40.0,25.0,0.0,369.0,85.0,15.0
42550,2023-11-08 22:00:00,112.01,41.0,39.0,0.0,341.0,85.0,21.0
42551,2023-11-08 23:00:00,115.98,42.0,42.0,0.0,322.0,85.0,21.0
