Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
40416,2023-08-12 00:00:00,2024-07-17 00:00:00,3.1,157.3,45.0,23.0,0.0,73.0,87.0,46.0
40417,2023-08-12 01:00:00,2024-07-17 00:00:00,3.1,158.46,45.0,23.0,0.0,70.0,88.0,46.0
40418,2023-08-12 02:00:00,2024-07-17 00:00:00,3.1,167.42,45.0,26.0,6.0,44.0,88.0,45.0
40419,2023-08-12 03:00:00,2024-07-17 00:00:00,3.1,158.75,45.0,25.0,18.0,40.0,87.0,42.0
40420,2023-08-12 04:00:00,2024-07-17 00:00:00,3.1,132.52,43.0,25.0,93.0,29.0,87.0,47.0
40421,2023-08-12 05:00:00,2024-07-17 00:00:00,3.1,83.62,16.0,26.0,205.0,12.0,88.0,47.0
40422,2023-08-12 06:00:00,2024-07-17 00:00:00,3.1,62.01,9.0,23.0,301.0,5.0,88.0,45.0
40423,2023-08-12 07:00:00,2024-07-17 00:00:00,3.1,57.18,9.0,23.0,380.0,11.0,88.0,50.0
40424,2023-08-12 08:00:00,2024-07-17 00:00:00,3.1,50.92,9.0,23.0,443.0,17.0,88.0,50.0
40425,2023-08-12 09:00:00,2024-07-17 00:00:00,3.1,49.74,9.0,23.0,460.0,15.0,88.0,50.0
40426,2023-08-12 10:00:00,2024-07-17 00:00:00,3.1,53.28,10.0,23.0,426.0,12.0,88.0,50.0
40427,2023-08-12 11:00:00,2024-07-17 00:00:00,3.1,50.92,10.0,23.0,444.0,12.0,88.0,49.0
40428,2023-08-12 12:00:00,2024-07-17 00:00:00,3.1,54.01,9.0,23.0,412.0,12.0,88.0,50.0
40429,2023-08-12 13:00:00,2024-07-17 00:00:00,3.1,62.17,9.0,24.0,335.0,10.0,88.0,50.0
40430,2023-08-12 14:00:00,2024-07-17 00:00:00,3.1,71.63,10.0,23.0,275.0,7.0,88.0,50.0
40431,2023-08-12 15:00:00,2024-07-17 00:00:00,3.1,89.26,10.0,23.0,192.0,7.0,87.0,51.0
40432,2023-08-12 16:00:00,2024-07-17 00:00:00,3.1,123.69,10.0,23.0,91.0,5.0,87.0,51.0
40433,2023-08-12 17:00:00,2024-07-17 00:00:00,3.1,173.16,10.0,26.0,20.0,6.0,87.0,55.0
40434,2023-08-12 18:00:00,2024-07-17 00:00:00,3.1,187.93,9.0,26.0,0.0,9.0,87.0,55.0
40435,2023-08-12 19:00:00,2024-07-17 00:00:00,3.1,184.95,9.0,26.0,0.0,12.0,87.0,55.0
40436,2023-08-12 20:00:00,2024-07-17 00:00:00,3.1,167.96,9.0,23.0,0.0,22.0,87.0,50.0
40437,2023-08-12 21:00:00,2024-07-17 00:00:00,3.1,135.36,9.0,26.0,0.0,51.0,88.0,46.0
40438,2023-08-12 22:00:00,2024-07-17 00:00:00,3.1,120.08,9.0,23.0,0.0,83.0,87.0,46.0
40439,2023-08-12 23:00:00,2024-07-17 00:00:00,3.1,102.34,9.0,23.0,0.0,126.0,87.0,46.0
