Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
36216,2023-02-18 00:00:00,2024-07-17 00:00:00,3.1,15.11,20.0,25.0,0.0,654.0,87.0,8.0
36217,2023-02-18 01:00:00,2024-07-17 00:00:00,3.1,15.23,20.0,25.0,0.0,648.0,87.0,8.0
36218,2023-02-18 02:00:00,2024-07-17 00:00:00,3.1,15.02,20.0,36.0,0.0,648.0,87.0,8.0
36219,2023-02-18 03:00:00,2024-07-17 00:00:00,3.1,15.48,20.0,25.0,0.0,635.0,87.0,8.0
36220,2023-02-18 04:00:00,2024-07-17 00:00:00,3.1,16.33,20.0,25.0,0.0,629.0,87.0,9.0
36221,2023-02-18 05:00:00,2024-07-17 00:00:00,3.1,15.78,20.0,25.0,0.0,656.0,87.0,9.0
36222,2023-02-18 06:00:00,2024-07-17 00:00:00,3.1,15.35,20.0,25.0,4.0,674.0,87.0,9.0
36223,2023-02-18 07:00:00,2024-07-17 00:00:00,3.1,14.78,20.0,47.0,11.0,677.0,87.0,9.0
36224,2023-02-18 08:00:00,2024-07-17 00:00:00,3.1,14.78,20.0,47.0,20.0,668.0,87.0,9.0
36225,2023-02-18 09:00:00,2024-07-17 00:00:00,3.1,14.64,20.0,47.0,29.0,667.0,87.0,9.0
36226,2023-02-18 10:00:00,2024-07-17 00:00:00,3.1,14.5,20.0,47.0,35.0,669.0,87.0,9.0
36227,2023-02-18 11:00:00,2024-07-17 00:00:00,3.1,14.55,20.0,47.0,32.0,670.0,86.0,9.0
36228,2023-02-18 12:00:00,2024-07-17 00:00:00,3.1,14.02,20.0,88.0,30.0,664.0,86.0,9.0
36229,2023-02-18 13:00:00,2024-07-17 00:00:00,3.1,14.13,20.0,92.0,22.0,662.0,85.0,9.0
36230,2023-02-18 14:00:00,2024-07-17 00:00:00,3.1,14.42,20.0,88.0,9.0,661.0,85.0,9.0
36231,2023-02-18 15:00:00,2024-07-17 00:00:00,3.1,14.54,20.0,88.0,1.0,662.0,85.0,9.0
36232,2023-02-18 16:00:00,2024-07-17 00:00:00,3.1,14.66,20.0,94.0,0.0,649.0,86.0,9.0
36233,2023-02-18 17:00:00,2024-07-17 00:00:00,3.1,14.9,20.0,95.0,0.0,636.0,84.0,9.0
36234,2023-02-18 18:00:00,2024-07-17 00:00:00,3.1,15.37,20.0,88.0,0.0,616.0,85.0,9.0
36235,2023-02-18 19:00:00,2024-07-17 00:00:00,3.1,15.6,20.0,88.0,0.0,603.0,86.0,9.0
36236,2023-02-18 20:00:00,2024-07-17 00:00:00,3.1,17.69,20.0,25.0,0.0,571.0,86.0,9.0
36237,2023-02-18 21:00:00,2024-07-17 00:00:00,3.1,19.21,21.0,25.0,0.0,532.0,87.0,9.0
36238,2023-02-18 22:00:00,2024-07-17 00:00:00,3.1,19.5,20.0,25.0,0.0,504.0,87.0,9.0
36239,2023-02-18 23:00:00,2024-07-17 00:00:00,3.1,19.68,20.0,25.0,0.0,499.0,86.0,9.0
