UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-07-02 00:00:00,62.0,4715.0,1765.0,0.0,4.0,12299.0,1512.0,10123.0
2023-07-02 01:00:00,65.0,4870.0,1765.0,0.0,4.0,12731.0,1519.0,10398.0
2023-07-02 02:00:00,63.0,5151.0,1768.0,0.0,4.0,12193.0,1526.0,11145.0
2023-07-02 03:00:00,62.0,5072.0,1776.0,0.0,19.0,12862.0,1448.0,11373.0
2023-07-02 04:00:00,61.0,4676.0,1884.0,0.0,121.0,12590.0,1493.0,12186.0
2023-07-02 05:00:00,60.0,4751.0,1884.0,0.0,319.0,12210.0,1470.0,17808.0
2023-07-02 06:00:00,59.0,5018.0,1885.0,0.0,600.0,13716.0,1434.0,26021.0
2023-07-02 07:00:00,67.0,5019.0,1884.0,0.0,743.0,11349.0,1434.0,32178.0
2023-07-02 08:00:00,54.0,4899.0,1884.0,0.0,658.0,10609.0,1412.0,37178.0
2023-07-02 09:00:00,55.0,4901.0,1884.0,0.0,732.0,9949.0,1424.0,41352.0
2023-07-02 10:00:00,62.0,5020.0,1884.0,0.0,945.0,9688.0,1412.0,44367.0
2023-07-02 11:00:00,62.0,4940.0,1884.0,0.0,912.0,9728.0,1430.0,44598.0
2023-07-02 12:00:00,80.0,4878.0,1884.0,0.0,732.0,9639.0,1416.0,43650.0
2023-07-02 13:00:00,72.0,4928.0,1884.0,0.0,615.0,8597.0,1400.0,41895.0
2023-07-02 14:00:00,64.0,4916.0,1887.0,0.0,526.0,9496.0,1396.0,39013.0
2023-07-02 15:00:00,59.0,5012.0,1889.0,0.0,711.0,11142.0,1420.0,33023.0
2023-07-02 16:00:00,57.0,5226.0,1886.0,0.0,522.0,14303.0,1488.0,25900.0
2023-07-02 17:00:00,66.0,5109.0,1884.0,0.0,318.0,17628.0,1546.0,20360.0
2023-07-02 18:00:00,60.0,5725.0,1880.0,0.0,120.0,17212.0,1584.0,16108.0
2023-07-02 19:00:00,61.0,6387.0,1880.0,0.0,23.0,15967.0,1574.0,15081.0
2023-07-02 20:00:00,62.0,7307.0,1880.0,0.0,4.0,14313.0,1576.0,15345.0
2023-07-02 21:00:00,62.0,7314.0,1871.0,0.0,4.0,13912.0,1546.0,14323.0
2023-07-02 22:00:00,62.0,6467.0,1772.0,0.0,4.0,14158.0,1534.0,12357.0
2023-07-02 23:00:00,64.0,4972.0,1772.0,0.0,4.0,14531.0,1507.0,10701.0
