UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-02-05 00:00:00,11496.0,10857.0,1948.0,0.0,4.0,4803.0,1823.0,8982.0
2023-02-05 01:00:00,11159.0,9936.0,1948.0,0.0,4.0,6145.0,1841.0,9403.0
2023-02-05 02:00:00,9876.0,8278.0,1948.0,0.0,4.0,6653.0,1854.0,10041.0
2023-02-05 03:00:00,9072.0,7274.0,1948.0,0.0,4.0,10586.0,1832.0,11196.0
2023-02-05 04:00:00,8958.0,6563.0,1945.0,0.0,4.0,15045.0,1836.0,14262.0
2023-02-05 05:00:00,9344.0,6325.0,1944.0,0.0,4.0,17352.0,1814.0,16869.0
2023-02-05 06:00:00,9509.0,6615.0,1944.0,0.0,4.0,18341.0,1827.0,20225.0
2023-02-05 07:00:00,9576.0,6787.0,1944.0,0.0,14.0,18449.0,1740.0,22319.0
2023-02-05 08:00:00,9326.0,6234.0,1945.0,0.0,85.0,18899.0,1802.0,24303.0
2023-02-05 09:00:00,8272.0,6521.0,1944.0,0.0,236.0,19026.0,1786.0,28107.0
2023-02-05 10:00:00,7263.0,7054.0,1944.0,0.0,524.0,19063.0,1736.0,32498.0
2023-02-05 11:00:00,7260.0,6417.0,1945.0,0.0,477.0,18916.0,1781.0,34705.0
2023-02-05 12:00:00,7243.0,6146.0,1948.0,0.0,528.0,18353.0,1799.0,34046.0
2023-02-05 13:00:00,8885.0,6532.0,1948.0,0.0,460.0,17646.0,1784.0,32264.0
2023-02-05 14:00:00,10034.0,6884.0,1948.0,0.0,389.0,16409.0,1780.0,25469.0
2023-02-05 15:00:00,10969.0,7656.0,1948.0,0.0,141.0,15270.0,1803.0,22491.0
2023-02-05 16:00:00,11190.0,9547.0,1948.0,0.0,13.0,14237.0,1812.0,24310.0
2023-02-05 17:00:00,11275.0,11711.0,1945.0,0.0,4.0,12462.0,1813.0,25022.0
2023-02-05 18:00:00,12113.0,12201.0,1944.0,0.0,4.0,10268.0,1804.0,22851.0
2023-02-05 19:00:00,12231.0,12478.0,1944.0,0.0,4.0,8503.0,1801.0,20209.0
2023-02-05 20:00:00,11654.0,11721.0,1944.0,0.0,4.0,7193.0,1824.0,17618.0
2023-02-05 21:00:00,11062.0,12239.0,1944.0,0.0,4.0,5567.0,1826.0,17335.0
2023-02-05 22:00:00,11304.0,11587.0,1944.0,0.0,4.0,4372.0,1811.0,14515.0
2023-02-05 23:00:00,11351.0,10597.0,1944.0,0.0,4.0,3382.0,1809.0,11649.0
