Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
36264,2023-02-20 00:00:00,2024-07-17 00:00:00,3.1,579.67,2698.0,335.0,560.0,97.0,449.0
36265,2023-02-20 01:00:00,2024-07-17 00:00:00,3.1,601.87,2990.0,476.0,671.0,10.0,348.0
36266,2023-02-20 02:00:00,2024-07-17 00:00:00,3.1,601.66,3124.0,546.0,745.0,0.0,323.0
36267,2023-02-20 03:00:00,2024-07-17 00:00:00,3.1,613.04,3122.0,579.0,746.0,0.0,225.0
36268,2023-02-20 04:00:00,2024-07-17 00:00:00,3.1,618.88,3088.0,578.0,694.0,0.0,220.0
36269,2023-02-20 05:00:00,2024-07-17 00:00:00,3.1,616.79,3085.0,521.0,569.0,0.0,369.0
36270,2023-02-20 06:00:00,2024-07-17 00:00:00,3.1,617.41,3023.0,533.0,515.0,0.0,394.0
36271,2023-02-20 07:00:00,2024-07-17 00:00:00,3.1,622.88,3008.0,462.0,532.0,0.0,348.0
36272,2023-02-20 08:00:00,2024-07-17 00:00:00,3.1,625.26,2901.0,391.0,444.0,0.0,399.0
36273,2023-02-20 09:00:00,2024-07-17 00:00:00,3.1,605.38,2898.0,373.0,502.0,0.0,483.0
36274,2023-02-20 10:00:00,2024-07-17 00:00:00,3.1,589.08,2815.0,372.0,503.0,0.0,569.0
36275,2023-02-20 11:00:00,2024-07-17 00:00:00,3.1,591.4,2791.0,325.0,424.0,0.0,628.0
36276,2023-02-20 12:00:00,2024-07-17 00:00:00,3.1,601.0,2838.0,400.0,445.0,0.0,543.0
36277,2023-02-20 13:00:00,2024-07-17 00:00:00,3.1,608.61,2860.0,475.0,489.0,0.0,439.0
36278,2023-02-20 14:00:00,2024-07-17 00:00:00,3.1,597.61,2918.0,593.0,611.0,0.0,400.0
36279,2023-02-20 15:00:00,2024-07-17 00:00:00,3.1,579.87,2845.0,466.0,647.0,49.0,449.0
36280,2023-02-20 16:00:00,2024-07-17 00:00:00,3.1,573.62,2819.0,352.0,599.0,132.0,473.0
36281,2023-02-20 17:00:00,2024-07-17 00:00:00,3.1,590.59,2816.0,348.0,551.0,143.0,381.0
36282,2023-02-20 18:00:00,2024-07-17 00:00:00,3.1,603.74,2853.0,354.0,516.0,134.0,342.0
36283,2023-02-20 19:00:00,2024-07-17 00:00:00,3.1,613.41,2845.0,349.0,494.0,127.0,301.0
36284,2023-02-20 20:00:00,2024-07-17 00:00:00,3.1,604.77,2830.0,327.0,443.0,134.0,403.0
36285,2023-02-20 21:00:00,2024-07-17 00:00:00,3.1,583.11,2710.0,316.0,436.0,141.0,512.0
36286,2023-02-20 22:00:00,2024-07-17 00:00:00,3.1,537.04,2019.0,313.0,431.0,159.0,489.0
36287,2023-02-20 23:00:00,2024-07-17 00:00:00,3.1,564.52,2618.0,326.0,440.0,166.0,579.0
