Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
40680,2023-08-23 00:00:00,2024-07-17 00:00:00,3.1,441.32,3158.0,634.0,1356.0,138.0,684.0
40681,2023-08-23 01:00:00,2024-07-17 00:00:00,3.1,434.85,3030.0,614.0,1344.0,69.0,761.0
40682,2023-08-23 02:00:00,2024-07-17 00:00:00,3.1,432.14,2963.0,584.0,1343.0,5.0,816.0
40683,2023-08-23 03:00:00,2024-07-17 00:00:00,3.1,420.29,2847.0,545.0,1332.0,0.0,904.0
40684,2023-08-23 04:00:00,2024-07-17 00:00:00,3.1,407.51,2635.0,339.0,1302.0,0.0,946.0
40685,2023-08-23 05:00:00,2024-07-17 00:00:00,3.1,405.21,2482.0,313.0,1197.0,0.0,949.0
40686,2023-08-23 06:00:00,2024-07-17 00:00:00,3.1,420.9,2447.0,318.0,995.0,0.0,938.0
40687,2023-08-23 07:00:00,2024-07-17 00:00:00,3.1,418.07,2268.0,304.0,883.0,0.0,937.0
40688,2023-08-23 08:00:00,2024-07-17 00:00:00,3.1,415.76,2150.0,301.0,808.0,0.0,939.0
40689,2023-08-23 09:00:00,2024-07-17 00:00:00,3.1,424.23,2203.0,302.0,792.0,0.0,913.0
40690,2023-08-23 10:00:00,2024-07-17 00:00:00,3.1,442.2,2264.0,307.0,789.0,0.0,788.0
40691,2023-08-23 11:00:00,2024-07-17 00:00:00,3.1,449.98,2299.0,309.0,796.0,0.0,733.0
40692,2023-08-23 12:00:00,2024-07-17 00:00:00,3.1,463.37,2367.0,329.0,755.0,0.0,694.0
40693,2023-08-23 13:00:00,2024-07-17 00:00:00,3.1,460.11,2331.0,354.0,805.0,8.0,637.0
40694,2023-08-23 14:00:00,2024-07-17 00:00:00,3.1,444.74,2136.0,328.0,798.0,83.0,578.0
40695,2023-08-23 15:00:00,2024-07-17 00:00:00,3.1,431.15,2100.0,365.0,920.0,191.0,439.0
40696,2023-08-23 16:00:00,2024-07-17 00:00:00,3.1,414.31,2133.0,343.0,1079.0,242.0,422.0
40697,2023-08-23 17:00:00,2024-07-17 00:00:00,3.1,420.22,2201.0,416.0,1079.0,248.0,403.0
40698,2023-08-23 18:00:00,2024-07-17 00:00:00,3.1,434.54,2400.0,542.0,1096.0,230.0,391.0
40699,2023-08-23 19:00:00,2024-07-17 00:00:00,3.1,435.09,2385.0,575.0,1107.0,236.0,352.0
40700,2023-08-23 20:00:00,2024-07-17 00:00:00,3.1,442.51,2557.0,687.0,1105.0,248.0,369.0
40701,2023-08-23 21:00:00,2024-07-17 00:00:00,3.1,455.33,2926.0,762.0,1267.0,236.0,312.0
40702,2023-08-23 22:00:00,2024-07-17 00:00:00,3.1,456.21,3093.0,808.0,1320.0,222.0,365.0
40703,2023-08-23 23:00:00,2024-07-17 00:00:00,3.1,455.97,3074.0,762.0,1350.0,202.0,354.0
