UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-05-17 00:00:00,218.0,1183.0,0.0,6.0,0.0,778.0
2023-05-17 01:00:00,218.0,1162.0,0.0,6.0,0.0,713.0
2023-05-17 02:00:00,215.0,1396.0,0.0,6.0,0.0,595.0
2023-05-17 03:00:00,225.0,1547.0,0.0,62.0,46.0,581.0
2023-05-17 04:00:00,230.0,1724.0,0.0,152.0,474.0,555.0
2023-05-17 05:00:00,236.0,1922.0,0.0,312.0,1435.0,426.0
2023-05-17 06:00:00,230.0,1971.0,0.0,353.0,2504.0,409.0
2023-05-17 07:00:00,211.0,1938.0,0.0,257.0,3282.0,386.0
2023-05-17 08:00:00,205.0,1734.0,0.0,112.0,3594.0,437.0
2023-05-17 09:00:00,206.0,1512.0,0.0,75.0,4025.0,524.0
2023-05-17 10:00:00,208.0,1376.0,0.0,49.0,4073.0,625.0
2023-05-17 11:00:00,207.0,1445.0,0.0,61.0,3668.0,759.0
2023-05-17 12:00:00,210.0,1371.0,0.0,74.0,2971.0,966.0
2023-05-17 13:00:00,208.0,1146.0,0.0,72.0,2608.0,1255.0
2023-05-17 14:00:00,207.0,1265.0,0.0,81.0,1920.0,1338.0
2023-05-17 15:00:00,207.0,1489.0,0.0,170.0,1073.0,1240.0
2023-05-17 16:00:00,209.0,1765.0,0.0,287.0,365.0,1168.0
2023-05-17 17:00:00,209.0,1641.0,0.0,286.0,29.0,1285.0
2023-05-17 18:00:00,206.0,1713.0,0.0,321.0,0.0,1372.0
2023-05-17 19:00:00,207.0,1664.0,0.0,275.0,0.0,1251.0
2023-05-17 20:00:00,202.0,1441.0,0.0,73.0,0.0,1196.0
2023-05-17 21:00:00,206.0,1389.0,0.0,61.0,0.0,1022.0
2023-05-17 22:00:00,222.0,1527.0,0.0,61.0,0.0,881.0
2023-05-17 23:00:00,222.0,1116.0,0.0,61.0,0.0,896.0
