Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
36744,2023-03-12 00:00:00,274.69,216.0,883.0,0.0,7.0,0.0,681.0
36745,2023-03-12 01:00:00,273.11,215.0,904.0,0.0,7.0,0.0,697.0
36746,2023-03-12 02:00:00,266.67,214.0,888.0,0.0,7.0,0.0,733.0
36747,2023-03-12 03:00:00,270.65,216.0,952.0,0.0,8.0,0.0,732.0
36748,2023-03-12 04:00:00,261.35,213.0,930.0,0.0,50.0,3.0,740.0
36749,2023-03-12 05:00:00,207.16,213.0,834.0,0.0,158.0,307.0,759.0
36750,2023-03-12 06:00:00,156.58,215.0,847.0,0.0,207.0,940.0,836.0
36751,2023-03-12 07:00:00,129.17,212.0,866.0,0.0,134.0,1614.0,902.0
36752,2023-03-12 08:00:00,91.24,211.0,606.0,0.0,73.0,2315.0,1010.0
36753,2023-03-12 09:00:00,78.48,195.0,614.0,0.0,61.0,2617.0,1296.0
36754,2023-03-12 10:00:00,74.31,178.0,652.0,0.0,129.0,2552.0,1556.0
36755,2023-03-12 11:00:00,86.01,224.0,751.0,0.0,200.0,2491.0,1544.0
36756,2023-03-12 12:00:00,84.35,236.0,600.0,0.0,43.0,2340.0,1539.0
36757,2023-03-12 13:00:00,100.3,269.0,637.0,0.0,28.0,1846.0,1608.0
36758,2023-03-12 14:00:00,105.31,287.0,617.0,0.0,58.0,1310.0,1967.0
36759,2023-03-12 15:00:00,164.08,328.0,1007.0,0.0,100.0,548.0,1807.0
36760,2023-03-12 16:00:00,203.29,338.0,1443.0,0.0,230.0,35.0,1844.0
36761,2023-03-12 17:00:00,196.28,374.0,1402.0,0.0,458.0,0.0,1857.0
36762,2023-03-12 18:00:00,195.79,422.0,1335.0,0.0,499.0,0.0,1905.0
36763,2023-03-12 19:00:00,188.71,423.0,1107.0,0.0,424.0,0.0,1920.0
36764,2023-03-12 20:00:00,196.1,419.0,1077.0,0.0,111.0,0.0,2049.0
36765,2023-03-12 21:00:00,179.74,405.0,933.0,0.0,44.0,0.0,2251.0
36766,2023-03-12 22:00:00,169.67,404.0,832.0,0.0,43.0,0.0,2345.0
36767,2023-03-12 23:00:00,156.66,391.0,636.0,0.0,28.0,0.0,2344.0
