Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
38568,2023-05-27 00:00:00,146.64,202.0,417.0,0.0,6.0,0.0,2053.0
38569,2023-05-27 01:00:00,185.27,200.0,481.0,0.0,6.0,0.0,1564.0
38570,2023-05-27 02:00:00,184.92,220.0,487.0,0.0,6.0,0.0,1652.0
38571,2023-05-27 03:00:00,169.09,218.0,477.0,0.0,10.0,39.0,1826.0
38572,2023-05-27 04:00:00,156.15,201.0,459.0,0.0,38.0,331.0,1687.0
38573,2023-05-27 05:00:00,134.39,203.0,486.0,0.0,57.0,869.0,1848.0
38574,2023-05-27 06:00:00,111.59,206.0,418.0,0.0,56.0,1427.0,2030.0
38575,2023-05-27 07:00:00,109.03,202.0,423.0,0.0,69.0,1911.0,1801.0
38576,2023-05-27 08:00:00,109.85,201.0,433.0,0.0,74.0,2213.0,1593.0
38577,2023-05-27 09:00:00,111.0,202.0,423.0,0.0,68.0,2403.0,1390.0
38578,2023-05-27 10:00:00,116.43,202.0,420.0,0.0,66.0,2359.0,1180.0
38579,2023-05-27 11:00:00,120.9,202.0,416.0,0.0,58.0,2263.0,1068.0
38580,2023-05-27 12:00:00,129.91,201.0,439.0,0.0,48.0,1990.0,1032.0
38581,2023-05-27 13:00:00,142.84,200.0,422.0,0.0,23.0,1610.0,923.0
38582,2023-05-27 14:00:00,157.76,201.0,464.0,0.0,66.0,1186.0,986.0
38583,2023-05-27 15:00:00,144.66,197.0,446.0,0.0,69.0,690.0,1571.0
38584,2023-05-27 16:00:00,165.37,210.0,566.0,0.0,236.0,260.0,1662.0
38585,2023-05-27 17:00:00,198.12,267.0,859.0,0.0,413.0,33.0,1816.0
38586,2023-05-27 18:00:00,206.6,239.0,1138.0,0.0,416.0,0.0,2010.0
38587,2023-05-27 19:00:00,180.56,190.0,971.0,0.0,411.0,0.0,2109.0
38588,2023-05-27 20:00:00,180.16,197.0,942.0,0.0,331.0,0.0,2165.0
38589,2023-05-27 21:00:00,173.59,201.0,707.0,0.0,25.0,0.0,2152.0
38590,2023-05-27 22:00:00,181.93,202.0,706.0,0.0,6.0,0.0,2021.0
38591,2023-05-27 23:00:00,142.92,200.0,366.0,0.0,6.0,0.0,1984.0
