Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
43464,2023-12-17 00:00:00,167.75,661.0,415.0,0.0,4.0,0.0,2830.0
43465,2023-12-17 01:00:00,166.33,656.0,408.0,0.0,4.0,0.0,2837.0
43466,2023-12-17 02:00:00,165.59,657.0,412.0,0.0,4.0,0.0,2863.0
43467,2023-12-17 03:00:00,165.88,659.0,398.0,0.0,6.0,0.0,2844.0
43468,2023-12-17 04:00:00,158.72,661.0,441.0,0.0,246.0,0.0,2845.0
43469,2023-12-17 05:00:00,150.33,666.0,451.0,0.0,570.0,5.0,2785.0
43470,2023-12-17 06:00:00,139.14,723.0,417.0,0.0,837.0,340.0,2741.0
43471,2023-12-17 07:00:00,124.89,725.0,505.0,0.0,692.0,1256.0,2730.0
43472,2023-12-17 08:00:00,128.04,727.0,907.0,0.0,518.0,2111.0,2673.0
43473,2023-12-17 09:00:00,122.11,672.0,890.0,0.0,81.0,2576.0,2660.0
43474,2023-12-17 10:00:00,120.65,658.0,933.0,0.0,50.0,2705.0,2660.0
43475,2023-12-17 11:00:00,122.94,655.0,925.0,0.0,44.0,2528.0,2681.0
43476,2023-12-17 12:00:00,130.21,661.0,889.0,0.0,19.0,2129.0,2686.0
43477,2023-12-17 13:00:00,150.73,659.0,959.0,0.0,113.0,1303.0,2643.0
43478,2023-12-17 14:00:00,165.41,654.0,1098.0,0.0,785.0,318.0,2606.0
43479,2023-12-17 15:00:00,182.25,653.0,1551.0,0.0,1084.0,2.0,2582.0
43480,2023-12-17 16:00:00,190.26,657.0,1779.0,0.0,1088.0,0.0,2560.0
43481,2023-12-17 17:00:00,185.98,660.0,1814.0,0.0,1291.0,0.0,2541.0
43482,2023-12-17 18:00:00,180.38,656.0,1661.0,0.0,1255.0,0.0,2599.0
43483,2023-12-17 19:00:00,164.5,655.0,991.0,0.0,1075.0,0.0,2534.0
43484,2023-12-17 20:00:00,166.47,655.0,803.0,0.0,803.0,0.0,2514.0
43485,2023-12-17 21:00:00,180.11,647.0,788.0,0.0,435.0,0.0,2479.0
43486,2023-12-17 22:00:00,187.97,661.0,588.0,0.0,239.0,0.0,2342.0
43487,2023-12-17 23:00:00,209.57,658.0,760.0,0.0,4.0,0.0,2306.0
