Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
36216,2023-02-18 00:00:00,2024-07-17 00:00:00,3.1,445.48,6659.0,4933.0,1944.0,0.0,4.0,12355.0,1642.0,15136.0
36217,2023-02-18 01:00:00,2024-07-17 00:00:00,3.1,427.82,6513.0,4792.0,1944.0,0.0,4.0,13891.0,1624.0,14949.0
36218,2023-02-18 02:00:00,2024-07-17 00:00:00,3.1,416.95,6353.0,4792.0,1944.0,0.0,4.0,14598.0,1654.0,14532.0
36219,2023-02-18 03:00:00,2024-07-17 00:00:00,3.1,424.63,6256.0,4849.0,1945.0,0.0,4.0,14879.0,1680.0,16324.0
36220,2023-02-18 04:00:00,2024-07-17 00:00:00,3.1,428.86,6360.0,5096.0,1944.0,0.0,4.0,16006.0,1664.0,18558.0
36221,2023-02-18 05:00:00,2024-07-17 00:00:00,3.1,428.21,6569.0,5280.0,1944.0,0.0,4.0,17217.0,1636.0,19934.0
36222,2023-02-18 06:00:00,2024-07-17 00:00:00,3.1,442.39,6643.0,5260.0,1944.0,0.0,4.0,17319.0,1671.0,22925.0
36223,2023-02-18 07:00:00,2024-07-17 00:00:00,3.1,449.91,7582.0,5491.0,1944.0,0.0,15.0,19165.0,1642.0,26406.0
36224,2023-02-18 08:00:00,2024-07-17 00:00:00,3.1,449.6,7773.0,5475.0,1944.0,0.0,64.0,20277.0,1656.0,28088.0
36225,2023-02-18 09:00:00,2024-07-17 00:00:00,3.1,447.98,7047.0,5414.0,1944.0,0.0,126.0,20307.0,1649.0,28896.0
36226,2023-02-18 10:00:00,2024-07-17 00:00:00,3.1,448.97,6740.0,5432.0,1944.0,0.0,191.0,20268.0,1649.0,29642.0
36227,2023-02-18 11:00:00,2024-07-17 00:00:00,3.1,444.66,6484.0,5557.0,1944.0,0.0,211.0,20153.0,1652.0,28722.0
36228,2023-02-18 12:00:00,2024-07-17 00:00:00,3.1,440.83,6206.0,5337.0,1944.0,0.0,237.0,19769.0,1639.0,27607.0
36229,2023-02-18 13:00:00,2024-07-17 00:00:00,3.1,446.66,6303.0,5337.0,1944.0,0.0,302.0,18537.0,1652.0,26903.0
36230,2023-02-18 14:00:00,2024-07-17 00:00:00,3.1,452.6,6597.0,5845.0,1945.0,0.0,187.0,17272.0,1650.0,25407.0
36231,2023-02-18 15:00:00,2024-07-17 00:00:00,3.1,468.19,8374.0,6699.0,1944.0,0.0,69.0,16513.0,1661.0,24888.0
36232,2023-02-18 16:00:00,2024-07-17 00:00:00,3.1,485.28,10209.0,7352.0,1944.0,0.0,14.0,15637.0,1679.0,24772.0
36233,2023-02-18 17:00:00,2024-07-17 00:00:00,3.1,493.95,10093.0,7985.0,1944.0,0.0,8.0,14379.0,1679.0,24600.0
36234,2023-02-18 18:00:00,2024-07-17 00:00:00,3.1,491.46,9352.0,7966.0,1944.0,0.0,8.0,14237.0,1678.0,24715.0
36235,2023-02-18 19:00:00,2024-07-17 00:00:00,3.1,489.87,9495.0,8674.0,1944.0,0.0,8.0,14191.0,1642.0,23886.0
36236,2023-02-18 20:00:00,2024-07-17 00:00:00,3.1,478.2,8890.0,7889.0,1944.0,0.0,8.0,14263.0,1671.0,21897.0
36237,2023-02-18 21:00:00,2024-07-17 00:00:00,3.1,466.78,8281.0,7833.0,1944.0,0.0,8.0,14338.0,1665.0,20195.0
36238,2023-02-18 22:00:00,2024-07-17 00:00:00,3.1,468.29,9016.0,7536.0,1944.0,0.0,8.0,14737.0,1653.0,20236.0
36239,2023-02-18 23:00:00,2024-07-17 00:00:00,3.1,457.55,7760.0,7486.0,1944.0,0.0,8.0,14212.0,1642.0,18700.0
