Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
35496,2023-01-19 00:00:00,2024-07-17 00:00:00,3.1,464.9,8422.0,8360.0,1948.0,0.0,4.0,14082.0,1367.0,18700.0
35497,2023-01-19 01:00:00,2024-07-17 00:00:00,3.1,474.48,7326.0,8587.0,1948.0,0.0,4.0,12399.0,1346.0,19128.0
35498,2023-01-19 02:00:00,2024-07-17 00:00:00,3.1,468.54,7858.0,8051.0,1948.0,0.0,4.0,12939.0,1356.0,18146.0
35499,2023-01-19 03:00:00,2024-07-17 00:00:00,3.1,474.0,9062.0,8829.0,1945.0,0.0,4.0,12660.0,1357.0,16887.0
35500,2023-01-19 04:00:00,2024-07-17 00:00:00,3.1,476.75,10725.0,9546.0,1944.0,0.0,4.0,13048.0,1335.0,15695.0
35501,2023-01-19 05:00:00,2024-07-17 00:00:00,3.1,494.79,11572.0,13050.0,1944.0,0.0,4.0,11848.0,1339.0,16208.0
35502,2023-01-19 06:00:00,2024-07-17 00:00:00,3.1,511.35,12212.0,17991.0,1944.0,0.0,4.0,11570.0,1372.0,19944.0
35503,2023-01-19 07:00:00,2024-07-17 00:00:00,3.1,526.31,12471.0,21611.0,1944.0,0.0,6.0,10830.0,1289.0,23535.0
35504,2023-01-19 08:00:00,2024-07-17 00:00:00,3.1,541.41,12488.0,23346.0,1944.0,0.0,47.0,9009.0,1291.0,24932.0
35505,2023-01-19 09:00:00,2024-07-17 00:00:00,3.1,545.45,12531.0,23337.0,1944.0,0.0,222.0,8073.0,1310.0,24132.0
35506,2023-01-19 10:00:00,2024-07-17 00:00:00,3.1,542.57,12403.0,22419.0,1944.0,0.0,424.0,7698.0,1296.0,22087.0
35507,2023-01-19 11:00:00,2024-07-17 00:00:00,3.1,543.84,12427.0,21273.0,1944.0,0.0,508.0,7746.0,1234.0,22514.0
35508,2023-01-19 12:00:00,2024-07-17 00:00:00,3.1,549.5,12271.0,23652.0,1945.0,0.0,378.0,7034.0,1287.0,23409.0
35509,2023-01-19 13:00:00,2024-07-17 00:00:00,3.1,552.7,12371.0,27245.0,1944.0,0.0,306.0,6503.0,1270.0,24037.0
35510,2023-01-19 14:00:00,2024-07-17 00:00:00,3.1,553.54,12413.0,29369.0,1944.0,0.0,169.0,6020.0,1267.0,23030.0
35511,2023-01-19 15:00:00,2024-07-17 00:00:00,3.1,564.95,12539.0,28520.0,1944.0,0.0,33.0,5031.0,1285.0,24057.0
35512,2023-01-19 16:00:00,2024-07-17 00:00:00,3.1,562.73,12528.0,28404.0,1943.0,0.0,5.0,5633.0,1256.0,25068.0
35513,2023-01-19 17:00:00,2024-07-17 00:00:00,3.1,556.79,12494.0,30027.0,1944.0,0.0,4.0,6203.0,1298.0,25053.0
35514,2023-01-19 18:00:00,2024-07-17 00:00:00,3.1,558.59,12519.0,29752.0,1944.0,0.0,4.0,5863.0,1316.0,24581.0
35515,2023-01-19 19:00:00,2024-07-17 00:00:00,3.1,552.68,12441.0,29740.0,1944.0,0.0,4.0,6377.0,1301.0,23525.0
35516,2023-01-19 20:00:00,2024-07-17 00:00:00,3.1,563.5,12242.0,28556.0,1944.0,0.0,4.0,4916.0,1290.0,23293.0
35517,2023-01-19 21:00:00,2024-07-17 00:00:00,3.1,563.12,12226.0,25986.0,1945.0,0.0,4.0,5037.0,1300.0,22264.0
35518,2023-01-19 22:00:00,2024-07-17 00:00:00,3.1,560.91,12409.0,22720.0,1947.0,0.0,4.0,4896.0,1337.0,18706.0
35519,2023-01-19 23:00:00,2024-07-17 00:00:00,3.1,554.53,11657.0,21105.0,1945.0,0.0,4.0,4804.0,1370.0,16363.0
