Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
43800,2023-12-31 00:00:00,2024-07-17 00:00:00,3.1,238.35,112.0,3992.0,1944.0,0.0,4.0,21074.0,1365.0,15531.0
43801,2023-12-31 01:00:00,2024-07-17 00:00:00,3.1,237.5,114.0,3895.0,1944.0,0.0,4.0,21098.0,1344.0,15458.0
43802,2023-12-31 02:00:00,2024-07-17 00:00:00,3.1,246.02,112.0,4168.0,1944.0,0.0,4.0,20042.0,1362.0,15717.0
43803,2023-12-31 03:00:00,2024-07-17 00:00:00,3.1,245.07,112.0,4042.0,1944.0,0.0,4.0,19305.0,1440.0,15151.0
43804,2023-12-31 04:00:00,2024-07-17 00:00:00,3.1,244.68,114.0,3995.0,1945.0,0.0,4.0,19493.0,1415.0,15237.0
43805,2023-12-31 05:00:00,2024-07-17 00:00:00,3.1,247.17,118.0,3892.0,1944.0,0.0,4.0,18007.0,1407.0,14463.0
43806,2023-12-31 06:00:00,2024-07-17 00:00:00,3.1,250.59,115.0,3744.0,1944.0,0.0,4.0,18239.0,1356.0,15082.0
43807,2023-12-31 07:00:00,2024-07-17 00:00:00,3.1,242.17,114.0,3705.0,1944.0,0.0,4.0,21847.0,1354.0,16698.0
43808,2023-12-31 08:00:00,2024-07-17 00:00:00,3.1,242.51,114.0,3769.0,1941.0,0.0,27.0,21982.0,1377.0,16850.0
43809,2023-12-31 09:00:00,2024-07-17 00:00:00,3.1,249.02,116.0,3796.0,1940.0,0.0,91.0,21750.0,1413.0,17655.0
43810,2023-12-31 10:00:00,2024-07-17 00:00:00,3.1,257.83,116.0,3864.0,1940.0,0.0,139.0,21815.0,1414.0,19023.0
43811,2023-12-31 11:00:00,2024-07-17 00:00:00,3.1,265.43,116.0,3861.0,1940.0,0.0,119.0,21922.0,1408.0,20279.0
43812,2023-12-31 12:00:00,2024-07-17 00:00:00,3.1,264.47,112.0,3816.0,1941.0,0.0,129.0,21859.0,1421.0,20115.0
43813,2023-12-31 13:00:00,2024-07-17 00:00:00,3.1,257.15,115.0,3768.0,1944.0,0.0,126.0,22000.0,1434.0,19113.0
43814,2023-12-31 14:00:00,2024-07-17 00:00:00,3.1,246.32,105.0,3811.0,1944.0,0.0,45.0,22147.0,1405.0,17543.0
43815,2023-12-31 15:00:00,2024-07-17 00:00:00,3.1,246.35,121.0,3979.0,1944.0,0.0,5.0,21732.0,1358.0,17082.0
43816,2023-12-31 16:00:00,2024-07-17 00:00:00,3.1,255.09,123.0,4083.0,1944.0,0.0,4.0,22095.0,1352.0,18589.0
43817,2023-12-31 17:00:00,2024-07-17 00:00:00,3.1,254.64,116.0,4024.0,1944.0,0.0,4.0,22119.0,1369.0,18586.0
43818,2023-12-31 18:00:00,2024-07-17 00:00:00,3.1,246.79,126.0,4007.0,1944.0,0.0,4.0,22045.0,1359.0,17362.0
43819,2023-12-31 19:00:00,2024-07-17 00:00:00,3.1,244.86,113.0,4242.0,1944.0,0.0,4.0,21644.0,1323.0,16695.0
43820,2023-12-31 20:00:00,2024-07-17 00:00:00,3.1,242.86,112.0,4253.0,1944.0,0.0,4.0,21865.0,1337.0,16587.0
43821,2023-12-31 21:00:00,2024-07-17 00:00:00,3.1,245.3,114.0,4439.0,1944.0,0.0,4.0,21673.0,1356.0,16726.0
43822,2023-12-31 22:00:00,2024-07-17 00:00:00,3.1,243.18,112.0,4445.0,1944.0,0.0,4.0,21930.0,1328.0,16599.0
43823,2023-12-31 23:00:00,2024-07-17 00:00:00,3.1,247.56,114.0,4460.0,1944.0,0.0,4.0,21650.0,1334.0,17003.0
