UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-11-05 00:00:00,2476.0,4820.0,1928.0,0.0,4.0,16506.0,1273.0,12618.0
2023-11-05 01:00:00,2420.0,4886.0,1930.0,0.0,4.0,14613.0,1273.0,11880.0
2023-11-05 02:00:00,2450.0,4893.0,1932.0,0.0,4.0,13283.0,1288.0,10599.0
2023-11-05 03:00:00,2449.0,4782.0,1932.0,0.0,4.0,11086.0,1282.0,9888.0
2023-11-05 04:00:00,2439.0,5080.0,1932.0,0.0,4.0,9099.0,1262.0,9023.0
2023-11-05 05:00:00,2436.0,5110.0,1932.0,0.0,4.0,8226.0,1274.0,7931.0
2023-11-05 06:00:00,2422.0,5212.0,1932.0,0.0,4.0,7582.0,1297.0,8480.0
2023-11-05 07:00:00,2621.0,5158.0,1932.0,0.0,53.0,8719.0,1325.0,9563.0
2023-11-05 08:00:00,2481.0,4812.0,1932.0,0.0,110.0,9380.0,1339.0,12015.0
2023-11-05 09:00:00,2588.0,4903.0,1929.0,0.0,218.0,11657.0,1320.0,14120.0
2023-11-05 10:00:00,2648.0,5187.0,1928.0,0.0,270.0,13248.0,1295.0,16438.0
2023-11-05 11:00:00,2735.0,5656.0,1928.0,0.0,253.0,14784.0,1262.0,18210.0
2023-11-05 12:00:00,2492.0,5211.0,1928.0,0.0,266.0,15582.0,1271.0,18307.0
2023-11-05 13:00:00,2472.0,5221.0,1929.0,0.0,130.0,17036.0,1298.0,18586.0
2023-11-05 14:00:00,2476.0,4916.0,1930.0,0.0,143.0,19149.0,1308.0,17871.0
2023-11-05 15:00:00,2481.0,5315.0,1928.0,0.0,29.0,19125.0,1323.0,17498.0
2023-11-05 16:00:00,2686.0,5399.0,1928.0,0.0,4.0,19109.0,1324.0,19597.0
2023-11-05 17:00:00,2488.0,5355.0,1928.0,0.0,4.0,20136.0,1346.0,19158.0
2023-11-05 18:00:00,2470.0,5092.0,1928.0,0.0,4.0,19542.0,1362.0,17774.0
2023-11-05 19:00:00,2518.0,3905.0,1928.0,0.0,4.0,19479.0,1358.0,16687.0
2023-11-05 20:00:00,2471.0,3839.0,1928.0,0.0,4.0,18903.0,1336.0,15747.0
2023-11-05 21:00:00,2473.0,3892.0,1928.0,0.0,4.0,18111.0,1342.0,15589.0
2023-11-05 22:00:00,2690.0,3703.0,1929.0,0.0,4.0,17502.0,1339.0,15300.0
2023-11-05 23:00:00,2549.0,3755.0,1928.0,0.0,4.0,18216.0,1286.0,14381.0
