Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
35424,2023-01-16 00:00:00,2024-07-17 00:00:00,3.1,453.82,4536.0,8334.0,1944.0,0.0,8.0,9061.0,1440.0,13138.0
35425,2023-01-16 01:00:00,2024-07-17 00:00:00,3.1,446.57,4616.0,8076.0,1944.0,0.0,8.0,9602.0,1467.0,12917.0
35426,2023-01-16 02:00:00,2024-07-17 00:00:00,3.1,440.11,4739.0,8149.0,1944.0,0.0,8.0,9971.0,1438.0,12349.0
35427,2023-01-16 03:00:00,2024-07-17 00:00:00,3.1,433.63,5089.0,8016.0,1944.0,0.0,8.0,10775.0,1440.0,12207.0
35428,2023-01-16 04:00:00,2024-07-17 00:00:00,3.1,440.84,5704.0,8086.0,1944.0,0.0,8.0,10816.0,1463.0,12479.0
35429,2023-01-16 05:00:00,2024-07-17 00:00:00,3.1,457.96,7215.0,11232.0,1944.0,0.0,8.0,11637.0,1425.0,14148.0
35430,2023-01-16 06:00:00,2024-07-17 00:00:00,3.1,473.36,7600.0,14067.0,1944.0,0.0,8.0,12421.0,1406.0,18165.0
35431,2023-01-16 07:00:00,2024-07-17 00:00:00,3.1,480.25,7860.0,16049.0,1944.0,0.0,7.0,12307.0,1391.0,19155.0
35432,2023-01-16 08:00:00,2024-07-17 00:00:00,3.1,497.78,8895.0,16213.0,1944.0,0.0,40.0,11123.0,1402.0,19841.0
35433,2023-01-16 09:00:00,2024-07-17 00:00:00,3.1,515.01,9490.0,16257.0,1944.0,0.0,62.0,9542.0,1405.0,20157.0
35434,2023-01-16 10:00:00,2024-07-17 00:00:00,3.1,533.58,10105.0,13976.0,1944.0,0.0,77.0,7877.0,1464.0,19994.0
35435,2023-01-16 11:00:00,2024-07-17 00:00:00,3.1,549.78,9987.0,12304.0,1944.0,0.0,78.0,6085.0,1480.0,19128.0
35436,2023-01-16 12:00:00,2024-07-17 00:00:00,3.1,562.69,9990.0,12251.0,1942.0,0.0,105.0,4838.0,1454.0,18910.0
35437,2023-01-16 13:00:00,2024-07-17 00:00:00,3.1,531.47,10070.0,10876.0,1940.0,0.0,107.0,7797.0,1431.0,18363.0
35438,2023-01-16 14:00:00,2024-07-17 00:00:00,3.1,529.99,10057.0,10565.0,1940.0,0.0,58.0,7906.0,1345.0,17914.0
35439,2023-01-16 15:00:00,2024-07-17 00:00:00,3.1,523.26,10222.0,10784.0,1940.0,0.0,9.0,9527.0,1427.0,20484.0
35440,2023-01-16 16:00:00,2024-07-17 00:00:00,3.1,522.79,10385.0,10444.0,1943.0,0.0,4.0,10253.0,1472.0,22169.0
35441,2023-01-16 17:00:00,2024-07-17 00:00:00,3.1,523.9,10395.0,11667.0,1944.0,0.0,4.0,10741.0,1497.0,24212.0
35442,2023-01-16 18:00:00,2024-07-17 00:00:00,3.1,511.02,10328.0,11226.0,1944.0,0.0,4.0,12301.0,1520.0,24314.0
35443,2023-01-16 19:00:00,2024-07-17 00:00:00,3.1,500.74,10651.0,10140.0,1944.0,0.0,4.0,13340.0,1472.0,23047.0
35444,2023-01-16 20:00:00,2024-07-17 00:00:00,3.1,485.39,10236.0,9122.0,1945.0,0.0,4.0,14277.0,1469.0,21449.0
35445,2023-01-16 21:00:00,2024-07-17 00:00:00,3.1,477.55,9999.0,8404.0,1944.0,0.0,4.0,14766.0,1432.0,20775.0
35446,2023-01-16 22:00:00,2024-07-17 00:00:00,3.1,465.05,9927.0,8128.0,1945.0,0.0,4.0,15836.0,1407.0,19908.0
35447,2023-01-16 23:00:00,2024-07-17 00:00:00,3.1,442.91,7794.0,8471.0,1944.0,0.0,4.0,16052.0,1453.0,18452.0
