UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-10-24 00:00:00,3707.0,5083.0,5571.0,4673.0,0.0,217.0,188.0
2023-10-24 01:00:00,3731.0,5099.0,5572.0,4738.0,0.0,239.0,185.0
2023-10-24 02:00:00,3738.0,5102.0,5576.0,4748.0,0.0,307.0,183.0
2023-10-24 03:00:00,3727.0,5304.0,5580.0,4996.0,0.0,402.0,186.0
2023-10-24 04:00:00,3713.0,5493.0,5579.0,5231.0,4.0,542.0,187.0
2023-10-24 05:00:00,3773.0,5567.0,5584.0,5206.0,258.0,630.0,186.0
2023-10-24 06:00:00,3763.0,5330.0,5453.0,5516.0,926.0,419.0,185.0
2023-10-24 07:00:00,3699.0,5282.0,5433.0,5472.0,1501.0,251.0,181.0
2023-10-24 08:00:00,3725.0,5262.0,5483.0,5168.0,1894.0,189.0,180.0
2023-10-24 09:00:00,3709.0,5253.0,5510.0,5375.0,2049.0,100.0,182.0
2023-10-24 10:00:00,3575.0,5270.0,5557.0,5554.0,1996.0,120.0,184.0
2023-10-24 11:00:00,3687.0,5415.0,5565.0,5875.0,1746.0,225.0,186.0
2023-10-24 12:00:00,3761.0,5411.0,5483.0,5722.0,1347.0,523.0,185.0
2023-10-24 13:00:00,3745.0,5378.0,5384.0,5637.0,859.0,597.0,178.0
2023-10-24 14:00:00,3756.0,5221.0,5383.0,5506.0,291.0,757.0,179.0
2023-10-24 15:00:00,3743.0,5301.0,5478.0,5720.0,5.0,981.0,184.0
2023-10-24 16:00:00,3731.0,5489.0,5532.0,6231.0,0.0,1315.0,183.0
2023-10-24 17:00:00,3728.0,5345.0,5531.0,5638.0,0.0,1533.0,182.0
2023-10-24 18:00:00,3696.0,5287.0,5534.0,5356.0,0.0,1985.0,179.0
2023-10-24 19:00:00,3361.0,5267.0,5555.0,4818.0,0.0,2835.0,180.0
2023-10-24 20:00:00,2863.0,5253.0,5559.0,4850.0,0.0,3456.0,180.0
2023-10-24 21:00:00,2890.0,5241.0,5572.0,4578.0,0.0,4347.0,182.0
2023-10-24 22:00:00,2875.0,5281.0,5572.0,4359.0,0.0,5022.0,181.0
2023-10-24 23:00:00,2864.0,5109.0,5579.0,4238.0,0.0,5960.0,182.0
