Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
39096,2023-06-18 00:00:00,94.21,2569.0,1707.0,5555.0,14324.0,0.0,3135.0,139.0
39097,2023-06-18 01:00:00,99.6,2840.0,1710.0,5557.0,14701.0,0.0,3077.0,138.0
39098,2023-06-18 02:00:00,103.45,2982.0,1712.0,5560.0,14532.0,2.0,3102.0,140.0
39099,2023-06-18 03:00:00,101.91,2893.0,1712.0,5559.0,14558.0,57.0,2873.0,139.0
39100,2023-06-18 04:00:00,97.72,2813.0,1613.0,5560.0,15524.0,343.0,1991.0,140.0
39101,2023-06-18 05:00:00,93.23,2668.0,1556.0,5560.0,15772.0,741.0,1491.0,135.0
39102,2023-06-18 06:00:00,92.65,2673.0,1562.0,5559.0,15922.0,1194.0,1120.0,134.0
39103,2023-06-18 07:00:00,88.52,2610.0,1463.0,5559.0,15615.0,1786.0,1349.0,140.0
39104,2023-06-18 08:00:00,84.74,2415.0,1430.0,5560.0,14029.0,2176.0,2156.0,137.0
39105,2023-06-18 09:00:00,90.17,2368.0,1442.0,5560.0,11262.0,2285.0,2819.0,139.0
39106,2023-06-18 10:00:00,104.03,2471.0,1435.0,5558.0,8916.0,2421.0,2219.0,136.0
39107,2023-06-18 11:00:00,105.62,2377.0,1433.0,5559.0,8404.0,2341.0,1878.0,132.0
39108,2023-06-18 12:00:00,109.24,2494.0,1442.0,5561.0,8723.0,2084.0,1794.0,138.0
39109,2023-06-18 13:00:00,114.57,2637.0,1518.0,5560.0,10231.0,1610.0,704.0,134.0
39110,2023-06-18 14:00:00,105.34,2611.0,1659.0,5562.0,12545.0,1184.0,966.0,137.0
39111,2023-06-18 15:00:00,97.99,2627.0,1696.0,5560.0,15330.0,715.0,710.0,141.0
39112,2023-06-18 16:00:00,96.82,2591.0,1716.0,5558.0,15865.0,343.0,681.0,142.0
39113,2023-06-18 17:00:00,95.66,2554.0,1750.0,5549.0,15735.0,78.0,1252.0,142.0
39114,2023-06-18 18:00:00,90.14,2464.0,1752.0,5550.0,15379.0,1.0,2686.0,134.0
39115,2023-06-18 19:00:00,88.67,2463.0,1755.0,5563.0,15004.0,0.0,3515.0,135.0
39116,2023-06-18 20:00:00,89.9,2516.0,1753.0,5563.0,14508.0,0.0,4002.0,142.0
39117,2023-06-18 21:00:00,90.49,2449.0,1789.0,5562.0,12764.0,0.0,5181.0,138.0
39118,2023-06-18 22:00:00,91.04,2380.0,1793.0,5561.0,11262.0,0.0,6021.0,138.0
39119,2023-06-18 23:00:00,92.36,2362.0,1790.0,5561.0,10627.0,0.0,6130.0,136.0
