UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-10-08 00:00:00,240.0,27.0,0.0,0.0,99.0,2.0,0.0,16.0
2023-10-08 01:00:00,240.0,24.0,0.0,0.0,101.0,2.0,0.0,17.0
2023-10-08 02:00:00,237.0,26.0,0.0,0.0,101.0,2.0,0.0,16.0
2023-10-08 03:00:00,242.0,27.0,0.0,0.0,103.0,2.0,0.0,16.0
2023-10-08 04:00:00,288.0,28.0,0.0,0.0,314.0,2.0,0.0,16.0
2023-10-08 05:00:00,383.0,29.0,0.0,0.0,564.0,8.0,0.0,16.0
2023-10-08 06:00:00,378.0,29.0,0.0,0.0,519.0,48.0,0.0,17.0
2023-10-08 07:00:00,383.0,27.0,0.0,0.0,386.0,97.0,0.0,18.0
2023-10-08 08:00:00,266.0,28.0,0.0,0.0,225.0,140.0,0.0,18.0
2023-10-08 09:00:00,250.0,27.0,0.0,0.0,179.0,163.0,0.0,18.0
2023-10-08 10:00:00,269.0,27.0,0.0,0.0,161.0,189.0,0.0,18.0
2023-10-08 11:00:00,294.0,25.0,0.0,0.0,115.0,183.0,0.0,17.0
2023-10-08 12:00:00,249.0,25.0,0.0,0.0,127.0,163.0,0.0,17.0
2023-10-08 13:00:00,242.0,26.0,0.0,0.0,126.0,110.0,0.0,17.0
2023-10-08 14:00:00,309.0,27.0,0.0,0.0,211.0,73.0,0.0,16.0
2023-10-08 15:00:00,403.0,27.0,0.0,0.0,358.0,23.0,0.0,16.0
2023-10-08 16:00:00,502.0,30.0,0.0,0.0,577.0,3.0,0.0,16.0
2023-10-08 17:00:00,519.0,31.0,0.0,0.0,666.0,2.0,0.0,16.0
2023-10-08 18:00:00,519.0,31.0,0.0,0.0,622.0,2.0,0.0,17.0
2023-10-08 19:00:00,520.0,28.0,0.0,0.0,527.0,2.0,0.0,17.0
2023-10-08 20:00:00,495.0,27.0,0.0,0.0,395.0,2.0,0.0,17.0
2023-10-08 21:00:00,364.0,27.0,0.0,0.0,267.0,1.0,0.0,13.0
2023-10-08 22:00:00,291.0,28.0,0.0,0.0,163.0,1.0,0.0,15.0
2023-10-08 23:00:00,243.0,28.0,0.0,0.0,96.0,1.0,0.0,14.0
