Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
35544,2023-01-21 00:00:00,149.21,256.0,799.0,3.0,34.0,19.0
35545,2023-01-21 01:00:00,150.94,256.0,802.0,5.0,39.0,23.0
35546,2023-01-21 02:00:00,151.66,257.0,802.0,10.0,40.0,25.0
35547,2023-01-21 03:00:00,150.62,258.0,802.0,17.0,40.0,24.0
35548,2023-01-21 04:00:00,150.73,257.0,801.0,14.0,39.0,24.0
35549,2023-01-21 05:00:00,150.99,262.0,805.0,12.0,38.0,22.0
35550,2023-01-21 06:00:00,133.4,262.0,991.0,14.0,38.0,23.0
35551,2023-01-21 07:00:00,132.15,263.0,996.0,27.0,39.0,23.0
35552,2023-01-21 08:00:00,136.29,263.0,989.0,30.0,46.0,31.0
35553,2023-01-21 09:00:00,130.43,263.0,1003.0,29.0,37.0,21.0
35554,2023-01-21 10:00:00,135.53,263.0,981.0,19.0,41.0,26.0
35555,2023-01-21 11:00:00,133.32,263.0,973.0,23.0,36.0,21.0
35556,2023-01-21 12:00:00,140.31,263.0,969.0,23.0,46.0,35.0
35557,2023-01-21 13:00:00,149.45,287.0,946.0,25.0,50.0,37.0
35558,2023-01-21 14:00:00,162.92,368.0,991.0,31.0,48.0,35.0
35559,2023-01-21 15:00:00,172.53,407.0,966.0,43.0,48.0,35.0
35560,2023-01-21 16:00:00,167.14,407.0,966.0,43.0,38.0,21.0
35561,2023-01-21 17:00:00,167.74,406.0,958.0,46.0,38.0,22.0
35562,2023-01-21 18:00:00,152.8,310.0,886.0,38.0,38.0,22.0
35563,2023-01-21 19:00:00,150.62,308.0,888.0,47.0,37.0,21.0
35564,2023-01-21 20:00:00,147.74,268.0,807.0,43.0,36.0,20.0
35565,2023-01-21 21:00:00,144.94,258.0,810.0,39.0,36.0,20.0
35566,2023-01-21 22:00:00,146.82,265.0,810.0,40.0,35.0,20.0
35567,2023-01-21 23:00:00,137.86,231.0,791.0,38.0,31.0,19.0
