Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
35712,2023-01-28 00:00:00,70.41,151.0,751.0,7.0,35.0,21.0
35713,2023-01-28 01:00:00,69.12,150.0,750.0,6.0,36.0,19.0
35714,2023-01-28 02:00:00,68.52,151.0,751.0,6.0,33.0,17.0
35715,2023-01-28 03:00:00,67.78,150.0,751.0,11.0,34.0,17.0
35716,2023-01-28 04:00:00,69.13,154.0,751.0,16.0,35.0,18.0
35717,2023-01-28 05:00:00,97.52,258.0,752.0,23.0,34.0,18.0
35718,2023-01-28 06:00:00,92.05,262.0,842.0,36.0,39.0,24.0
35719,2023-01-28 07:00:00,87.27,262.0,907.0,36.0,40.0,24.0
35720,2023-01-28 08:00:00,91.2,262.0,907.0,22.0,47.0,33.0
35721,2023-01-28 09:00:00,83.08,262.0,986.0,22.0,39.0,24.0
35722,2023-01-28 10:00:00,79.44,244.0,948.0,28.0,35.0,19.0
35723,2023-01-28 11:00:00,82.21,240.0,887.0,38.0,35.0,20.0
35724,2023-01-28 12:00:00,85.54,240.0,884.0,39.0,41.0,29.0
35725,2023-01-28 13:00:00,82.08,240.0,884.0,62.0,40.0,24.0
35726,2023-01-28 14:00:00,74.96,242.0,972.0,78.0,36.0,20.0
35727,2023-01-28 15:00:00,75.9,242.0,1010.0,81.0,44.0,30.0
35728,2023-01-28 16:00:00,75.78,240.0,1017.0,74.0,45.0,31.0
35729,2023-01-28 17:00:00,53.7,153.0,1015.0,52.0,38.0,21.0
35730,2023-01-28 18:00:00,64.11,150.0,797.0,41.0,37.0,20.0
35731,2023-01-28 19:00:00,65.16,150.0,795.0,34.0,37.0,21.0
35732,2023-01-28 20:00:00,63.99,150.0,805.0,32.0,32.0,19.0
35733,2023-01-28 21:00:00,63.5,150.0,815.0,24.0,30.0,18.0
35734,2023-01-28 22:00:00,63.87,150.0,814.0,22.0,27.0,18.0
35735,2023-01-28 23:00:00,67.47,151.0,754.0,27.0,24.0,17.0
