Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
35832,2023-02-02 00:00:00,81.12,153.0,653.0,1.0,37.0,24.0
35833,2023-02-02 01:00:00,80.54,151.0,652.0,1.0,37.0,24.0
35834,2023-02-02 02:00:00,79.16,152.0,652.0,3.0,35.0,21.0
35835,2023-02-02 03:00:00,78.37,152.0,651.0,1.0,34.0,19.0
35836,2023-02-02 04:00:00,89.55,177.0,636.0,4.0,39.0,23.0
35837,2023-02-02 05:00:00,97.2,264.0,804.0,11.0,39.0,23.0
35838,2023-02-02 06:00:00,117.32,350.0,809.0,14.0,44.0,29.0
35839,2023-02-02 07:00:00,128.46,401.0,770.0,19.0,38.0,21.0
35840,2023-02-02 08:00:00,126.67,402.0,783.0,23.0,37.0,20.0
35841,2023-02-02 09:00:00,126.78,403.0,790.0,29.0,39.0,24.0
35842,2023-02-02 10:00:00,127.38,403.0,785.0,33.0,41.0,26.0
35843,2023-02-02 11:00:00,126.07,403.0,785.0,31.0,35.0,20.0
35844,2023-02-02 12:00:00,122.29,403.0,850.0,29.0,41.0,28.0
35845,2023-02-02 13:00:00,114.42,404.0,923.0,27.0,37.0,21.0
35846,2023-02-02 14:00:00,105.76,405.0,1052.0,16.0,37.0,21.0
35847,2023-02-02 15:00:00,108.82,423.0,1057.0,22.0,39.0,24.0
35848,2023-02-02 16:00:00,112.17,430.0,1036.0,28.0,44.0,29.0
35849,2023-02-02 17:00:00,110.24,430.0,1040.0,28.0,38.0,22.0
35850,2023-02-02 18:00:00,111.01,430.0,1025.0,28.0,38.0,21.0
35851,2023-02-02 19:00:00,149.94,460.0,673.0,20.0,36.0,19.0
35852,2023-02-02 20:00:00,184.86,517.0,509.0,15.0,36.0,20.0
35853,2023-02-02 21:00:00,172.79,470.0,538.0,9.0,36.0,20.0
35854,2023-02-02 22:00:00,147.16,398.0,610.0,11.0,34.0,18.0
35855,2023-02-02 23:00:00,146.88,321.0,507.0,3.0,33.0,19.0
