Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
43200,2023-12-06 00:00:00,2024-07-17 00:00:00,3.1,93.5,0.0,1592.0,3026.0,0.0,1413.0,341.0,14.0
43201,2023-12-06 01:00:00,2024-07-17 00:00:00,3.1,96.56,0.0,1475.0,2753.0,0.0,1154.0,339.0,14.0
43202,2023-12-06 02:00:00,2024-07-17 00:00:00,3.1,93.88,0.0,1289.0,2579.0,0.0,952.0,332.0,14.0
43203,2023-12-06 03:00:00,2024-07-17 00:00:00,3.1,98.44,0.0,1342.0,2724.0,0.0,709.0,332.0,13.0
43204,2023-12-06 04:00:00,2024-07-17 00:00:00,3.1,103.61,0.0,1412.0,2690.0,0.0,671.0,333.0,14.0
43205,2023-12-06 05:00:00,2024-07-17 00:00:00,3.1,105.18,0.0,1328.0,2380.0,0.0,696.0,330.0,14.0
43206,2023-12-06 06:00:00,2024-07-17 00:00:00,3.1,109.98,0.0,1545.0,2775.0,0.0,609.0,328.0,14.0
43207,2023-12-06 07:00:00,2024-07-17 00:00:00,3.1,106.63,0.0,1605.0,3052.0,6.0,643.0,325.0,14.0
43208,2023-12-06 08:00:00,2024-07-17 00:00:00,3.1,99.73,0.0,1630.0,3362.0,197.0,594.0,326.0,13.0
43209,2023-12-06 09:00:00,2024-07-17 00:00:00,3.1,98.12,0.0,1624.0,3307.0,448.0,481.0,322.0,12.0
43210,2023-12-06 10:00:00,2024-07-17 00:00:00,3.1,99.67,0.0,1600.0,3151.0,591.0,333.0,317.0,11.0
43211,2023-12-06 11:00:00,2024-07-17 00:00:00,3.1,100.62,0.0,1605.0,3111.0,667.0,255.0,316.0,11.0
43212,2023-12-06 12:00:00,2024-07-17 00:00:00,3.1,108.38,0.0,1658.0,2920.0,602.0,213.0,319.0,12.0
43213,2023-12-06 13:00:00,2024-07-17 00:00:00,3.1,114.4,0.0,1633.0,2566.0,595.0,220.0,320.0,13.0
43214,2023-12-06 14:00:00,2024-07-17 00:00:00,3.1,114.24,0.0,1649.0,2625.0,507.0,298.0,314.0,13.0
43215,2023-12-06 15:00:00,2024-07-17 00:00:00,3.1,108.84,0.0,1743.0,3273.0,320.0,336.0,309.0,13.0
43216,2023-12-06 16:00:00,2024-07-17 00:00:00,3.1,119.83,0.0,2081.0,3484.0,70.0,531.0,309.0,13.0
43217,2023-12-06 17:00:00,2024-07-17 00:00:00,3.1,124.06,0.0,2291.0,3514.0,1.0,757.0,317.0,13.0
43218,2023-12-06 18:00:00,2024-07-17 00:00:00,3.1,115.96,0.0,2274.0,3770.0,0.0,945.0,318.0,13.0
43219,2023-12-06 19:00:00,2024-07-17 00:00:00,3.1,113.44,0.0,2281.0,3755.0,0.0,1134.0,323.0,13.0
43220,2023-12-06 20:00:00,2024-07-17 00:00:00,3.1,115.26,0.0,2336.0,3401.0,0.0,1502.0,312.0,13.0
43221,2023-12-06 21:00:00,2024-07-17 00:00:00,3.1,108.87,0.0,2153.0,3034.0,0.0,1869.0,317.0,13.0
43222,2023-12-06 22:00:00,2024-07-17 00:00:00,3.1,94.46,0.0,1716.0,2614.0,0.0,2140.0,318.0,13.0
43223,2023-12-06 23:00:00,2024-07-17 00:00:00,3.1,65.28,0.0,1182.0,2938.0,0.0,2361.0,320.0,13.0
