Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
41784,2023-10-08 00:00:00,2024-07-17 00:00:00,3.1,163.12,0.0,1777.0,171.0,0.0,1799.0,314.0,12.0
41785,2023-10-08 01:00:00,2024-07-17 00:00:00,3.1,154.17,0.0,1616.0,175.0,0.0,1806.0,314.0,12.0
41786,2023-10-08 02:00:00,2024-07-17 00:00:00,3.1,154.4,0.0,1532.0,175.0,0.0,1681.0,316.0,12.0
41787,2023-10-08 03:00:00,2024-07-17 00:00:00,3.1,162.3,0.0,1528.0,141.0,0.0,1523.0,322.0,12.0
41788,2023-10-08 04:00:00,2024-07-17 00:00:00,3.1,171.49,0.0,1592.0,193.0,0.0,1358.0,320.0,12.0
41789,2023-10-08 05:00:00,2024-07-17 00:00:00,3.1,164.34,0.0,1539.0,371.0,0.0,1265.0,320.0,12.0
41790,2023-10-08 06:00:00,2024-07-17 00:00:00,3.1,169.74,0.0,1509.0,323.0,10.0,1159.0,317.0,12.0
41791,2023-10-08 07:00:00,2024-07-17 00:00:00,3.1,142.94,0.0,1065.0,132.0,283.0,995.0,318.0,12.0
41792,2023-10-08 08:00:00,2024-07-17 00:00:00,3.1,107.19,0.0,798.0,87.0,860.0,743.0,319.0,12.0
41793,2023-10-08 09:00:00,2024-07-17 00:00:00,3.1,101.46,0.0,805.0,107.0,1300.0,465.0,310.0,11.0
41794,2023-10-08 10:00:00,2024-07-17 00:00:00,3.1,92.78,0.0,752.0,92.0,1551.0,352.0,309.0,11.0
41795,2023-10-08 11:00:00,2024-07-17 00:00:00,3.1,90.65,0.0,764.0,101.0,1670.0,336.0,306.0,11.0
41796,2023-10-08 12:00:00,2024-07-17 00:00:00,3.1,85.72,0.0,702.0,104.0,1687.0,289.0,311.0,11.0
41797,2023-10-08 13:00:00,2024-07-17 00:00:00,3.1,87.94,0.0,786.0,425.0,1627.0,219.0,311.0,11.0
41798,2023-10-08 14:00:00,2024-07-17 00:00:00,3.1,92.31,0.0,783.0,468.0,1464.0,172.0,309.0,11.0
41799,2023-10-08 15:00:00,2024-07-17 00:00:00,3.1,126.1,0.0,1019.0,405.0,1168.0,128.0,309.0,11.0
41800,2023-10-08 16:00:00,2024-07-17 00:00:00,3.1,169.0,0.0,1339.0,543.0,672.0,98.0,306.0,11.0
41801,2023-10-08 17:00:00,2024-07-17 00:00:00,3.1,169.01,0.0,1922.0,1745.0,138.0,116.0,313.0,11.0
41802,2023-10-08 18:00:00,2024-07-17 00:00:00,3.1,186.04,0.0,2063.0,1642.0,0.0,109.0,314.0,12.0
41803,2023-10-08 19:00:00,2024-07-17 00:00:00,3.1,185.84,0.0,2098.0,1685.0,0.0,105.0,312.0,11.0
41804,2023-10-08 20:00:00,2024-07-17 00:00:00,3.1,196.79,0.0,2113.0,1461.0,0.0,113.0,307.0,11.0
41805,2023-10-08 21:00:00,2024-07-17 00:00:00,3.1,226.37,0.0,2131.0,942.0,0.0,121.0,306.0,11.0
41806,2023-10-08 22:00:00,2024-07-17 00:00:00,3.1,253.65,0.0,2197.0,543.0,0.0,176.0,304.0,12.0
41807,2023-10-08 23:00:00,2024-07-17 00:00:00,3.1,258.6,0.0,2192.0,438.0,0.0,212.0,309.0,12.0
