Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
38664,2023-05-31 00:00:00,2024-07-17 00:00:00,3.1,294.99,0.0,2566.0,143.0,0.0,194.0,343.0,29.0
38665,2023-05-31 01:00:00,2024-07-17 00:00:00,3.1,297.0,0.0,2599.0,153.0,0.0,172.0,341.0,29.0
38666,2023-05-31 02:00:00,2024-07-17 00:00:00,3.1,289.38,0.0,2557.0,246.0,0.0,153.0,342.0,29.0
38667,2023-05-31 03:00:00,2024-07-17 00:00:00,3.1,290.92,0.0,2563.0,251.0,0.0,132.0,341.0,28.0
38668,2023-05-31 04:00:00,2024-07-17 00:00:00,3.1,278.03,0.0,2549.0,410.0,0.0,117.0,345.0,27.0
38669,2023-05-31 05:00:00,2024-07-17 00:00:00,3.1,242.3,0.0,2555.0,910.0,27.0,103.0,345.0,28.0
38670,2023-05-31 06:00:00,2024-07-17 00:00:00,3.1,236.84,0.0,2587.0,843.0,221.0,88.0,341.0,27.0
38671,2023-05-31 07:00:00,2024-07-17 00:00:00,3.1,255.13,0.0,2548.0,217.0,577.0,42.0,345.0,27.0
38672,2023-05-31 08:00:00,2024-07-17 00:00:00,3.1,234.07,0.0,2301.0,72.0,941.0,17.0,347.0,28.0
38673,2023-05-31 09:00:00,2024-07-17 00:00:00,3.1,213.78,0.0,2232.0,139.0,1183.0,13.0,345.0,29.0
38674,2023-05-31 10:00:00,2024-07-17 00:00:00,3.1,213.67,0.0,2297.0,84.0,1288.0,14.0,342.0,28.0
38675,2023-05-31 11:00:00,2024-07-17 00:00:00,3.1,203.12,0.0,2085.0,83.0,1326.0,24.0,333.0,29.0
38676,2023-05-31 12:00:00,2024-07-17 00:00:00,3.1,198.19,0.0,2150.0,196.0,1322.0,66.0,335.0,29.0
38677,2023-05-31 13:00:00,2024-07-17 00:00:00,3.1,195.48,0.0,2017.0,81.0,1279.0,161.0,336.0,29.0
38678,2023-05-31 14:00:00,2024-07-17 00:00:00,3.1,195.67,0.0,2129.0,73.0,1286.0,256.0,338.0,29.0
38679,2023-05-31 15:00:00,2024-07-17 00:00:00,3.1,201.91,0.0,2277.0,70.0,1142.0,404.0,335.0,30.0
38680,2023-05-31 16:00:00,2024-07-17 00:00:00,3.1,202.22,0.0,2361.0,89.0,889.0,706.0,332.0,31.0
38681,2023-05-31 17:00:00,2024-07-17 00:00:00,3.1,217.83,0.0,2614.0,145.0,582.0,819.0,331.0,31.0
38682,2023-05-31 18:00:00,2024-07-17 00:00:00,3.1,184.13,0.0,2656.0,1241.0,237.0,932.0,339.0,32.0
38683,2023-05-31 19:00:00,2024-07-17 00:00:00,3.1,183.21,0.0,2588.0,1454.0,29.0,886.0,338.0,32.0
38684,2023-05-31 20:00:00,2024-07-17 00:00:00,3.1,192.38,0.0,2588.0,1340.0,0.0,778.0,333.0,31.0
38685,2023-05-31 21:00:00,2024-07-17 00:00:00,3.1,198.92,0.0,2554.0,1253.0,0.0,664.0,340.0,32.0
38686,2023-05-31 22:00:00,2024-07-17 00:00:00,3.1,232.29,0.0,2346.0,590.0,0.0,508.0,340.0,32.0
38687,2023-05-31 23:00:00,2024-07-17 00:00:00,3.1,258.4,0.0,2477.0,423.0,0.0,343.0,343.0,32.0
