Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
36936,2023-03-20 00:00:00,82.79,0.0,513.0,1285.0,0.0,317.0,350.0,29.0
36937,2023-03-20 01:00:00,84.88,0.0,524.0,1095.0,0.0,468.0,353.0,27.0
36938,2023-03-20 02:00:00,93.61,0.0,655.0,1072.0,0.0,644.0,362.0,28.0
36939,2023-03-20 03:00:00,110.07,0.0,810.0,932.0,0.0,736.0,363.0,28.0
36940,2023-03-20 04:00:00,120.43,0.0,943.0,972.0,0.0,718.0,366.0,27.0
36941,2023-03-20 05:00:00,136.42,0.0,1323.0,1300.0,0.0,692.0,360.0,27.0
36942,2023-03-20 06:00:00,113.45,0.0,1489.0,2446.0,8.0,663.0,360.0,27.0
36943,2023-03-20 07:00:00,136.07,0.0,1681.0,1784.0,276.0,560.0,357.0,27.0
36944,2023-03-20 08:00:00,133.48,0.0,1607.0,1327.0,822.0,432.0,359.0,28.0
36945,2023-03-20 09:00:00,127.24,0.0,1600.0,1170.0,1214.0,400.0,367.0,28.0
36946,2023-03-20 10:00:00,133.76,0.0,1637.0,709.0,1432.0,478.0,368.0,29.0
36947,2023-03-20 11:00:00,123.63,0.0,1509.0,685.0,1513.0,552.0,363.0,29.0
36948,2023-03-20 12:00:00,116.37,0.0,1335.0,550.0,1508.0,601.0,365.0,29.0
36949,2023-03-20 13:00:00,116.69,0.0,1341.0,551.0,1455.0,652.0,367.0,29.0
36950,2023-03-20 14:00:00,119.78,0.0,1334.0,557.0,1366.0,608.0,366.0,29.0
36951,2023-03-20 15:00:00,133.15,0.0,1524.0,575.0,1213.0,653.0,366.0,29.0
36952,2023-03-20 16:00:00,134.35,0.0,1681.0,1035.0,894.0,747.0,371.0,30.0
36953,2023-03-20 17:00:00,145.37,0.0,1798.0,1309.0,375.0,811.0,372.0,30.0
36954,2023-03-20 18:00:00,134.42,0.0,1876.0,2119.0,40.0,857.0,367.0,29.0
36955,2023-03-20 19:00:00,125.03,0.0,1890.0,2561.0,0.0,880.0,370.0,30.0
36956,2023-03-20 20:00:00,129.37,0.0,1773.0,2267.0,0.0,765.0,369.0,30.0
36957,2023-03-20 21:00:00,128.17,0.0,1665.0,2038.0,0.0,837.0,371.0,30.0
36958,2023-03-20 22:00:00,126.86,0.0,1594.0,1841.0,0.0,948.0,372.0,30.0
36959,2023-03-20 23:00:00,129.23,0.0,1654.0,1840.0,0.0,971.0,374.0,30.0
