Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
42792,2023-11-19 00:00:00,2024-07-17 00:00:00,3.1,218.71,251.0,59.0,331.0,0.0,505.0,2.0,0.0,15.0
42793,2023-11-19 01:00:00,2024-07-17 00:00:00,3.1,233.9,251.0,59.0,344.0,0.0,408.0,1.0,0.0,14.0
42794,2023-11-19 02:00:00,2024-07-17 00:00:00,3.1,245.66,252.0,58.0,351.0,0.0,345.0,1.0,0.0,14.0
42795,2023-11-19 03:00:00,2024-07-17 00:00:00,3.1,239.14,249.0,59.0,369.0,0.0,350.0,1.0,0.0,14.0
42796,2023-11-19 04:00:00,2024-07-17 00:00:00,3.1,224.84,251.0,62.0,387.0,0.0,415.0,1.0,0.0,15.0
42797,2023-11-19 05:00:00,2024-07-17 00:00:00,3.1,192.56,249.0,66.0,406.0,0.0,610.0,2.0,0.0,15.0
42798,2023-11-19 06:00:00,2024-07-17 00:00:00,3.1,178.86,251.0,69.0,427.0,0.0,719.0,5.0,0.0,17.0
42799,2023-11-19 07:00:00,2024-07-17 00:00:00,3.1,189.69,251.0,69.0,448.0,0.0,585.0,21.0,0.0,16.0
42800,2023-11-19 08:00:00,2024-07-17 00:00:00,3.1,198.62,250.0,66.0,468.0,0.0,459.0,48.0,1.0,15.0
42801,2023-11-19 09:00:00,2024-07-17 00:00:00,3.1,186.97,250.0,64.0,485.0,0.0,490.0,96.0,0.0,16.0
42802,2023-11-19 10:00:00,2024-07-17 00:00:00,3.1,177.22,252.0,66.0,490.0,0.0,556.0,131.0,0.0,16.0
42803,2023-11-19 11:00:00,2024-07-17 00:00:00,3.1,174.7,251.0,62.0,490.0,0.0,566.0,134.0,0.0,16.0
42804,2023-11-19 12:00:00,2024-07-17 00:00:00,3.1,174.24,251.0,59.0,490.0,0.0,579.0,117.0,0.0,16.0
42805,2023-11-19 13:00:00,2024-07-17 00:00:00,3.1,174.94,251.0,60.0,489.0,0.0,610.0,77.0,0.0,17.0
42806,2023-11-19 14:00:00,2024-07-17 00:00:00,3.1,169.82,272.0,64.0,491.0,0.0,806.0,25.0,1.0,16.0
42807,2023-11-19 15:00:00,2024-07-17 00:00:00,3.1,186.52,320.0,65.0,490.0,0.0,844.0,2.0,1.0,16.0
42808,2023-11-19 16:00:00,2024-07-17 00:00:00,3.1,214.14,404.0,71.0,489.0,0.0,868.0,3.0,1.0,16.0
42809,2023-11-19 17:00:00,2024-07-17 00:00:00,3.1,244.54,503.0,71.0,490.0,0.0,871.0,2.0,1.0,15.0
42810,2023-11-19 18:00:00,2024-07-17 00:00:00,3.1,247.23,515.0,68.0,490.0,0.0,876.0,2.0,0.0,16.0
42811,2023-11-19 19:00:00,2024-07-17 00:00:00,3.1,232.23,442.0,66.0,490.0,0.0,810.0,1.0,0.0,17.0
42812,2023-11-19 20:00:00,2024-07-17 00:00:00,3.1,195.16,328.0,66.0,490.0,0.0,788.0,1.0,1.0,16.0
42813,2023-11-19 21:00:00,2024-07-17 00:00:00,3.1,178.31,271.0,66.0,489.0,0.0,737.0,1.0,1.0,17.0
42814,2023-11-19 22:00:00,2024-07-17 00:00:00,3.1,179.23,251.0,64.0,490.0,0.0,640.0,1.0,1.0,17.0
42815,2023-11-19 23:00:00,2024-07-17 00:00:00,3.1,200.65,249.0,59.0,490.0,0.0,448.0,1.0,0.0,15.0
