Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
36528,2023-03-03 00:00:00,2024-07-17 00:00:00,3.1,201.49,282.0,59.0,698.0,0.0,110.0,0.0,1.0,22.0
36529,2023-03-03 01:00:00,2024-07-17 00:00:00,3.1,203.61,281.0,65.0,698.0,0.0,100.0,0.0,1.0,22.0
36530,2023-03-03 02:00:00,2024-07-17 00:00:00,3.1,203.5,281.0,63.0,698.0,0.0,100.0,0.0,1.0,21.0
36531,2023-03-03 03:00:00,2024-07-17 00:00:00,3.1,203.93,283.0,63.0,698.0,0.0,102.0,0.0,1.0,22.0
36532,2023-03-03 04:00:00,2024-07-17 00:00:00,3.1,205.98,335.0,59.0,698.0,0.0,229.0,0.0,1.0,20.0
36533,2023-03-03 05:00:00,2024-07-17 00:00:00,3.1,202.36,427.0,62.0,697.0,0.0,510.0,0.0,1.0,20.0
36534,2023-03-03 06:00:00,2024-07-17 00:00:00,3.1,212.96,513.0,64.0,697.0,0.0,645.0,3.0,0.0,20.0
36535,2023-03-03 07:00:00,2024-07-17 00:00:00,3.1,214.31,525.0,65.0,697.0,0.0,655.0,11.0,1.0,20.0
36536,2023-03-03 08:00:00,2024-07-17 00:00:00,3.1,219.31,523.0,62.0,697.0,0.0,595.0,18.0,1.0,21.0
36537,2023-03-03 09:00:00,2024-07-17 00:00:00,3.1,200.0,447.0,64.0,697.0,0.0,561.0,26.0,1.0,21.0
36538,2023-03-03 10:00:00,2024-07-17 00:00:00,3.1,183.96,368.0,61.0,696.0,0.0,461.0,36.0,1.0,20.0
36539,2023-03-03 11:00:00,2024-07-17 00:00:00,3.1,191.55,337.0,60.0,698.0,0.0,292.0,45.0,1.0,20.0
36540,2023-03-03 12:00:00,2024-07-17 00:00:00,3.1,208.13,330.0,63.0,698.0,0.0,164.0,41.0,1.0,20.0
36541,2023-03-03 13:00:00,2024-07-17 00:00:00,3.1,202.31,329.0,58.0,698.0,0.0,202.0,34.0,1.0,20.0
36542,2023-03-03 14:00:00,2024-07-17 00:00:00,3.1,228.41,435.0,59.0,698.0,0.0,307.0,23.0,1.0,20.0
36543,2023-03-03 15:00:00,2024-07-17 00:00:00,3.1,219.31,493.0,59.0,698.0,0.0,526.0,10.0,1.0,21.0
36544,2023-03-03 16:00:00,2024-07-17 00:00:00,3.1,215.6,499.0,60.0,699.0,0.0,582.0,1.0,1.0,20.0
36545,2023-03-03 17:00:00,2024-07-17 00:00:00,3.1,217.98,538.0,62.0,698.0,0.0,662.0,0.0,0.0,21.0
36546,2023-03-03 18:00:00,2024-07-17 00:00:00,3.1,217.45,539.0,63.0,698.0,0.0,669.0,0.0,1.0,21.0
36547,2023-03-03 19:00:00,2024-07-17 00:00:00,3.1,241.45,525.0,61.0,698.0,0.0,440.0,0.0,1.0,21.0
36548,2023-03-03 20:00:00,2024-07-17 00:00:00,3.1,228.85,434.0,66.0,698.0,0.0,328.0,0.0,1.0,21.0
36549,2023-03-03 21:00:00,2024-07-17 00:00:00,3.1,202.35,336.0,64.0,698.0,0.0,260.0,0.0,1.0,20.0
36550,2023-03-03 22:00:00,2024-07-17 00:00:00,3.1,207.91,328.0,59.0,698.0,0.0,198.0,0.0,1.0,20.0
36551,2023-03-03 23:00:00,2024-07-17 00:00:00,3.1,219.2,335.0,56.0,698.0,0.0,146.0,0.0,1.0,20.0
