Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
37632,2023-04-18 00:00:00,2024-07-17 00:00:00,3.1,205.07,325.0,38.0,697.0,0.0,196.0,0.0,0.0,17.0
37633,2023-04-18 01:00:00,2024-07-17 00:00:00,3.1,203.46,321.0,39.0,698.0,0.0,194.0,0.0,0.0,18.0
37634,2023-04-18 02:00:00,2024-07-17 00:00:00,3.1,202.26,317.0,42.0,698.0,0.0,194.0,0.0,0.0,17.0
37635,2023-04-18 03:00:00,2024-07-17 00:00:00,3.1,183.27,321.0,43.0,698.0,0.0,339.0,0.0,0.0,17.0
37636,2023-04-18 04:00:00,2024-07-17 00:00:00,3.1,178.79,406.0,45.0,697.0,0.0,652.0,1.0,1.0,17.0
37637,2023-04-18 05:00:00,2024-07-17 00:00:00,3.1,187.96,471.0,46.0,697.0,0.0,755.0,9.0,1.0,16.0
37638,2023-04-18 06:00:00,2024-07-17 00:00:00,3.1,188.17,478.0,46.0,697.0,0.0,762.0,21.0,1.0,16.0
37639,2023-04-18 07:00:00,2024-07-17 00:00:00,3.1,199.18,524.0,45.0,697.0,0.0,762.0,37.0,1.0,17.0
37640,2023-04-18 08:00:00,2024-07-17 00:00:00,3.1,203.19,525.0,43.0,697.0,0.0,710.0,49.0,1.0,17.0
37641,2023-04-18 09:00:00,2024-07-17 00:00:00,3.1,183.35,429.0,42.0,697.0,0.0,620.0,57.0,1.0,17.0
37642,2023-04-18 10:00:00,2024-07-17 00:00:00,3.1,161.35,329.0,42.0,697.0,0.0,490.0,70.0,1.0,17.0
37643,2023-04-18 11:00:00,2024-07-17 00:00:00,3.1,144.71,260.0,44.0,697.0,0.0,382.0,76.0,1.0,18.0
37644,2023-04-18 12:00:00,2024-07-17 00:00:00,3.1,143.26,256.0,41.0,697.0,0.0,382.0,69.0,1.0,18.0
37645,2023-04-18 13:00:00,2024-07-17 00:00:00,3.1,126.82,256.0,38.0,697.0,0.0,577.0,59.0,1.0,17.0
37646,2023-04-18 14:00:00,2024-07-17 00:00:00,3.1,152.49,313.0,40.0,697.0,0.0,540.0,49.0,1.0,17.0
37647,2023-04-18 15:00:00,2024-07-17 00:00:00,3.1,183.66,401.0,41.0,697.0,0.0,554.0,31.0,1.0,17.0
37648,2023-04-18 16:00:00,2024-07-17 00:00:00,3.1,192.4,473.0,44.0,697.0,0.0,708.0,14.0,1.0,16.0
37649,2023-04-18 17:00:00,2024-07-17 00:00:00,3.1,202.39,524.0,45.0,697.0,0.0,765.0,1.0,1.0,17.0
37650,2023-04-18 18:00:00,2024-07-17 00:00:00,3.1,203.14,526.0,44.0,697.0,0.0,763.0,0.0,1.0,17.0
37651,2023-04-18 19:00:00,2024-07-17 00:00:00,3.1,183.02,427.0,40.0,697.0,0.0,672.0,0.0,1.0,17.0
37652,2023-04-18 20:00:00,2024-07-17 00:00:00,3.1,167.01,327.0,37.0,697.0,0.0,492.0,0.0,0.0,17.0
37653,2023-04-18 21:00:00,2024-07-17 00:00:00,3.1,167.63,285.0,38.0,697.0,0.0,338.0,0.0,1.0,17.0
37654,2023-04-18 22:00:00,2024-07-17 00:00:00,3.1,205.1,315.0,37.0,697.0,0.0,168.0,0.0,0.0,17.0
37655,2023-04-18 23:00:00,2024-07-17 00:00:00,3.1,209.05,321.0,39.0,697.0,0.0,162.0,0.0,0.0,17.0
