Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
37104,2023-03-27 00:00:00,636.03,9455.0,1492.0,297.0,281.0,0.0,1997.0,260.0
37105,2023-03-27 01:00:00,626.22,9306.0,1511.0,294.0,280.0,0.0,2169.0,256.0
37106,2023-03-27 02:00:00,607.5,9458.0,1569.0,293.0,280.0,0.0,2644.0,258.0
37107,2023-03-27 03:00:00,596.69,9677.0,1675.0,295.0,317.0,8.0,2933.0,257.0
37108,2023-03-27 04:00:00,609.98,10805.0,2009.0,313.0,324.0,45.0,2884.0,258.0
37109,2023-03-27 05:00:00,614.55,12279.0,2262.0,323.0,307.0,415.0,2871.0,265.0
37110,2023-03-27 06:00:00,597.84,12827.0,2272.0,319.0,290.0,1099.0,2983.0,263.0
37111,2023-03-27 07:00:00,556.74,11953.0,2144.0,314.0,289.0,1719.0,3506.0,263.0
37112,2023-03-27 08:00:00,527.56,11347.0,1767.0,300.0,288.0,2179.0,3900.0,261.0
37113,2023-03-27 09:00:00,502.72,10975.0,1699.0,297.0,288.0,2548.0,4330.0,260.0
37114,2023-03-27 10:00:00,484.82,10675.0,1694.0,293.0,266.0,2751.0,4718.0,264.0
37115,2023-03-27 11:00:00,467.18,10236.0,1653.0,294.0,265.0,2838.0,5096.0,264.0
37116,2023-03-27 12:00:00,461.26,10072.0,1644.0,295.0,271.0,2706.0,5352.0,266.0
37117,2023-03-27 13:00:00,456.0,9656.0,1654.0,299.0,296.0,2512.0,5416.0,259.0
37118,2023-03-27 14:00:00,472.59,9822.0,1668.0,298.0,313.0,2089.0,5195.0,258.0
37119,2023-03-27 15:00:00,515.69,10407.0,1775.0,299.0,314.0,1398.0,4505.0,264.0
37120,2023-03-27 16:00:00,578.22,11300.0,2086.0,304.0,327.0,456.0,3620.0,265.0
37121,2023-03-27 17:00:00,639.85,12582.0,2244.0,311.0,329.0,33.0,2548.0,266.0
37122,2023-03-27 18:00:00,648.41,12829.0,2275.0,309.0,314.0,0.0,2408.0,264.0
37123,2023-03-27 19:00:00,645.57,12064.0,2198.0,312.0,311.0,0.0,2302.0,264.0
37124,2023-03-27 20:00:00,641.21,11121.0,2102.0,312.0,311.0,0.0,2182.0,258.0
37125,2023-03-27 21:00:00,639.47,10803.0,1892.0,310.0,307.0,0.0,2189.0,259.0
37126,2023-03-27 22:00:00,623.88,10345.0,1806.0,306.0,288.0,0.0,2478.0,263.0
37127,2023-03-27 23:00:00,593.27,9862.0,1705.0,313.0,303.0,0.0,3113.0,255.0
