Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
42744,2023-11-17 00:00:00,2024-07-17 00:00:00,3.1,614.95,11802.0,1869.0,372.0,193.0,0.0,1439.0,281.0
42745,2023-11-17 01:00:00,2024-07-17 00:00:00,3.1,613.7,11940.0,1873.0,371.0,193.0,0.0,1504.0,280.0
42746,2023-11-17 02:00:00,2024-07-17 00:00:00,3.1,611.44,11667.0,1885.0,370.0,189.0,0.0,1497.0,280.0
42747,2023-11-17 03:00:00,2024-07-17 00:00:00,3.1,613.91,11565.0,1837.0,373.0,179.0,0.0,1436.0,281.0
42748,2023-11-17 04:00:00,2024-07-17 00:00:00,3.1,612.87,11843.0,1861.0,375.0,207.0,0.0,1485.0,287.0
42749,2023-11-17 05:00:00,2024-07-17 00:00:00,3.1,620.31,13347.0,2236.0,377.0,208.0,3.0,1471.0,291.0
42750,2023-11-17 06:00:00,2024-07-17 00:00:00,3.1,616.4,14064.0,2495.0,375.0,205.0,126.0,1525.0,295.0
42751,2023-11-17 07:00:00,2024-07-17 00:00:00,3.1,611.62,14720.0,2498.0,376.0,172.0,440.0,1551.0,295.0
42752,2023-11-17 08:00:00,2024-07-17 00:00:00,3.1,595.84,14517.0,2480.0,372.0,185.0,865.0,1595.0,296.0
42753,2023-11-17 09:00:00,2024-07-17 00:00:00,3.1,589.87,14336.0,2211.0,374.0,139.0,1084.0,1676.0,295.0
42754,2023-11-17 10:00:00,2024-07-17 00:00:00,3.1,590.14,14332.0,2195.0,376.0,132.0,1070.0,1690.0,297.0
42755,2023-11-17 11:00:00,2024-07-17 00:00:00,3.1,596.29,14318.0,2209.0,378.0,143.0,928.0,1604.0,297.0
42756,2023-11-17 12:00:00,2024-07-17 00:00:00,3.1,608.0,14592.0,2284.0,376.0,188.0,603.0,1544.0,294.0
42757,2023-11-17 13:00:00,2024-07-17 00:00:00,3.1,611.3,14473.0,2465.0,380.0,216.0,368.0,1541.0,295.0
42758,2023-11-17 14:00:00,2024-07-17 00:00:00,3.1,619.11,14504.0,2485.0,386.0,227.0,157.0,1490.0,294.0
42759,2023-11-17 15:00:00,2024-07-17 00:00:00,3.1,628.06,14744.0,2533.0,386.0,232.0,9.0,1384.0,295.0
42760,2023-11-17 16:00:00,2024-07-17 00:00:00,3.1,632.48,15128.0,2515.0,386.0,242.0,0.0,1333.0,293.0
42761,2023-11-17 17:00:00,2024-07-17 00:00:00,3.1,634.48,15226.0,2488.0,386.0,257.0,0.0,1283.0,296.0
42762,2023-11-17 18:00:00,2024-07-17 00:00:00,3.1,637.17,15194.0,2473.0,386.0,254.0,0.0,1202.0,296.0
42763,2023-11-17 19:00:00,2024-07-17 00:00:00,3.1,638.46,14422.0,2236.0,388.0,237.0,0.0,1131.0,296.0
42764,2023-11-17 20:00:00,2024-07-17 00:00:00,3.1,636.62,13894.0,2237.0,389.0,225.0,0.0,1095.0,295.0
42765,2023-11-17 21:00:00,2024-07-17 00:00:00,3.1,631.73,12975.0,2221.0,390.0,174.0,0.0,1112.0,289.0
42766,2023-11-17 22:00:00,2024-07-17 00:00:00,3.1,628.93,12482.0,2229.0,391.0,168.0,0.0,1088.0,289.0
42767,2023-11-17 23:00:00,2024-07-17 00:00:00,3.1,616.72,10992.0,2221.0,384.0,176.0,0.0,1079.0,279.0
