Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
39576,2023-07-08 00:00:00,2024-07-17 00:00:00,3.1,637.29,8383.0,1006.0,254.0,126.0,0.0,716.0,258.0
39577,2023-07-08 01:00:00,2024-07-17 00:00:00,3.1,643.94,8200.0,1011.0,254.0,126.0,0.0,571.0,257.0
39578,2023-07-08 02:00:00,2024-07-17 00:00:00,3.1,646.69,8323.0,1035.0,254.0,123.0,43.0,493.0,262.0
39579,2023-07-08 03:00:00,2024-07-17 00:00:00,3.1,637.0,8581.0,985.0,254.0,126.0,360.0,395.0,271.0
39580,2023-07-08 04:00:00,2024-07-17 00:00:00,3.1,600.31,9022.0,994.0,255.0,138.0,1242.0,284.0,272.0
39581,2023-07-08 05:00:00,2024-07-17 00:00:00,3.1,521.45,9021.0,1014.0,254.0,141.0,3236.0,128.0,271.0
39582,2023-07-08 06:00:00,2024-07-17 00:00:00,3.1,446.89,8905.0,1013.0,252.0,145.0,5589.0,38.0,270.0
39583,2023-07-08 07:00:00,2024-07-17 00:00:00,3.1,386.95,8223.0,932.0,249.0,145.0,7413.0,75.0,266.0
39584,2023-07-08 08:00:00,2024-07-17 00:00:00,3.1,350.23,7577.0,939.0,244.0,148.0,8442.0,158.0,209.0
39585,2023-07-08 09:00:00,2024-07-17 00:00:00,3.1,341.04,7537.0,945.0,246.0,148.0,8799.0,244.0,195.0
39586,2023-07-08 10:00:00,2024-07-17 00:00:00,3.1,333.42,7506.0,938.0,248.0,136.0,9074.0,354.0,196.0
39587,2023-07-08 11:00:00,2024-07-17 00:00:00,3.1,332.34,7369.0,939.0,249.0,129.0,8866.0,453.0,196.0
39588,2023-07-08 12:00:00,2024-07-17 00:00:00,3.1,332.25,7157.0,975.0,248.0,129.0,8551.0,520.0,180.0
39589,2023-07-08 13:00:00,2024-07-17 00:00:00,3.1,349.59,7319.0,1020.0,250.0,129.0,7883.0,612.0,68.0
39590,2023-07-08 14:00:00,2024-07-17 00:00:00,3.1,388.38,7713.0,1045.0,252.0,138.0,6499.0,637.0,68.0
39591,2023-07-08 15:00:00,2024-07-17 00:00:00,3.1,454.78,8622.0,1101.0,253.0,144.0,4709.0,633.0,68.0
39592,2023-07-08 16:00:00,2024-07-17 00:00:00,3.1,542.09,9731.0,1268.0,251.0,206.0,2571.0,593.0,76.0
39593,2023-07-08 17:00:00,2024-07-17 00:00:00,3.1,607.07,9754.0,1353.0,253.0,214.0,959.0,574.0,98.0
39594,2023-07-08 18:00:00,2024-07-17 00:00:00,3.1,630.45,9565.0,1228.0,256.0,209.0,357.0,702.0,99.0
39595,2023-07-08 19:00:00,2024-07-17 00:00:00,3.1,629.11,9720.0,1297.0,254.0,202.0,30.0,1067.0,99.0
39596,2023-07-08 20:00:00,2024-07-17 00:00:00,3.1,626.76,9502.0,1085.0,257.0,150.0,0.0,1258.0,77.0
39597,2023-07-08 21:00:00,2024-07-17 00:00:00,3.1,625.77,8967.0,1042.0,258.0,136.0,0.0,1203.0,68.0
39598,2023-07-08 22:00:00,2024-07-17 00:00:00,3.1,620.76,8480.0,1244.0,256.0,124.0,0.0,1120.0,67.0
39599,2023-07-08 23:00:00,2024-07-17 00:00:00,3.1,620.29,8208.0,1305.0,252.0,124.0,0.0,1044.0,67.0
