Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
36744,2023-03-12 00:00:00,2024-07-17 00:00:00,3.1,422.99,8687.0,1487.0,277.0,286.0,0.0,6174.0,264.0
36745,2023-03-12 01:00:00,2024-07-17 00:00:00,3.1,408.52,8212.0,1430.0,275.0,286.0,0.0,6381.0,262.0
36746,2023-03-12 02:00:00,2024-07-17 00:00:00,3.1,398.89,7881.0,1373.0,278.0,286.0,0.0,6492.0,262.0
36747,2023-03-12 03:00:00,2024-07-17 00:00:00,3.1,399.83,7849.0,1382.0,294.0,285.0,0.0,6424.0,263.0
36748,2023-03-12 04:00:00,2024-07-17 00:00:00,3.1,401.28,7894.0,1424.0,293.0,285.0,0.0,6401.0,263.0
36749,2023-03-12 05:00:00,2024-07-17 00:00:00,3.1,389.73,7737.0,1362.0,295.0,335.0,143.0,6553.0,263.0
36750,2023-03-12 06:00:00,2024-07-17 00:00:00,3.1,375.29,7770.0,1362.0,296.0,343.0,1104.0,6260.0,263.0
36751,2023-03-12 07:00:00,2024-07-17 00:00:00,3.1,351.5,7971.0,1448.0,290.0,350.0,2757.0,6015.0,263.0
36752,2023-03-12 08:00:00,2024-07-17 00:00:00,3.1,329.36,8034.0,1460.0,286.0,369.0,4294.0,5825.0,263.0
36753,2023-03-12 09:00:00,2024-07-17 00:00:00,3.1,310.58,7606.0,1397.0,288.0,318.0,5184.0,5595.0,265.0
36754,2023-03-12 10:00:00,2024-07-17 00:00:00,3.1,299.85,7337.0,1325.0,287.0,311.0,5686.0,5412.0,262.0
36755,2023-03-12 11:00:00,2024-07-17 00:00:00,3.1,310.32,7363.0,1389.0,287.0,307.0,5582.0,4876.0,260.0
36756,2023-03-12 12:00:00,2024-07-17 00:00:00,3.1,322.7,7467.0,1442.0,286.0,306.0,5469.0,4373.0,256.0
36757,2023-03-12 13:00:00,2024-07-17 00:00:00,3.1,361.34,7907.0,1475.0,284.0,304.0,4390.0,3841.0,259.0
36758,2023-03-12 14:00:00,2024-07-17 00:00:00,3.1,435.1,8769.0,1519.0,283.0,302.0,2598.0,3145.0,257.0
36759,2023-03-12 15:00:00,2024-07-17 00:00:00,3.1,517.14,9846.0,1859.0,284.0,356.0,1011.0,2409.0,258.0
36760,2023-03-12 16:00:00,2024-07-17 00:00:00,3.1,576.73,10724.0,1913.0,284.0,370.0,156.0,1855.0,257.0
36761,2023-03-12 17:00:00,2024-07-17 00:00:00,3.1,601.46,11653.0,1914.0,286.0,369.0,0.0,1685.0,188.0
36762,2023-03-12 18:00:00,2024-07-17 00:00:00,3.1,603.63,11911.0,1917.0,286.0,377.0,0.0,1804.0,69.0
36763,2023-03-12 19:00:00,2024-07-17 00:00:00,3.1,590.95,11263.0,1914.0,285.0,375.0,0.0,1973.0,69.0
36764,2023-03-12 20:00:00,2024-07-17 00:00:00,3.1,572.21,10422.0,1915.0,284.0,374.0,0.0,2218.0,69.0
36765,2023-03-12 21:00:00,2024-07-17 00:00:00,3.1,575.87,10704.0,1919.0,286.0,317.0,0.0,2242.0,93.0
36766,2023-03-12 22:00:00,2024-07-17 00:00:00,3.1,560.99,10286.0,1865.0,286.0,296.0,0.0,2479.0,160.0
36767,2023-03-12 23:00:00,2024-07-17 00:00:00,3.1,549.27,9813.0,1607.0,285.0,283.0,0.0,2723.0,160.0
