Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
42384,2023-11-02 00:00:00,2024-07-17 00:00:00,3.1,495.55,7894.0,1401.0,353.0,151.0,0.0,3388.0,255.0
42385,2023-11-02 01:00:00,2024-07-17 00:00:00,3.1,487.61,7825.0,1405.0,354.0,159.0,0.0,3608.0,206.0
42386,2023-11-02 02:00:00,2024-07-17 00:00:00,3.1,475.22,7781.0,1394.0,352.0,161.0,0.0,3945.0,197.0
42387,2023-11-02 03:00:00,2024-07-17 00:00:00,3.1,471.9,7992.0,1421.0,354.0,169.0,0.0,4158.0,196.0
42388,2023-11-02 04:00:00,2024-07-17 00:00:00,3.1,477.61,8676.0,1444.0,356.0,171.0,0.0,4380.0,200.0
42389,2023-11-02 05:00:00,2024-07-17 00:00:00,3.1,488.13,9759.0,1452.0,357.0,176.0,50.0,4548.0,250.0
42390,2023-11-02 06:00:00,2024-07-17 00:00:00,3.1,460.67,10112.0,1480.0,356.0,220.0,909.0,4841.0,267.0
42391,2023-11-02 07:00:00,2024-07-17 00:00:00,3.1,410.2,9322.0,1499.0,350.0,230.0,3071.0,4231.0,267.0
42392,2023-11-02 08:00:00,2024-07-17 00:00:00,3.1,378.06,9150.0,1466.0,341.0,243.0,5231.0,3498.0,266.0
42393,2023-11-02 09:00:00,2024-07-17 00:00:00,3.1,360.27,8937.0,1459.0,338.0,198.0,6274.0,3261.0,265.0
42394,2023-11-02 10:00:00,2024-07-17 00:00:00,3.1,351.15,8761.0,1488.0,336.0,192.0,6380.0,3527.0,234.0
42395,2023-11-02 11:00:00,2024-07-17 00:00:00,3.1,352.59,9040.0,1511.0,335.0,185.0,5999.0,4135.0,252.0
42396,2023-11-02 12:00:00,2024-07-17 00:00:00,3.1,369.34,9513.0,1577.0,334.0,178.0,4668.0,4974.0,278.0
42397,2023-11-02 13:00:00,2024-07-17 00:00:00,3.1,399.45,9644.0,1534.0,336.0,217.0,2695.0,5408.0,277.0
42398,2023-11-02 14:00:00,2024-07-17 00:00:00,3.1,459.18,11152.0,1659.0,344.0,231.0,782.0,5654.0,277.0
42399,2023-11-02 15:00:00,2024-07-17 00:00:00,3.1,462.08,11246.0,1695.0,346.0,240.0,168.0,6186.0,277.0
42400,2023-11-02 16:00:00,2024-07-17 00:00:00,3.1,456.67,11268.0,1518.0,344.0,250.0,66.0,6565.0,277.0
42401,2023-11-02 17:00:00,2024-07-17 00:00:00,3.1,454.35,11223.0,1508.0,346.0,253.0,0.0,6702.0,278.0
42402,2023-11-02 18:00:00,2024-07-17 00:00:00,3.1,453.27,10806.0,1519.0,348.0,249.0,0.0,6470.0,278.0
42403,2023-11-02 19:00:00,2024-07-17 00:00:00,3.1,458.95,10459.0,1468.0,346.0,241.0,0.0,6019.0,276.0
42404,2023-11-02 20:00:00,2024-07-17 00:00:00,3.1,465.15,10033.0,1446.0,346.0,189.0,0.0,5554.0,277.0
42405,2023-11-02 21:00:00,2024-07-17 00:00:00,3.1,464.9,9500.0,1428.0,344.0,180.0,0.0,5243.0,272.0
42406,2023-11-02 22:00:00,2024-07-17 00:00:00,3.1,450.36,8841.0,1434.0,342.0,179.0,0.0,5340.0,270.0
42407,2023-11-02 23:00:00,2024-07-17 00:00:00,3.1,427.8,7909.0,1341.0,344.0,183.0,0.0,5502.0,258.0
