Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
41304,2023-09-18 00:00:00,670.47,9503.0,605.0,288.0,108.0,0.0,1698.0,264.0
41305,2023-09-18 01:00:00,673.81,9515.0,600.0,288.0,109.0,0.0,1637.0,266.0
41306,2023-09-18 02:00:00,674.85,9532.0,588.0,289.0,104.0,0.0,1630.0,265.0
41307,2023-09-18 03:00:00,672.33,10014.0,622.0,287.0,104.0,0.0,1777.0,263.0
41308,2023-09-18 04:00:00,672.18,11918.0,640.0,287.0,134.0,119.0,2061.0,259.0
41309,2023-09-18 05:00:00,627.03,12547.0,726.0,289.0,145.0,1351.0,2191.0,264.0
41310,2023-09-18 06:00:00,564.48,12035.0,689.0,288.0,154.0,3780.0,1652.0,261.0
41311,2023-09-18 07:00:00,526.39,12028.0,710.0,285.0,137.0,5905.0,1070.0,263.0
41312,2023-09-18 08:00:00,470.81,10694.0,741.0,282.0,109.0,7447.0,1122.0,263.0
41313,2023-09-18 09:00:00,410.89,9199.0,629.0,282.0,108.0,8390.0,1804.0,263.0
41314,2023-09-18 10:00:00,386.57,8659.0,628.0,281.0,108.0,8437.0,2476.0,263.0
41315,2023-09-18 11:00:00,393.1,8805.0,684.0,280.0,108.0,7876.0,2808.0,262.0
41316,2023-09-18 12:00:00,414.1,9313.0,784.0,279.0,108.0,6988.0,3061.0,273.0
41317,2023-09-18 13:00:00,455.38,10008.0,694.0,278.0,107.0,5488.0,3078.0,271.0
41318,2023-09-18 14:00:00,526.98,11297.0,779.0,280.0,118.0,3531.0,2857.0,271.0
41319,2023-09-18 15:00:00,599.36,12742.0,1072.0,280.0,149.0,1648.0,2734.0,272.0
41320,2023-09-18 16:00:00,638.26,13305.0,1096.0,280.0,161.0,312.0,2970.0,274.0
41321,2023-09-18 17:00:00,635.36,14089.0,1106.0,283.0,169.0,8.0,3566.0,272.0
41322,2023-09-18 18:00:00,603.99,12883.0,1090.0,284.0,162.0,0.0,4176.0,271.0
41323,2023-09-18 19:00:00,586.35,11864.0,817.0,284.0,158.0,0.0,4389.0,273.0
41324,2023-09-18 20:00:00,558.84,10003.0,658.0,282.0,117.0,0.0,4459.0,266.0
41325,2023-09-18 21:00:00,557.56,9423.0,665.0,284.0,104.0,0.0,4230.0,265.0
41326,2023-09-18 22:00:00,566.05,9316.0,666.0,281.0,101.0,0.0,3955.0,264.0
41327,2023-09-18 23:00:00,580.62,9578.0,659.0,281.0,103.0,0.0,3692.0,263.0
