UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-02-18 00:00:00,2395.0,326.0,2169.0,61.0,0.0,160.0,17.0
2023-02-18 01:00:00,2329.0,325.0,2167.0,61.0,0.0,178.0,17.0
2023-02-18 02:00:00,2282.0,326.0,2167.0,62.0,0.0,181.0,18.0
2023-02-18 03:00:00,2334.0,325.0,2168.0,59.0,0.0,203.0,18.0
2023-02-18 04:00:00,2352.0,332.0,2168.0,66.0,0.0,203.0,18.0
2023-02-18 05:00:00,2495.0,329.0,2168.0,115.0,9.0,213.0,17.0
2023-02-18 06:00:00,2639.0,295.0,2167.0,137.0,80.0,197.0,17.0
2023-02-18 07:00:00,2707.0,296.0,2167.0,137.0,210.0,186.0,18.0
2023-02-18 08:00:00,2863.0,291.0,2169.0,118.0,236.0,196.0,18.0
2023-02-18 09:00:00,2785.0,286.0,2168.0,228.0,308.0,189.0,17.0
2023-02-18 10:00:00,2826.0,281.0,2168.0,235.0,313.0,203.0,17.0
2023-02-18 11:00:00,2782.0,280.0,2168.0,213.0,303.0,212.0,18.0
2023-02-18 12:00:00,2757.0,279.0,2168.0,183.0,246.0,216.0,17.0
2023-02-18 13:00:00,2635.0,278.0,2169.0,117.0,195.0,215.0,17.0
2023-02-18 14:00:00,2485.0,279.0,2168.0,74.0,116.0,255.0,17.0
2023-02-18 15:00:00,2529.0,280.0,2168.0,169.0,22.0,256.0,17.0
2023-02-18 16:00:00,2687.0,284.0,2169.0,403.0,0.0,265.0,17.0
2023-02-18 17:00:00,2687.0,291.0,2169.0,823.0,0.0,239.0,18.0
2023-02-18 18:00:00,2567.0,311.0,2170.0,795.0,0.0,471.0,28.0
2023-02-18 19:00:00,2489.0,307.0,2170.0,356.0,0.0,442.0,29.0
2023-02-18 20:00:00,2245.0,299.0,2169.0,111.0,0.0,467.0,28.0
2023-02-18 21:00:00,2245.0,316.0,2169.0,87.0,0.0,498.0,28.0
2023-02-18 22:00:00,2248.0,321.0,2168.0,87.0,0.0,527.0,27.0
2023-02-18 23:00:00,2150.0,327.0,2169.0,83.0,0.0,506.0,27.0
