Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
36600,2023-03-06 00:00:00,2024-07-17 00:00:00,3.1,253.3,317.0,62.0,698.0,0.0,111.0,0.0,0.0,19.0
36601,2023-03-06 01:00:00,2024-07-17 00:00:00,3.1,239.73,285.0,63.0,698.0,0.0,102.0,0.0,0.0,19.0
36602,2023-03-06 02:00:00,2024-07-17 00:00:00,3.1,240.43,283.0,64.0,698.0,0.0,94.0,0.0,0.0,19.0
36603,2023-03-06 03:00:00,2024-07-17 00:00:00,3.1,263.85,330.0,63.0,698.0,0.0,89.0,0.0,0.0,19.0
36604,2023-03-06 04:00:00,2024-07-17 00:00:00,3.1,265.83,336.0,60.0,698.0,0.0,90.0,0.0,0.0,20.0
36605,2023-03-06 05:00:00,2024-07-17 00:00:00,3.1,259.29,442.0,63.0,697.0,0.0,379.0,0.0,1.0,20.0
36606,2023-03-06 06:00:00,2024-07-17 00:00:00,3.1,253.08,516.0,63.0,697.0,0.0,603.0,4.0,0.0,20.0
36607,2023-03-06 07:00:00,2024-07-17 00:00:00,3.1,230.23,519.0,64.0,697.0,0.0,644.0,204.0,0.0,19.0
36608,2023-03-06 08:00:00,2024-07-17 00:00:00,3.1,238.64,491.0,66.0,697.0,0.0,647.0,26.0,0.0,19.0
36609,2023-03-06 09:00:00,2024-07-17 00:00:00,3.1,246.64,490.0,66.0,698.0,0.0,568.0,32.0,0.0,19.0
36610,2023-03-06 10:00:00,2024-07-17 00:00:00,3.1,237.63,432.0,65.0,698.0,0.0,485.0,35.0,0.0,19.0
36611,2023-03-06 11:00:00,2024-07-17 00:00:00,3.1,218.9,344.0,63.0,698.0,0.0,373.0,40.0,0.0,19.0
36612,2023-03-06 12:00:00,2024-07-17 00:00:00,3.1,229.6,335.0,64.0,698.0,0.0,272.0,36.0,0.0,20.0
36613,2023-03-06 13:00:00,2024-07-17 00:00:00,3.1,235.0,339.0,61.0,698.0,0.0,252.0,26.0,0.0,20.0
36614,2023-03-06 14:00:00,2024-07-17 00:00:00,3.1,237.47,417.0,62.0,698.0,0.0,458.0,17.0,0.0,20.0
36615,2023-03-06 15:00:00,2024-07-17 00:00:00,3.1,262.35,509.0,62.0,698.0,0.0,506.0,9.0,0.0,20.0
36616,2023-03-06 16:00:00,2024-07-17 00:00:00,3.1,249.0,523.0,63.0,698.0,0.0,657.0,1.0,0.0,19.0
36617,2023-03-06 17:00:00,2024-07-17 00:00:00,3.1,253.51,518.0,65.0,698.0,0.0,609.0,0.0,0.0,20.0
36618,2023-03-06 18:00:00,2024-07-17 00:00:00,3.1,257.37,524.0,65.0,698.0,0.0,592.0,0.0,0.0,19.0
36619,2023-03-06 19:00:00,2024-07-17 00:00:00,3.1,265.77,517.0,63.0,698.0,0.0,508.0,0.0,0.0,20.0
36620,2023-03-06 20:00:00,2024-07-17 00:00:00,3.1,251.44,405.0,67.0,698.0,0.0,346.0,0.0,0.0,20.0
36621,2023-03-06 21:00:00,2024-07-17 00:00:00,3.1,227.74,312.0,66.0,698.0,0.0,253.0,0.0,0.0,20.0
36622,2023-03-06 22:00:00,2024-07-17 00:00:00,3.1,242.52,310.0,62.0,698.0,0.0,152.0,0.0,0.0,20.0
36623,2023-03-06 23:00:00,2024-07-17 00:00:00,3.1,257.81,330.0,60.0,698.0,0.0,117.0,0.0,0.0,19.0
