Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
41040,2023-09-07 00:00:00,2024-07-17 00:00:00,3.1,299.0,489.0,28.0,689.0,0.0,222.0,0.0,1.0,15.0
41041,2023-09-07 01:00:00,2024-07-17 00:00:00,3.1,271.37,395.0,27.0,689.0,0.0,175.0,0.0,0.0,15.0
41042,2023-09-07 02:00:00,2024-07-17 00:00:00,3.1,271.61,481.0,28.0,689.0,0.0,364.0,0.0,1.0,15.0
41043,2023-09-07 03:00:00,2024-07-17 00:00:00,3.1,247.21,501.0,29.0,689.0,0.0,590.0,0.0,0.0,15.0
41044,2023-09-07 04:00:00,2024-07-17 00:00:00,3.1,233.27,499.0,29.0,688.0,0.0,703.0,2.0,2.0,14.0
41045,2023-09-07 05:00:00,2024-07-17 00:00:00,3.1,228.92,501.0,31.0,688.0,0.0,732.0,26.0,1.0,15.0
41046,2023-09-07 06:00:00,2024-07-17 00:00:00,3.1,224.99,501.0,30.0,688.0,0.0,725.0,77.0,0.0,14.0
41047,2023-09-07 07:00:00,2024-07-17 00:00:00,3.1,225.95,497.0,30.0,689.0,0.0,654.0,130.0,1.0,15.0
41048,2023-09-07 08:00:00,2024-07-17 00:00:00,3.1,210.48,395.0,29.0,689.0,0.0,449.0,172.0,1.0,14.0
41049,2023-09-07 09:00:00,2024-07-17 00:00:00,3.1,200.71,329.0,28.0,688.0,0.0,289.0,200.0,1.0,13.0
41050,2023-09-07 10:00:00,2024-07-17 00:00:00,3.1,171.33,237.0,28.0,688.0,0.0,181.0,214.0,1.0,14.0
41051,2023-09-07 11:00:00,2024-07-17 00:00:00,3.1,169.93,230.0,30.0,688.0,0.0,166.0,215.0,1.0,13.0
41052,2023-09-07 12:00:00,2024-07-17 00:00:00,3.1,168.64,231.0,28.0,688.0,0.0,193.0,198.0,1.0,14.0
41053,2023-09-07 13:00:00,2024-07-17 00:00:00,3.1,187.3,290.0,28.0,688.0,0.0,294.0,167.0,1.0,14.0
41054,2023-09-07 14:00:00,2024-07-17 00:00:00,3.1,206.6,387.0,28.0,688.0,0.0,502.0,123.0,1.0,13.0
41055,2023-09-07 15:00:00,2024-07-17 00:00:00,3.1,224.47,486.0,28.0,688.0,0.0,691.0,67.0,1.0,14.0
41056,2023-09-07 16:00:00,2024-07-17 00:00:00,3.1,230.08,497.0,29.0,688.0,0.0,714.0,18.0,1.0,14.0
41057,2023-09-07 17:00:00,2024-07-17 00:00:00,3.1,229.15,496.0,35.0,688.0,0.0,742.0,2.0,1.0,15.0
41058,2023-09-07 18:00:00,2024-07-17 00:00:00,3.1,231.48,498.0,34.0,689.0,0.0,724.0,1.0,1.0,15.0
41059,2023-09-07 19:00:00,2024-07-17 00:00:00,3.1,233.97,499.0,32.0,689.0,0.0,702.0,0.0,1.0,15.0
41060,2023-09-07 20:00:00,2024-07-17 00:00:00,3.1,238.76,500.0,29.0,689.0,0.0,658.0,0.0,1.0,15.0
41061,2023-09-07 21:00:00,2024-07-17 00:00:00,3.1,213.09,401.0,31.0,690.0,0.0,599.0,0.0,1.0,16.0
41062,2023-09-07 22:00:00,2024-07-17 00:00:00,3.1,207.97,382.0,31.0,690.0,0.0,584.0,0.0,1.0,14.0
41063,2023-09-07 23:00:00,2024-07-17 00:00:00,3.1,223.52,382.0,33.0,689.0,0.0,454.0,0.0,2.0,14.0
