Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
41784,2023-10-08 00:00:00,2024-07-17 00:00:00,3.1,501.02,240.0,27.0,0.0,0.0,99.0,2.0,0.0,16.0
41785,2023-10-08 01:00:00,2024-07-17 00:00:00,3.1,498.12,240.0,24.0,0.0,0.0,101.0,2.0,0.0,17.0
41786,2023-10-08 02:00:00,2024-07-17 00:00:00,3.1,496.7,237.0,26.0,0.0,0.0,101.0,2.0,0.0,16.0
41787,2023-10-08 03:00:00,2024-07-17 00:00:00,3.1,497.21,242.0,27.0,0.0,0.0,103.0,2.0,0.0,16.0
41788,2023-10-08 04:00:00,2024-07-17 00:00:00,3.1,353.77,288.0,28.0,0.0,0.0,314.0,2.0,0.0,16.0
41789,2023-10-08 05:00:00,2024-07-17 00:00:00,3.1,301.81,383.0,29.0,0.0,0.0,564.0,8.0,0.0,16.0
41790,2023-10-08 06:00:00,2024-07-17 00:00:00,3.1,300.72,378.0,29.0,0.0,0.0,519.0,48.0,0.0,17.0
41791,2023-10-08 07:00:00,2024-07-17 00:00:00,3.1,330.48,383.0,27.0,0.0,0.0,386.0,97.0,0.0,18.0
41792,2023-10-08 08:00:00,2024-07-17 00:00:00,3.1,313.91,266.0,28.0,0.0,0.0,225.0,140.0,0.0,18.0
41793,2023-10-08 09:00:00,2024-07-17 00:00:00,3.1,313.96,250.0,27.0,0.0,0.0,179.0,163.0,0.0,18.0
41794,2023-10-08 10:00:00,2024-07-17 00:00:00,3.1,322.94,269.0,27.0,0.0,0.0,161.0,189.0,0.0,18.0
41795,2023-10-08 11:00:00,2024-07-17 00:00:00,3.1,367.02,294.0,25.0,0.0,0.0,115.0,183.0,0.0,17.0
41796,2023-10-08 12:00:00,2024-07-17 00:00:00,3.1,341.64,249.0,25.0,0.0,0.0,127.0,163.0,0.0,17.0
41797,2023-10-08 13:00:00,2024-07-17 00:00:00,3.1,371.48,242.0,26.0,0.0,0.0,126.0,110.0,0.0,17.0
41798,2023-10-08 14:00:00,2024-07-17 00:00:00,3.1,384.95,309.0,27.0,0.0,0.0,211.0,73.0,0.0,16.0
41799,2023-10-08 15:00:00,2024-07-17 00:00:00,3.1,382.43,403.0,27.0,0.0,0.0,358.0,23.0,0.0,16.0
41800,2023-10-08 16:00:00,2024-07-17 00:00:00,3.1,348.07,502.0,30.0,0.0,0.0,577.0,3.0,0.0,16.0
41801,2023-10-08 17:00:00,2024-07-17 00:00:00,3.1,328.94,519.0,31.0,0.0,0.0,666.0,2.0,0.0,16.0
41802,2023-10-08 18:00:00,2024-07-17 00:00:00,3.1,340.81,519.0,31.0,0.0,0.0,622.0,2.0,0.0,17.0
41803,2023-10-08 19:00:00,2024-07-17 00:00:00,3.1,370.71,520.0,28.0,0.0,0.0,527.0,2.0,0.0,17.0
41804,2023-10-08 20:00:00,2024-07-17 00:00:00,3.1,412.6,495.0,27.0,0.0,0.0,395.0,2.0,0.0,17.0
41805,2023-10-08 21:00:00,2024-07-17 00:00:00,3.1,426.53,364.0,27.0,0.0,0.0,267.0,1.0,0.0,13.0
41806,2023-10-08 22:00:00,2024-07-17 00:00:00,3.1,464.9,291.0,28.0,0.0,0.0,163.0,1.0,0.0,15.0
41807,2023-10-08 23:00:00,2024-07-17 00:00:00,3.1,510.58,243.0,28.0,0.0,0.0,96.0,1.0,0.0,14.0
