Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
39792,2023-07-17 00:00:00,2024-07-17 00:00:00,3.1,108.36,261.0,93.0,23.0,0.0,2739.0,271.0
39793,2023-07-17 01:00:00,2024-07-17 00:00:00,3.1,112.22,279.0,95.0,24.0,0.0,2732.0,257.0
39794,2023-07-17 02:00:00,2024-07-17 00:00:00,3.1,111.47,266.0,95.0,24.0,0.0,2668.0,259.0
39795,2023-07-17 03:00:00,2024-07-17 00:00:00,3.1,108.89,250.0,94.0,23.0,19.0,2626.0,266.0
39796,2023-07-17 04:00:00,2024-07-17 00:00:00,3.1,109.01,260.0,97.0,23.0,110.0,2643.0,263.0
39797,2023-07-17 05:00:00,2024-07-17 00:00:00,3.1,98.06,243.0,93.0,23.0,256.0,2766.0,226.0
39798,2023-07-17 06:00:00,2024-07-17 00:00:00,3.1,87.74,237.0,92.0,23.0,482.0,3024.0,205.0
39799,2023-07-17 07:00:00,2024-07-17 00:00:00,3.1,87.01,277.0,91.0,23.0,798.0,3265.0,203.0
39800,2023-07-17 08:00:00,2024-07-17 00:00:00,3.1,85.96,306.0,92.0,23.0,1080.0,3467.0,204.0
39801,2023-07-17 09:00:00,2024-07-17 00:00:00,3.1,70.48,237.0,91.0,23.0,1377.0,3812.0,205.0
39802,2023-07-17 10:00:00,2024-07-17 00:00:00,3.1,71.86,262.0,97.0,22.0,1402.0,3997.0,200.0
39803,2023-07-17 11:00:00,2024-07-17 00:00:00,3.1,69.29,265.0,99.0,22.0,1428.0,4292.0,196.0
39804,2023-07-17 12:00:00,2024-07-17 00:00:00,3.1,69.81,232.0,97.0,22.0,1431.0,3794.0,194.0
39805,2023-07-17 13:00:00,2024-07-17 00:00:00,3.1,65.67,236.0,92.0,23.0,1316.0,4290.0,190.0
39806,2023-07-17 14:00:00,2024-07-17 00:00:00,3.1,65.82,245.0,93.0,24.0,1211.0,4443.0,186.0
39807,2023-07-17 15:00:00,2024-07-17 00:00:00,3.1,65.98,248.0,94.0,24.0,1055.0,4548.0,191.0
39808,2023-07-17 16:00:00,2024-07-17 00:00:00,3.1,67.81,250.0,93.0,24.0,770.0,4492.0,194.0
39809,2023-07-17 17:00:00,2024-07-17 00:00:00,3.1,69.5,247.0,92.0,24.0,359.0,4450.0,194.0
39810,2023-07-17 18:00:00,2024-07-17 00:00:00,3.1,78.03,279.0,95.0,24.0,146.0,4236.0,190.0
39811,2023-07-17 19:00:00,2024-07-17 00:00:00,3.1,86.33,286.0,94.0,24.0,31.0,3822.0,194.0
39812,2023-07-17 20:00:00,2024-07-17 00:00:00,3.1,83.16,251.0,93.0,23.0,1.0,3662.0,194.0
39813,2023-07-17 21:00:00,2024-07-17 00:00:00,3.1,86.49,250.0,96.0,24.0,0.0,3496.0,197.0
39814,2023-07-17 22:00:00,2024-07-17 00:00:00,3.1,93.07,279.0,96.0,24.0,0.0,3509.0,246.0
39815,2023-07-17 23:00:00,2024-07-17 00:00:00,3.1,88.85,243.0,95.0,24.0,0.0,3378.0,239.0
