Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
42000,2023-10-17 00:00:00,2024-07-17 00:00:00,3.1,198.64,217.0,225.0,42.0,0.0,1242.0,437.0
42001,2023-10-17 01:00:00,2024-07-17 00:00:00,3.1,187.1,214.0,217.0,42.0,0.0,1351.0,403.0
42002,2023-10-17 02:00:00,2024-07-17 00:00:00,3.1,184.54,210.0,215.0,41.0,0.0,1382.0,476.0
42003,2023-10-17 03:00:00,2024-07-17 00:00:00,3.1,177.96,210.0,213.0,41.0,0.0,1479.0,505.0
42004,2023-10-17 04:00:00,2024-07-17 00:00:00,3.1,203.38,302.0,252.0,43.0,0.0,1516.0,526.0
42005,2023-10-17 05:00:00,2024-07-17 00:00:00,3.1,222.67,365.0,290.0,47.0,1.0,1510.0,569.0
42006,2023-10-17 06:00:00,2024-07-17 00:00:00,3.1,222.97,375.0,297.0,48.0,95.0,1467.0,593.0
42007,2023-10-17 07:00:00,2024-07-17 00:00:00,3.1,203.96,360.0,263.0,44.0,392.0,1396.0,578.0
42008,2023-10-17 08:00:00,2024-07-17 00:00:00,3.1,186.45,372.0,253.0,43.0,826.0,1370.0,569.0
42009,2023-10-17 09:00:00,2024-07-17 00:00:00,3.1,152.26,348.0,219.0,40.0,1213.0,1646.0,468.0
42010,2023-10-17 10:00:00,2024-07-17 00:00:00,3.1,130.8,340.0,166.0,39.0,1368.0,2033.0,471.0
42011,2023-10-17 11:00:00,2024-07-17 00:00:00,3.1,118.29,318.0,151.0,40.0,1312.0,2414.0,489.0
42012,2023-10-17 12:00:00,2024-07-17 00:00:00,3.1,113.38,308.0,141.0,39.0,1104.0,2606.0,434.0
42013,2023-10-17 13:00:00,2024-07-17 00:00:00,3.1,118.28,324.0,145.0,40.0,812.0,2663.0,382.0
42014,2023-10-17 14:00:00,2024-07-17 00:00:00,3.1,132.05,338.0,152.0,42.0,504.0,2606.0,517.0
42015,2023-10-17 15:00:00,2024-07-17 00:00:00,3.1,168.21,378.0,201.0,46.0,152.0,2256.0,650.0
42016,2023-10-17 16:00:00,2024-07-17 00:00:00,3.1,194.19,408.0,284.0,52.0,3.0,2130.0,771.0
42017,2023-10-17 17:00:00,2024-07-17 00:00:00,3.1,182.55,381.0,231.0,47.0,0.0,2148.0,688.0
42018,2023-10-17 18:00:00,2024-07-17 00:00:00,3.1,177.62,375.0,215.0,46.0,0.0,2145.0,527.0
42019,2023-10-17 19:00:00,2024-07-17 00:00:00,3.1,172.81,366.0,188.0,44.0,0.0,2157.0,551.0
42020,2023-10-17 20:00:00,2024-07-17 00:00:00,3.1,157.88,328.0,179.0,43.0,0.0,2265.0,484.0
42021,2023-10-17 21:00:00,2024-07-17 00:00:00,3.1,148.3,303.0,164.0,38.0,0.0,2287.0,433.0
42022,2023-10-17 22:00:00,2024-07-17 00:00:00,3.1,129.9,222.0,122.0,27.0,0.0,2102.0,387.0
42023,2023-10-17 23:00:00,2024-07-17 00:00:00,3.1,127.71,192.0,112.0,25.0,0.0,1907.0,352.0
