UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-03-13 00:00:00,396.0,214.0,41.0,0.0,4065.0,645.0
2023-03-13 01:00:00,391.0,210.0,40.0,3.0,4136.0,605.0
2023-03-13 02:00:00,369.0,207.0,37.0,0.0,4170.0,612.0
2023-03-13 03:00:00,361.0,200.0,37.0,0.0,4151.0,602.0
2023-03-13 04:00:00,353.0,198.0,36.0,5.0,4364.0,568.0
2023-03-13 05:00:00,376.0,228.0,36.0,1.0,4589.0,586.0
2023-03-13 06:00:00,414.0,255.0,39.0,13.0,4823.0,652.0
2023-03-13 07:00:00,489.0,263.0,44.0,45.0,5113.0,701.0
2023-03-13 08:00:00,438.0,252.0,46.0,65.0,5325.0,558.0
2023-03-13 09:00:00,350.0,182.0,37.0,114.0,5580.0,552.0
2023-03-13 10:00:00,324.0,154.0,34.0,214.0,5746.0,533.0
2023-03-13 11:00:00,319.0,140.0,33.0,396.0,5828.0,514.0
2023-03-13 12:00:00,314.0,141.0,33.0,498.0,5430.0,512.0
2023-03-13 13:00:00,310.0,140.0,32.0,394.0,5041.0,561.0
2023-03-13 14:00:00,259.0,151.0,33.0,201.0,5589.0,631.0
2023-03-13 15:00:00,265.0,158.0,38.0,113.0,5833.0,639.0
2023-03-13 16:00:00,330.0,235.0,45.0,27.0,5993.0,692.0
2023-03-13 17:00:00,377.0,243.0,42.0,5.0,5978.0,710.0
2023-03-13 18:00:00,395.0,213.0,40.0,5.0,5979.0,551.0
2023-03-13 19:00:00,299.0,201.0,39.0,5.0,5761.0,555.0
2023-03-13 20:00:00,261.0,197.0,37.0,5.0,5774.0,481.0
2023-03-13 21:00:00,242.0,193.0,37.0,5.0,5691.0,387.0
2023-03-13 22:00:00,244.0,187.0,37.0,3.0,5779.0,343.0
2023-03-13 23:00:00,213.0,175.0,34.0,0.0,5425.0,342.0
