Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
39936,2023-07-23 00:00:00,2024-07-17 00:00:00,3.1,222.19,124.0,99.0,25.0,0.0,539.0,319.0
39937,2023-07-23 01:00:00,2024-07-17 00:00:00,3.1,184.11,122.0,96.0,24.0,0.0,764.0,308.0
39938,2023-07-23 02:00:00,2024-07-17 00:00:00,3.1,162.75,122.0,96.0,24.0,0.0,953.0,317.0
39939,2023-07-23 03:00:00,2024-07-17 00:00:00,3.1,168.4,121.0,95.0,24.0,13.0,887.0,329.0
39940,2023-07-23 04:00:00,2024-07-17 00:00:00,3.1,165.82,122.0,95.0,24.0,87.0,853.0,317.0
39941,2023-07-23 05:00:00,2024-07-17 00:00:00,3.1,156.48,122.0,96.0,24.0,240.0,814.0,277.0
39942,2023-07-23 06:00:00,2024-07-17 00:00:00,3.1,168.63,127.0,102.0,25.0,404.0,611.0,305.0
39943,2023-07-23 07:00:00,2024-07-17 00:00:00,3.1,140.77,127.0,101.0,25.0,469.0,925.0,344.0
39944,2023-07-23 08:00:00,2024-07-17 00:00:00,3.1,112.06,129.0,103.0,26.0,471.0,1494.0,325.0
39945,2023-07-23 09:00:00,2024-07-17 00:00:00,3.1,98.3,129.0,102.0,25.0,490.0,1742.0,238.0
39946,2023-07-23 10:00:00,2024-07-17 00:00:00,3.1,87.49,125.0,102.0,25.0,503.0,2065.0,229.0
39947,2023-07-23 11:00:00,2024-07-17 00:00:00,3.1,83.57,121.0,106.0,24.0,439.0,2290.0,255.0
39948,2023-07-23 12:00:00,2024-07-17 00:00:00,3.1,99.43,124.0,107.0,25.0,389.0,1975.0,390.0
39949,2023-07-23 13:00:00,2024-07-17 00:00:00,3.1,101.12,128.0,108.0,25.0,307.0,1966.0,362.0
39950,2023-07-23 14:00:00,2024-07-17 00:00:00,3.1,101.71,126.0,107.0,25.0,293.0,1879.0,322.0
39951,2023-07-23 15:00:00,2024-07-17 00:00:00,3.1,104.38,127.0,108.0,25.0,243.0,1782.0,276.0
39952,2023-07-23 16:00:00,2024-07-17 00:00:00,3.1,93.3,131.0,111.0,26.0,156.0,2178.0,242.0
39953,2023-07-23 17:00:00,2024-07-17 00:00:00,3.1,89.24,133.0,104.0,26.0,91.0,2383.0,263.0
39954,2023-07-23 18:00:00,2024-07-17 00:00:00,3.1,87.12,132.0,105.0,26.0,42.0,2568.0,305.0
39955,2023-07-23 19:00:00,2024-07-17 00:00:00,3.1,86.36,132.0,108.0,26.0,3.0,2552.0,260.0
39956,2023-07-23 20:00:00,2024-07-17 00:00:00,3.1,84.02,133.0,109.0,26.0,0.0,2618.0,235.0
39957,2023-07-23 21:00:00,2024-07-17 00:00:00,3.1,78.86,133.0,107.0,26.0,0.0,2803.0,217.0
39958,2023-07-23 22:00:00,2024-07-17 00:00:00,3.1,77.44,131.0,103.0,26.0,0.0,2842.0,224.0
39959,2023-07-23 23:00:00,2024-07-17 00:00:00,3.1,88.43,130.0,101.0,26.0,0.0,2513.0,313.0
