Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
37992,2023-05-03 00:00:00,2024-07-17 00:00:00,3.1,64.11,178.0,209.0,35.0,0.0,2353.0,763.0
37993,2023-05-03 01:00:00,2024-07-17 00:00:00,3.1,70.73,181.0,212.0,35.0,0.0,2202.0,625.0
37994,2023-05-03 02:00:00,2024-07-17 00:00:00,3.1,73.34,179.0,210.0,35.0,0.0,2055.0,629.0
37995,2023-05-03 03:00:00,2024-07-17 00:00:00,3.1,71.2,180.0,214.0,35.0,7.0,1934.0,863.0
37996,2023-05-03 04:00:00,2024-07-17 00:00:00,3.1,78.03,193.0,244.0,40.0,107.0,1734.0,927.0
37997,2023-05-03 05:00:00,2024-07-17 00:00:00,3.1,89.9,218.0,301.0,51.0,404.0,1485.0,853.0
37998,2023-05-03 06:00:00,2024-07-17 00:00:00,3.1,88.6,234.0,365.0,54.0,789.0,1459.0,878.0
37999,2023-05-03 07:00:00,2024-07-17 00:00:00,3.1,82.97,224.0,319.0,58.0,1032.0,1228.0,897.0
38000,2023-05-03 08:00:00,2024-07-17 00:00:00,3.1,78.11,221.0,317.0,62.0,1339.0,1040.0,995.0
38001,2023-05-03 09:00:00,2024-07-17 00:00:00,3.1,75.71,222.0,257.0,67.0,1434.0,888.0,976.0
38002,2023-05-03 10:00:00,2024-07-17 00:00:00,3.1,67.84,209.0,198.0,73.0,1528.0,866.0,984.0
38003,2023-05-03 11:00:00,2024-07-17 00:00:00,3.1,66.79,205.0,190.0,59.0,1551.0,804.0,935.0
38004,2023-05-03 12:00:00,2024-07-17 00:00:00,3.1,63.59,194.0,174.0,42.0,1526.0,747.0,916.0
38005,2023-05-03 13:00:00,2024-07-17 00:00:00,3.1,67.69,192.0,200.0,38.0,1519.0,752.0,776.0
38006,2023-05-03 14:00:00,2024-07-17 00:00:00,3.1,71.38,192.0,199.0,38.0,1451.0,803.0,609.0
38007,2023-05-03 15:00:00,2024-07-17 00:00:00,3.1,81.99,192.0,244.0,37.0,1161.0,793.0,637.0
38008,2023-05-03 16:00:00,2024-07-17 00:00:00,3.1,104.5,195.0,302.0,38.0,667.0,630.0,803.0
38009,2023-05-03 17:00:00,2024-07-17 00:00:00,3.1,130.91,200.0,300.0,39.0,261.0,497.0,833.0
38010,2023-05-03 18:00:00,2024-07-17 00:00:00,3.1,152.42,205.0,314.0,40.0,54.0,412.0,866.0
38011,2023-05-03 19:00:00,2024-07-17 00:00:00,3.1,170.14,216.0,320.0,42.0,2.0,333.0,848.0
38012,2023-05-03 20:00:00,2024-07-17 00:00:00,3.1,170.6,222.0,312.0,43.0,0.0,341.0,850.0
38013,2023-05-03 21:00:00,2024-07-17 00:00:00,3.1,163.32,202.0,294.0,39.0,0.0,315.0,853.0
38014,2023-05-03 22:00:00,2024-07-17 00:00:00,3.1,173.03,193.0,268.0,38.0,0.0,271.0,740.0
38015,2023-05-03 23:00:00,2024-07-17 00:00:00,3.1,171.13,189.0,277.0,37.0,0.0,215.0,808.0
