Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
40728,2023-08-25 00:00:00,2024-07-17 00:00:00,3.1,157.39,464.0,179.0,72.0,0.0,1955.0,177.0
40729,2023-08-25 01:00:00,2024-07-17 00:00:00,3.1,101.18,341.0,90.0,39.0,0.0,2335.0,242.0
40730,2023-08-25 02:00:00,2024-07-17 00:00:00,3.1,107.52,377.0,88.0,39.0,0.0,2325.0,286.0
40731,2023-08-25 03:00:00,2024-07-17 00:00:00,3.1,133.29,444.0,87.0,40.0,0.0,1979.0,345.0
40732,2023-08-25 04:00:00,2024-07-17 00:00:00,3.1,164.69,530.0,90.0,43.0,5.0,1724.0,362.0
40733,2023-08-25 05:00:00,2024-07-17 00:00:00,3.1,186.59,540.0,95.0,46.0,95.0,1345.0,367.0
40734,2023-08-25 06:00:00,2024-07-17 00:00:00,3.1,205.57,589.0,97.0,48.0,318.0,1030.0,365.0
40735,2023-08-25 07:00:00,2024-07-17 00:00:00,3.1,194.22,593.0,93.0,48.0,517.0,984.0,363.0
40736,2023-08-25 08:00:00,2024-07-17 00:00:00,3.1,162.92,503.0,90.0,49.0,766.0,921.0,344.0
40737,2023-08-25 09:00:00,2024-07-17 00:00:00,3.1,138.03,485.0,102.0,48.0,1093.0,1018.0,339.0
40738,2023-08-25 10:00:00,2024-07-17 00:00:00,3.1,137.02,505.0,131.0,51.0,1326.0,933.0,360.0
40739,2023-08-25 11:00:00,2024-07-17 00:00:00,3.1,130.09,469.0,136.0,52.0,1374.0,922.0,336.0
40740,2023-08-25 12:00:00,2024-07-17 00:00:00,3.1,123.62,427.0,84.0,44.0,1305.0,869.0,292.0
40741,2023-08-25 13:00:00,2024-07-17 00:00:00,3.1,132.63,450.0,82.0,42.0,1190.0,884.0,288.0
40742,2023-08-25 14:00:00,2024-07-17 00:00:00,3.1,148.19,447.0,87.0,41.0,1033.0,687.0,327.0
40743,2023-08-25 15:00:00,2024-07-17 00:00:00,3.1,192.97,503.0,91.0,43.0,735.0,499.0,375.0
40744,2023-08-25 16:00:00,2024-07-17 00:00:00,3.1,245.95,525.0,131.0,44.0,423.0,384.0,385.0
40745,2023-08-25 17:00:00,2024-07-17 00:00:00,3.1,347.38,621.0,150.0,45.0,138.0,223.0,394.0
40746,2023-08-25 18:00:00,2024-07-17 00:00:00,3.1,398.96,599.0,121.0,41.0,12.0,142.0,380.0
40747,2023-08-25 19:00:00,2024-07-17 00:00:00,3.1,389.32,542.0,118.0,42.0,0.0,134.0,378.0
40748,2023-08-25 20:00:00,2024-07-17 00:00:00,3.1,369.97,500.0,91.0,40.0,0.0,151.0,380.0
40749,2023-08-25 21:00:00,2024-07-17 00:00:00,3.1,320.4,471.0,88.0,38.0,0.0,330.0,340.0
40750,2023-08-25 22:00:00,2024-07-17 00:00:00,3.1,323.1,428.0,88.0,37.0,0.0,273.0,328.0
40751,2023-08-25 23:00:00,2024-07-17 00:00:00,3.1,304.74,354.0,88.0,37.0,0.0,251.0,309.0
